Urgencia,Total,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,13260,-,-,-,-,-,-,-,-,-,0,0,0,0,544,679,631,671,640,785,695,722,670,562,586,611,528,496,469,530,562,532,254,270,181,61,400,617,468,85,11,2020,Antofagasta,Hospital,Hospital Dr. Carlos Cisternas (Calama)
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,27223,1096,1083,1143,1097,1072,1000,908,1146,1096,1112,1203,693,646,586,549,515,583,580,686,601,610,589,481,508,477,467,417,474,476,523,477,505,422,513,501,572,541,555,631,89,2020,Antofagasta,Hospital,Hospital Dr. Carlos Cisternas (Calama)
TOTAL CAUSAS SISTEMA RESPIRATORIO,1599,75,80,78,59,65,72,69,67,78,93,125,169,80,72,51,21,38,13,57,17,32,16,15,8,11,2,10,5,12,5,8,6,14,12,10,23,13,7,11,0,2020,Antofagasta,Hospital,Hospital Dr. Carlos Cisternas (Calama)
IRA Alta (J00-J06),1097,48,59,48,34,42,54,49,43,64,66,95,113,57,45,24,16,27,11,10,15,20,12,11,6,9,2,9,5,5,5,6,6,13,9,8,22,13,5,11,0,2020,Antofagasta,Hospital,Hospital Dr. Carlos Cisternas (Calama)
Influenza (J09-J11),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Antofagasta,Hospital,Hospital Dr. Carlos Cisternas (Calama)
Neumonía (J12-J18),188,13,13,18,19,10,8,7,12,9,9,13,9,10,15,3,0,2,1,1,1,4,4,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2020,Antofagasta,Hospital,Hospital Dr. Carlos Cisternas (Calama)
Bronquitis/bronquiolitis aguda (J20-J21),149,6,6,5,6,11,9,5,11,4,18,15,25,6,7,2,2,3,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2020,Antofagasta,Hospital,Hospital Dr. Carlos Cisternas (Calama)
Crisis obstructiva bronquial (J40-J46),55,4,2,1,0,0,1,3,1,1,0,2,3,2,1,1,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Antofagasta,Hospital,Hospital Dr. Carlos Cisternas (Calama)
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",109,4,0,6,0,2,0,5,0,0,0,0,19,5,4,21,3,6,0,12,0,6,0,1,0,0,0,1,0,7,0,2,0,0,2,1,1,0,1,0,0,2020,Antofagasta,Hospital,Hospital Dr. Carlos Cisternas (Calama)
COVID 19 Sospechoso (U072),3807,0,-,-,-,-,0,0,0,0,0,0,20,29,62,79,77,55,128,144,164,213,245,228,294,284,258,171,213,176,192,111,92,78,82,84,92,72,75,81,8,2020,Antofagasta,Hospital,Hospital Dr. Carlos Cisternas (Calama)
COVID 19 Confirmado (U071),248,0,-,-,-,-,0,0,0,0,0,0,0,1,0,0,6,1,4,0,3,3,1,0,8,7,30,37,27,35,18,13,22,6,3,5,7,4,6,1,0,2020,Antofagasta,Hospital,Hospital Dr. Carlos Cisternas (Calama)
TOTAL CAUSAS SISTEMA CIRCULATORIO,743,30,18,25,9,8,20,17,31,18,11,17,19,17,29,6,30,19,40,13,23,26,18,13,5,15,14,14,26,13,26,29,10,9,15,11,38,30,23,8,0,2020,Antofagasta,Hospital,Hospital Dr. Carlos Cisternas (Calama)
Infarto agudo miocardio,14,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,1,0,1,1,0,0,0,2020,Antofagasta,Hospital,Hospital Dr. Carlos Cisternas (Calama)
Accidente vascular encefálico,47,6,2,3,0,0,0,2,0,0,0,1,1,2,2,1,1,3,0,0,2,0,1,2,0,0,1,0,3,1,3,2,0,1,0,1,1,4,0,1,0,2020,Antofagasta,Hospital,Hospital Dr. Carlos Cisternas (Calama)
Crisis hipertensiva,346,11,7,9,9,7,15,12,21,7,11,8,6,7,13,4,9,9,13,6,7,11,11,4,2,6,5,9,11,8,8,8,5,2,8,8,18,12,12,7,0,2020,Antofagasta,Hospital,Hospital Dr. Carlos Cisternas (Calama)
Arritmia grave,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2020,Antofagasta,Hospital,Hospital Dr. Carlos Cisternas (Calama)
Otras causas circulatorias,332,13,9,12,0,1,5,3,10,11,0,8,11,8,14,1,20,6,26,7,14,15,6,7,3,9,8,5,10,2,12,17,5,6,6,2,18,11,11,0,0,2020,Antofagasta,Hospital,Hospital Dr. Carlos Cisternas (Calama)
