Urgencia,Total,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,13168,-,-,-,-,-,-,-,-,-,-,-,-,282,505,424,396,477,442,499,648,631,665,591,505,423,387,366,435,485,405,433,451,418,454,459,484,593,555,652,103,2020,Metropolitano Central,SAPU,SAPU-Dra. Ana María Juricic
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,23317,995,887,870,900,893,766,813,827,812,907,931,718,493,491,417,394,475,490,478,595,589,627,556,487,414,379,365,426,473,399,428,432,404,441,447,477,574,527,618,102,2020,Metropolitano Central,SAPU,SAPU-Dra. Ana María Juricic
TOTAL CAUSAS SISTEMA RESPIRATORIO,4291,264,224,194,176,211,180,181,176,189,236,301,242,165,146,84,65,46,64,78,96,125,104,103,78,39,19,28,14,24,22,16,48,27,42,53,48,65,54,56,8,2020,Metropolitano Central,SAPU,SAPU-Dra. Ana María Juricic
IRA Alta (J00-J06),2543,156,92,104,73,84,103,75,92,108,135,170,96,96,38,70,57,40,55,61,85,91,90,86,59,28,16,22,13,22,17,11,37,18,27,35,39,46,46,43,7,2020,Metropolitano Central,SAPU,SAPU-Dra. Ana María Juricic
Influenza (J09-J11),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Metropolitano Central,SAPU,SAPU-Dra. Ana María Juricic
Neumonía (J12-J18),72,1,2,2,3,3,2,0,2,0,5,3,2,1,2,1,3,1,0,0,3,4,1,5,7,0,1,1,0,0,1,3,2,1,4,0,2,1,1,2,0,2020,Metropolitano Central,SAPU,SAPU-Dra. Ana María Juricic
Bronquitis/bronquiolitis aguda (J20-J21),290,23,18,15,14,21,4,19,16,8,20,22,16,8,3,5,0,1,4,4,4,8,5,4,7,2,1,2,1,1,2,1,2,1,5,5,5,7,1,5,0,2020,Metropolitano Central,SAPU,SAPU-Dra. Ana María Juricic
Crisis obstructiva bronquial (J40-J46),135,1,4,4,2,1,2,6,3,1,3,5,30,2,3,1,5,1,3,3,3,5,4,5,3,0,0,1,0,0,1,0,4,2,4,10,1,6,3,3,0,2020,Metropolitano Central,SAPU,SAPU-Dra. Ana María Juricic
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",1248,83,108,69,84,102,69,81,63,72,73,101,98,58,100,7,0,3,2,10,1,16,3,2,2,9,1,2,0,1,1,1,3,5,2,3,1,5,3,3,1,2020,Metropolitano Central,SAPU,SAPU-Dra. Ana María Juricic
COVID 19 Sospechoso (U072),2525,-,-,-,-,-,0,0,0,0,0,0,3,16,21,6,10,25,69,93,206,183,255,182,150,134,140,81,115,101,72,75,67,65,82,64,72,97,72,67,2,2020,Metropolitano Central,SAPU,SAPU-Dra. Ana María Juricic
COVID 19 Confirmado (U071),131,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,15,22,18,6,10,7,1,5,9,11,1,2,0,4,3,2,4,0,2020,Metropolitano Central,SAPU,SAPU-Dra. Ana María Juricic
TOTAL CAUSAS SISTEMA CIRCULATORIO,536,12,14,14,18,12,11,18,20,18,11,15,7,6,10,16,9,17,18,9,10,7,22,17,11,14,8,16,9,15,22,14,16,21,12,13,10,7,11,19,7,2020,Metropolitano Central,SAPU,SAPU-Dra. Ana María Juricic
Infarto agudo miocardio,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,2020,Metropolitano Central,SAPU,SAPU-Dra. Ana María Juricic
Accidente vascular encefálico,18,1,0,0,1,2,0,4,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2020,Metropolitano Central,SAPU,SAPU-Dra. Ana María Juricic
Crisis hipertensiva,330,8,7,5,10,3,5,8,12,13,6,10,2,5,7,13,6,11,11,4,7,6,17,13,8,11,3,11,4,9,18,11,8,11,10,6,7,3,2,15,4,2020,Metropolitano Central,SAPU,SAPU-Dra. Ana María Juricic
Arritmia grave,17,0,0,1,0,1,0,1,1,0,0,0,0,0,2,0,0,2,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2,0,0,2,0,0,2020,Metropolitano Central,SAPU,SAPU-Dra. Ana María Juricic
Otras causas circulatorias,166,3,7,8,7,6,6,5,7,4,5,5,5,1,1,2,3,3,6,4,2,0,4,3,3,2,4,5,5,6,3,3,7,8,2,4,3,4,6,2,2,2020,Metropolitano Central,SAPU,SAPU-Dra. Ana María Juricic
TOTAL TRAUMATISMOS Y ENVENENAMIENTO,1634,41,41,15,35,37,18,35,27,36,32,38,11,16,16,25,52,64,65,37,44,40,32,31,32,36,41,38,50,67,52,57,53,37,47,56,61,59,85,64,11,2020,Metropolitano Central,SAPU,SAPU-Dra. Ana María Juricic
Accidentes del tránsito,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2020,Metropolitano Central,SAPU,SAPU-Dra. Ana María Juricic
Otras causas externas,1629,41,41,15,35,37,18,35,27,36,32,38,11,16,16,25,51,63,65,37,44,40,32,31,32,36,40,38,48,67,52,57,53,37,47,56,61,59,85,64,11,2020,Metropolitano Central,SAPU,SAPU-Dra. Ana María Juricic
