Urgencia,Total,1,2,3,4,5,6,7,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,789,99,111,88,116,134,133,108,2022,Del Maule,SUR,SUR Mercedes
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,715,86,99,83,101,125,126,95,2022,Del Maule,SUR,SUR Mercedes
TOTAL CAUSAS SISTEMA RESPIRATORIO,54,8,9,6,12,5,6,8,2022,Del Maule,SUR,SUR Mercedes
IRA Alta (J00-J06),40,7,7,6,8,2,3,7,2022,Del Maule,SUR,SUR Mercedes
Influenza (J09-J11),0,0,0,0,0,0,0,0,2022,Del Maule,SUR,SUR Mercedes
Neumonía (J12-J18),1,0,1,0,0,0,0,0,2022,Del Maule,SUR,SUR Mercedes
Bronquitis/bronquiolitis aguda (J20-J21),4,1,1,0,2,0,0,0,2022,Del Maule,SUR,SUR Mercedes
Crisis obstructiva bronquial (J40-J46),0,0,0,0,0,0,0,0,2022,Del Maule,SUR,SUR Mercedes
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",9,0,0,0,2,3,3,1,2022,Del Maule,SUR,SUR Mercedes
COVID 19 Sospechoso (U072),234,8,12,19,30,59,65,41,2022,Del Maule,SUR,SUR Mercedes
COVID 19 Confirmado (U071),0,0,0,0,0,0,0,0,2022,Del Maule,SUR,SUR Mercedes
TOTAL CAUSAS SISTEMA CIRCULATORIO,3,0,0,1,1,0,1,0,2022,Del Maule,SUR,SUR Mercedes
Infarto agudo miocardio,0,0,0,0,0,0,0,0,2022,Del Maule,SUR,SUR Mercedes
Accidente vascular encefálico,0,0,0,0,0,0,0,0,2022,Del Maule,SUR,SUR Mercedes
Crisis hipertensiva,1,0,0,0,1,0,0,0,2022,Del Maule,SUR,SUR Mercedes
Arritmia grave,0,0,0,0,0,0,0,0,2022,Del Maule,SUR,SUR Mercedes
Otras causas circulatorias,2,0,0,1,0,0,1,0,2022,Del Maule,SUR,SUR Mercedes
TOTAL TRAUMATISMOS Y ENVENENAMIENTO,73,10,13,12,8,10,12,8,2022,Del Maule,SUR,SUR Mercedes
Accidentes del tránsito,0,0,0,0,0,0,0,0,2022,Del Maule,SUR,SUR Mercedes
Lesiones autoinfligidas intencionalmente (X60-X84),1,0,0,0,0,0,1,0,2022,Del Maule,SUR,SUR Mercedes
Otras causas externas,72,10,13,12,8,10,11,8,2022,Del Maule,SUR,SUR Mercedes
TOTAL CAUSAS DE TRASTORNOS MENTALES (F00-F99),5,0,1,2,0,1,0,1,2022,Del Maule,SUR,SUR Mercedes
Ideación Suicida (R458),0,0,0,0,0,0,0,0,2022,Del Maule,SUR,SUR Mercedes
Trastornos mentales y del comportamiento debidos al uso de sustancias psicoactivas (F10-F19),0,0,0,0,0,0,0,0,2022,Del Maule,SUR,SUR Mercedes
Trastornos del Humor (Afectivos) (F30-F39),0,0,0,0,0,0,0,0,2022,Del Maule,SUR,SUR Mercedes
"Trastornos neuróticos, trastornos relacionados con el estrés y trastornos somatomorfos (F40-F48) Incluído el trastorno de pánico (F410)",5,0,1,2,0,1,0,1,2022,Del Maule,SUR,SUR Mercedes
Otros trastornos mentales no contenidos en las categorías anteriores,0,0,0,0,0,0,0,0,2022,Del Maule,SUR,SUR Mercedes
DIARREA AGUDA (A00-A09),10,0,1,1,3,2,2,1,2022,Del Maule,SUR,SUR Mercedes
TOTAL DEMÁS CAUSAS,336,60,63,42,47,48,40,36,2022,Del Maule,SUR,SUR Mercedes
SECCIÓN 2 TOTAL DE HOSPITALIZACIONES,0,0,0,0,0,0,0,0,2022,Del Maule,SUR,SUR Mercedes
- CAUSAS SISTEMA RESPIRATORIO,0,0,0,0,0,0,0,0,2022,Del Maule,SUR,SUR Mercedes
- COVID 19 SOSPECHOSO (U072),0,0,0,0,0,0,0,0,2022,Del Maule,SUR,SUR Mercedes
- COVID 19 CONFIRMADO (U071),0,0,0,0,0,0,0,0,2022,Del Maule,SUR,SUR Mercedes
- CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0,0,0,2022,Del Maule,SUR,SUR Mercedes
- TRAUMATISMOS Y ENVENENAMIENTOS,0,0,0,0,0,0,0,0,2022,Del Maule,SUR,SUR Mercedes
- CAUSAS POR TRASTORNOS MENTALES (F00-F99),0,0,0,0,0,0,0,0,2022,Del Maule,SUR,SUR Mercedes
- LAS DEMÁS CAUSAS,0,0,0,0,0,0,0,0,2022,Del Maule,SUR,SUR Mercedes
CIRUGÍAS DE URGENCIA,0,0,0,0,0,0,0,0,2022,Del Maule,SUR,SUR Mercedes
