Urgencia,Total,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,5779,-,-,-,-,-,-,-,-,-,0,0,78,178,244,185,165,192,232,211,188,189,165,181,162,100,153,139,140,166,149,237,218,247,225,277,296,291,338,369,64,2020,Metropolitano Sur,SAPU,SAPU-Cóndores de Chile
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,14260,677,750,683,694,662,665,632,670,706,686,795,620,257,238,181,161,191,224,206,187,184,163,175,156,188,172,199,220,228,210,234,214,235,215,273,289,282,324,355,59,2020,Metropolitano Sur,SAPU,SAPU-Cóndores de Chile
TOTAL CAUSAS SISTEMA RESPIRATORIO,1838,124,154,116,120,98,104,95,106,124,129,221,259,54,29,9,3,11,5,4,1,4,6,3,4,4,3,2,3,3,6,5,2,3,3,5,2,3,3,7,1,2020,Metropolitano Sur,SAPU,SAPU-Cóndores de Chile
IRA Alta (J00-J06),1585,101,142,106,105,76,92,81,87,115,119,190,233,42,22,8,3,8,3,3,1,4,6,3,1,3,1,1,3,3,3,3,1,3,1,4,2,0,3,2,1,2020,Metropolitano Sur,SAPU,SAPU-Cóndores de Chile
Influenza (J09-J11),12,0,0,0,0,9,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Metropolitano Sur,SAPU,SAPU-Cóndores de Chile
Neumonía (J12-J18),38,4,1,0,0,1,2,1,7,3,5,5,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2020,Metropolitano Sur,SAPU,SAPU-Cóndores de Chile
Bronquitis/bronquiolitis aguda (J20-J21),74,4,6,5,7,4,6,6,7,2,4,10,7,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Metropolitano Sur,SAPU,SAPU-Cóndores de Chile
Crisis obstructiva bronquial (J40-J46),43,6,2,1,3,2,2,2,1,3,0,3,4,2,2,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,2,1,0,0,0,1,0,2020,Metropolitano Sur,SAPU,SAPU-Cóndores de Chile
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",86,9,3,4,5,6,2,5,4,1,1,12,12,6,1,1,0,2,0,1,0,0,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,3,0,3,0,2020,Metropolitano Sur,SAPU,SAPU-Cóndores de Chile
COVID 19 Sospechoso (U072),69,-,-,-,-,-,0,0,0,0,0,0,3,0,1,3,2,3,4,3,6,2,2,1,3,1,2,2,5,1,1,1,2,1,1,1,0,3,6,8,1,2020,Metropolitano Sur,SAPU,SAPU-Cóndores de Chile
COVID 19 Confirmado (U071),2,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2020,Metropolitano Sur,SAPU,SAPU-Cóndores de Chile
TOTAL CAUSAS SISTEMA CIRCULATORIO,482,15,10,15,9,7,14,19,14,10,8,8,7,4,8,10,6,11,13,9,7,5,8,14,12,12,8,20,14,15,22,13,10,20,11,16,19,16,20,21,2,2020,Metropolitano Sur,SAPU,SAPU-Cóndores de Chile
Infarto agudo miocardio,28,0,2,1,0,0,1,3,1,0,0,2,1,0,2,1,0,0,1,1,0,2,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,3,0,0,0,2020,Metropolitano Sur,SAPU,SAPU-Cóndores de Chile
Accidente vascular encefálico,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2020,Metropolitano Sur,SAPU,SAPU-Cóndores de Chile
