Urgencia,Total,1,2,3,4,5,6,7,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,2939,308,433,463,494,510,410,321,2022,Atacama,Hospital,Hospital Dr. Manuel Magalhaes Medling (Huasco)
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,2211,240,259,302,361,400,377,272,2022,Atacama,Hospital,Hospital Dr. Manuel Magalhaes Medling (Huasco)
TOTAL CAUSAS SISTEMA RESPIRATORIO,336,34,35,60,59,63,56,29,2022,Atacama,Hospital,Hospital Dr. Manuel Magalhaes Medling (Huasco)
IRA Alta (J00-J06),296,31,27,54,53,59,48,24,2022,Atacama,Hospital,Hospital Dr. Manuel Magalhaes Medling (Huasco)
Influenza (J09-J11),0,0,0,0,0,0,0,0,2022,Atacama,Hospital,Hospital Dr. Manuel Magalhaes Medling (Huasco)
Neumonía (J12-J18),7,0,1,2,2,0,1,1,2022,Atacama,Hospital,Hospital Dr. Manuel Magalhaes Medling (Huasco)
Bronquitis/bronquiolitis aguda (J20-J21),22,3,4,3,2,4,4,2,2022,Atacama,Hospital,Hospital Dr. Manuel Magalhaes Medling (Huasco)
Crisis obstructiva bronquial (J40-J46),7,0,3,1,1,0,2,0,2022,Atacama,Hospital,Hospital Dr. Manuel Magalhaes Medling (Huasco)
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",4,0,0,0,1,0,1,2,2022,Atacama,Hospital,Hospital Dr. Manuel Magalhaes Medling (Huasco)
COVID 19 Sospechoso (U072),291,11,31,30,64,76,43,36,2022,Atacama,Hospital,Hospital Dr. Manuel Magalhaes Medling (Huasco)
COVID 19 Confirmado (U071),367,3,10,15,51,107,106,75,2022,Atacama,Hospital,Hospital Dr. Manuel Magalhaes Medling (Huasco)
TOTAL CAUSAS SISTEMA CIRCULATORIO,46,9,6,7,3,6,9,6,2022,Atacama,Hospital,Hospital Dr. Manuel Magalhaes Medling (Huasco)
Infarto agudo miocardio,3,1,0,0,0,1,1,0,2022,Atacama,Hospital,Hospital Dr. Manuel Magalhaes Medling (Huasco)
Accidente vascular encefálico,4,0,0,1,0,2,1,0,2022,Atacama,Hospital,Hospital Dr. Manuel Magalhaes Medling (Huasco)
Crisis hipertensiva,15,3,3,3,0,1,3,2,2022,Atacama,Hospital,Hospital Dr. Manuel Magalhaes Medling (Huasco)
Arritmia grave,3,1,1,0,0,0,0,1,2022,Atacama,Hospital,Hospital Dr. Manuel Magalhaes Medling (Huasco)
Otras causas circulatorias,21,4,2,3,3,2,4,3,2022,Atacama,Hospital,Hospital Dr. Manuel Magalhaes Medling (Huasco)
TOTAL TRAUMATISMOS Y ENVENENAMIENTO,261,38,40,46,32,39,34,32,2022,Atacama,Hospital,Hospital Dr. Manuel Magalhaes Medling (Huasco)
