Urgencia,Total,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,31029,-,-,-,-,227,1567,1637,1646,1585,1501,1557,1080,739,634,585,587,666,604,728,611,663,683,652,632,668,660,685,671,780,778,834,858,877,855,834,1001,882,890,1036,136,2020,Ñuble,Hospital,Hospital de San Carlos
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,36984,1607,1530,1510,1585,1629,1450,1489,1528,1448,1392,1412,915,686,596,555,565,643,583,711,598,645,665,629,606,650,636,658,649,766,755,815,826,830,829,801,959,853,852,995,133,2020,Ñuble,Hospital,Hospital de San Carlos
TOTAL CAUSAS SISTEMA RESPIRATORIO,3206,238,207,203,183,190,170,148,174,200,187,247,230,122,87,62,42,32,26,31,19,27,24,25,23,24,26,25,10,14,18,13,13,21,17,13,22,21,19,52,1,2020,Ñuble,Hospital,Hospital de San Carlos
IRA Alta (J00-J06),2170,176,143,154,121,127,112,101,124,132,141,199,194,82,55,39,24,13,12,16,10,8,12,13,9,13,15,11,7,3,9,9,6,8,10,6,10,14,11,21,0,2020,Ñuble,Hospital,Hospital de San Carlos
Influenza (J09-J11),3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Ñuble,Hospital,Hospital de San Carlos
Neumonía (J12-J18),183,5,5,15,17,13,10,1,6,9,7,12,8,7,7,11,2,5,4,1,2,3,3,3,3,1,4,2,0,0,1,0,1,3,2,1,4,2,0,3,0,2020,Ñuble,Hospital,Hospital de San Carlos
Bronquitis/bronquiolitis aguda (J20-J21),362,31,36,21,18,26,28,16,19,26,17,19,19,13,11,6,9,5,2,2,0,4,2,2,5,4,4,2,0,3,1,0,1,2,0,2,1,0,2,3,0,2020,Ñuble,Hospital,Hospital de San Carlos
Crisis obstructiva bronquial (J40-J46),303,23,15,7,18,18,15,21,20,22,18,9,4,15,13,2,3,4,4,3,4,7,5,4,1,4,0,6,2,1,0,2,4,2,2,3,2,2,3,15,0,2020,Ñuble,Hospital,Hospital de San Carlos
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",185,3,8,6,7,6,5,9,5,10,4,8,5,5,1,4,4,5,4,9,3,5,2,3,5,2,3,4,1,7,7,2,1,6,3,1,5,3,3,10,1,2020,Ñuble,Hospital,Hospital de San Carlos
COVID 19 Sospechoso (U072),2428,-,-,-,-,0,0,0,0,0,0,2,37,64,36,74,23,34,35,47,70,71,97,120,149,122,113,118,109,125,99,113,99,80,111,96,107,82,81,97,17,2020,Ñuble,Hospital,Hospital de San Carlos
COVID 19 Confirmado (U071),153,-,-,-,-,0,0,0,0,0,0,0,10,20,6,0,0,0,0,1,1,2,4,5,9,7,7,9,9,6,3,9,3,3,7,5,7,5,8,7,0,2020,Ñuble,Hospital,Hospital de San Carlos
TOTAL CAUSAS SISTEMA CIRCULATORIO,1593,53,61,49,61,48,57,40,53,57,52,36,25,31,22,24,44,29,31,30,42,45,37,37,25,46,35,41,29,33,44,34,36,40,30,40,50,51,47,39,9,2020,Ñuble,Hospital,Hospital de San Carlos
Infarto agudo miocardio,215,4,7,6,13,1,0,3,3,5,1,3,3,9,2,3,11,4,5,4,8,8,2,8,5,9,6,6,5,6,12,3,8,5,5,4,2,10,4,11,1,2020,Ñuble,Hospital,Hospital de San Carlos
Accidente vascular encefálico,309,6,16,13,4,9,12,6,16,10,6,5,6,4,6,9,10,7,2,3,5,12,12,7,6,8,8,8,7,3,8,14,6,6,3,5,12,8,15,4,2,2020,Ñuble,Hospital,Hospital de San Carlos
