Urgencia,Total,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,19679,-,-,-,-,-,-,-,-,0,-,-,0,395,688,631,647,728,784,962,1158,979,887,744,561,594,556,599,623,639,745,626,696,644,674,730,752,793,819,924,101,2020,Metropolitano Sur,SAR,SAR Dr. Amador Neghme R.
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,28693,1220,1072,1073,1020,1025,1046,1021,943,998,1019,1111,861,711,655,585,593,664,629,680,734,647,633,589,552,490,456,479,455,504,490,529,572,566,557,618,655,653,709,783,96,2020,Metropolitano Sur,SAR,SAR Dr. Amador Neghme R.
TOTAL CAUSAS SISTEMA RESPIRATORIO,3441,202,193,163,129,136,143,156,114,141,155,247,328,218,139,84,76,74,56,41,34,59,53,41,28,25,19,30,17,22,17,16,51,28,34,28,26,28,35,51,4,2020,Metropolitano Sur,SAR,SAR Dr. Amador Neghme R.
IRA Alta (J00-J06),2317,137,127,118,88,87,113,120,70,96,103,185,255,160,97,68,55,46,36,25,21,30,33,29,20,14,10,8,5,4,6,5,30,13,17,12,12,11,21,29,1,2020,Metropolitano Sur,SAR,SAR Dr. Amador Neghme R.
Influenza (J09-J11),6,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2020,Metropolitano Sur,SAR,SAR Dr. Amador Neghme R.
Neumonía (J12-J18),275,17,11,16,16,15,8,16,10,14,19,15,12,9,11,4,5,5,6,5,1,8,3,2,3,3,1,10,4,1,0,0,3,1,5,1,4,2,3,5,1,2020,Metropolitano Sur,SAR,SAR Dr. Amador Neghme R.
Bronquitis/bronquiolitis aguda (J20-J21),370,34,29,14,12,17,10,10,15,15,17,33,39,23,15,3,11,9,3,4,1,8,6,3,0,0,1,1,1,3,2,3,4,3,2,3,5,4,5,2,0,2020,Metropolitano Sur,SAR,SAR Dr. Amador Neghme R.
Crisis obstructiva bronquial (J40-J46),298,8,16,10,13,13,10,8,16,13,10,9,18,23,10,7,4,11,6,4,4,5,5,3,1,3,1,4,1,6,7,4,8,3,7,8,3,4,4,7,1,2020,Metropolitano Sur,SAR,SAR Dr. Amador Neghme R.
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",175,6,10,5,0,4,2,2,3,3,3,5,3,3,6,2,1,3,4,3,7,8,6,4,4,5,6,7,6,8,2,4,6,7,3,4,2,7,2,8,1,2020,Metropolitano Sur,SAR,SAR Dr. Amador Neghme R.
COVID 19 Sospechoso (U072),3089,-,-,-,-,-,0,0,0,0,0,2,16,17,13,36,39,64,131,208,287,244,247,238,200,149,127,107,96,86,64,87,42,57,56,90,97,102,73,106,8,2020,Metropolitano Sur,SAR,SAR Dr. Amador Neghme R.
COVID 19 Confirmado (U071),248,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,3,9,7,13,22,22,19,14,22,42,19,16,10,8,9,4,3,0,1,3,1,0,1,0,2020,Metropolitano Sur,SAR,SAR Dr. Amador Neghme R.
TOTAL CAUSAS SISTEMA CIRCULATORIO,1137,34,33,42,34,28,26,32,38,29,30,36,25,19,18,36,30,33,28,18,28,28,18,16,21,18,25,26,34,25,38,22,27,23,37,32,34,39,35,39,3,2020,Metropolitano Sur,SAR,SAR Dr. Amador Neghme R.
Infarto agudo miocardio,44,2,2,0,3,2,1,0,1,0,0,0,0,1,1,0,1,1,4,1,2,0,1,3,1,0,1,0,1,1,1,0,0,1,1,1,2,4,2,2,0,2020,Metropolitano Sur,SAR,SAR Dr. Amador Neghme R.
Accidente vascular encefálico,91,1,2,0,0,2,3,2,1,0,1,3,2,0,2,3,3,6,2,3,1,1,0,1,2,3,8,3,0,2,3,3,3,2,8,2,6,1,3,3,0,2020,Metropolitano Sur,SAR,SAR Dr. Amador Neghme R.
Crisis hipertensiva,615,11,18,17,16,7,6,15,21,16,20,22,15,15,11,18,20,19,16,9,19,19,11,12,11,3,11,17,19,15,28,13,15,18,15,15,14,23,17,26,2,2020,Metropolitano Sur,SAR,SAR Dr. Amador Neghme R.
Arritmia grave,93,2,4,6,2,3,1,4,3,1,6,3,2,1,0,1,3,1,1,4,1,2,3,0,0,2,2,3,1,2,2,0,0,0,9,4,3,0,7,3,1,2020,Metropolitano Sur,SAR,SAR Dr. Amador Neghme R.
Otras causas circulatorias,294,18,7,19,13,14,15,11,12,12,3,8,6,2,4,14,3,6,5,1,5,6,3,0,7,10,3,3,13,5,4,6,9,2,4,10,9,11,6,5,0,2020,Metropolitano Sur,SAR,SAR Dr. Amador Neghme R.
TOTAL TRAUMATISMOS Y ENVENENAMIENTO,4332,189,180,162,174,188,180,156,169,164,213,205,113,93,96,79,77,88,68,81,64,62,66,45,47,48,41,72,75,80,80,69,73,104,89,110,119,129,147,126,11,2020,Metropolitano Sur,SAR,SAR Dr. Amador Neghme R.
Accidentes del tránsito,50,0,1,0,1,0,0,0,0,0,39,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,2,1,0,0,2020,Metropolitano Sur,SAR,SAR Dr. Amador Neghme R.
Otras causas externas,4282,189,179,162,173,188,180,156,169,164,174,204,113,93,96,78,77,88,68,81,64,62,66,45,47,48,40,72,75,80,80,68,72,103,89,110,119,127,146,126,11,2020,Metropolitano Sur,SAR,SAR Dr. Amador Neghme R.
DIARREA AGUDA (A00-A09),915,83,62,43,41,55,74,58,49,48,107,47,17,15,8,15,8,7,10,11,7,4,5,41,1,1,0,5,3,3,51,3,6,5,4,2,4,1,2,9,0,2020,Metropolitano Sur,SAR,SAR Dr. Amador Neghme R.
TOTAL DEMÁS CAUSAS,15566,712,604,663,642,618,623,619,573,616,514,576,378,366,381,335,363,395,327,314,301,228,222,189,241,227,202,220,214,278,232,323,369,346,337,355,372,353,417,451,70,2020,Metropolitano Sur,SAR,SAR Dr. Amador Neghme R.
SECCIÓN 2 TOTAL DE HOSPITALIZACIONES,10,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Metropolitano Sur,SAR,SAR Dr. Amador Neghme R.
- CAUSAS SISTEMA CIRCULATORIO,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Metropolitano Sur,SAR,SAR Dr. Amador Neghme R.
- CAUSAS SISTEMA RESPIRATORIO,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Metropolitano Sur,SAR,SAR Dr. Amador Neghme R.
- SOSPECHA CORONAVIRUS (U072),7,-,-,-,-,-,-,-,-,0,-,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Metropolitano Sur,SAR,SAR Dr. Amador Neghme R.
- CORONAVIRUS (U071),0,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Metropolitano Sur,SAR,SAR Dr. Amador Neghme R.
- TRAUMATISMOS Y ENVENENAMIENTOS,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Metropolitano Sur,SAR,SAR Dr. Amador Neghme R.
- LAS DEMÁS CAUSAS,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Metropolitano Sur,SAR,SAR Dr. Amador Neghme R.
CIRUGÍAS DE URGENCIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Metropolitano Sur,SAR,SAR Dr. Amador Neghme R.
