Urgencia,Total,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,4473,-,-,-,-,-,-,0,-,-,-,-,0,133,141,152,163,146,170,176,171,169,183,148,174,150,153,152,144,131,163,158,183,179,168,208,185,180,156,208,29,2020,Atacama,Hospital,Hospital Dr. Florencio Vargas (Diego de Almagro)
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,6644,236,212,224,173,228,181,205,219,224,235,264,268,171,128,150,140,126,142,138,152,156,157,125,148,130,128,135,118,115,135,136,159,146,127,180,167,188,156,196,26,2020,Atacama,Hospital,Hospital Dr. Florencio Vargas (Diego de Almagro)
TOTAL CAUSAS SISTEMA RESPIRATORIO,855,45,32,42,19,20,21,25,23,37,42,69,105,51,27,31,33,19,19,17,23,15,10,12,9,13,7,13,10,6,5,6,5,7,6,11,5,4,7,1,3,2020,Atacama,Hospital,Hospital Dr. Florencio Vargas (Diego de Almagro)
IRA Alta (J00-J06),663,39,25,35,16,16,18,23,15,31,30,58,93,44,21,23,26,14,13,11,17,11,8,5,2,7,5,6,5,4,3,3,4,5,3,8,4,2,6,1,3,2020,Atacama,Hospital,Hospital Dr. Florencio Vargas (Diego de Almagro)
Influenza (J09-J11),4,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Atacama,Hospital,Hospital Dr. Florencio Vargas (Diego de Almagro)
Neumonía (J12-J18),54,0,1,0,1,0,0,0,1,1,2,2,2,2,3,2,1,2,3,1,2,0,2,2,4,3,0,4,2,1,1,2,0,2,1,2,0,2,0,0,0,2020,Atacama,Hospital,Hospital Dr. Florencio Vargas (Diego de Almagro)
Bronquitis/bronquiolitis aguda (J20-J21),49,3,4,5,0,2,0,2,0,1,3,3,4,2,1,4,3,2,1,1,1,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Atacama,Hospital,Hospital Dr. Florencio Vargas (Diego de Almagro)
Crisis obstructiva bronquial (J40-J46),36,3,1,1,1,1,3,0,2,2,3,1,1,2,1,1,1,1,1,2,2,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2020,Atacama,Hospital,Hospital Dr. Florencio Vargas (Diego de Almagro)
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",49,0,1,1,1,1,0,0,5,2,3,3,5,1,1,1,2,0,1,2,1,0,0,3,0,1,2,3,2,1,1,1,1,0,1,1,1,0,0,0,0,2020,Atacama,Hospital,Hospital Dr. Florencio Vargas (Diego de Almagro)
COVID 19 Sospechoso (U072),381,-,-,-,-,-,0,0,0,0,0,0,0,2,1,0,2,1,5,7,3,12,36,4,23,5,15,18,20,7,9,12,16,14,30,28,29,20,13,44,5,2020,Atacama,Hospital,Hospital Dr. Florencio Vargas (Diego de Almagro)
