Urgencia,Total,1,2,3,4,5,6,7,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,0,0,0,0,0,0,0,0,2022,Del Maule,SUR,SUR Empedrado
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,835,79,125,108,132,120,139,132,2022,Del Maule,SUR,SUR Empedrado
TOTAL CAUSAS SISTEMA RESPIRATORIO,98,13,12,9,9,12,30,13,2022,Del Maule,SUR,SUR Empedrado
IRA Alta (J00-J06),0,0,0,0,0,0,0,0,2022,Del Maule,SUR,SUR Empedrado
Influenza (J09-J11),0,0,0,0,0,0,0,0,2022,Del Maule,SUR,SUR Empedrado
Neumonía (J12-J18),1,0,1,0,0,0,0,0,2022,Del Maule,SUR,SUR Empedrado
Bronquitis/bronquiolitis aguda (J20-J21),2,2,0,0,0,0,0,0,2022,Del Maule,SUR,SUR Empedrado
Crisis obstructiva bronquial (J40-J46),0,0,0,0,0,0,0,0,2022,Del Maule,SUR,SUR Empedrado
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",95,11,11,9,9,12,30,13,2022,Del Maule,SUR,SUR Empedrado
COVID 19 Sospechoso (U072),95,1,7,16,18,16,21,16,2022,Del Maule,SUR,SUR Empedrado
COVID 19 Confirmado (U071),94,0,0,2,12,18,24,38,2022,Del Maule,SUR,SUR Empedrado
TOTAL CAUSAS SISTEMA CIRCULATORIO,2,0,0,1,0,1,0,0,2022,Del Maule,SUR,SUR Empedrado
Infarto agudo miocardio,0,0,0,0,0,0,0,0,2022,Del Maule,SUR,SUR Empedrado
Accidente vascular encefálico,0,0,0,0,0,0,0,0,2022,Del Maule,SUR,SUR Empedrado
Crisis hipertensiva,1,0,0,1,0,0,0,0,2022,Del Maule,SUR,SUR Empedrado
Arritmia grave,1,0,0,0,0,1,0,0,2022,Del Maule,SUR,SUR Empedrado
Otras causas circulatorias,0,0,0,0,0,0,0,0,2022,Del Maule,SUR,SUR Empedrado
TOTAL TRAUMATISMOS Y ENVENENAMIENTO,25,0,2,3,13,6,0,1,2022,Del Maule,SUR,SUR Empedrado
Accidentes del tránsito,0,0,0,0,0,0,0,0,2022,Del Maule,SUR,SUR Empedrado
Lesiones autoinfligidas intencionalmente (X60-X84),0,0,0,0,0,0,0,0,2022,Del Maule,SUR,SUR Empedrado
Otras causas externas,25,0,2,3,13,6,0,1,2022,Del Maule,SUR,SUR Empedrado
TOTAL CAUSAS DE TRASTORNOS MENTALES (F00-F99),18,0,18,0,0,0,0,0,2022,Del Maule,SUR,SUR Empedrado
Ideación Suicida (R458),0,0,0,0,0,0,0,0,2022,Del Maule,SUR,SUR Empedrado
Trastornos mentales y del comportamiento debidos al uso de sustancias psicoactivas (F10-F19),0,0,0,0,0,0,0,0,2022,Del Maule,SUR,SUR Empedrado
Trastornos del Humor (Afectivos) (F30-F39),0,0,0,0,0,0,0,0,2022,Del Maule,SUR,SUR Empedrado
"Trastornos neuróticos, trastornos relacionados con el estrés y trastornos somatomorfos (F40-F48) Incluído el trastorno de pánico (F410)",0,0,0,0,0,0,0,0,2022,Del Maule,SUR,SUR Empedrado
Otros trastornos mentales no contenidos en las categorías anteriores,18,0,18,0,0,0,0,0,2022,Del Maule,SUR,SUR Empedrado
DIARREA AGUDA (A00-A09),0,0,0,0,0,0,0,0,2022,Del Maule,SUR,SUR Empedrado
TOTAL DEMÁS CAUSAS,503,65,86,77,80,67,64,64,2022,Del Maule,SUR,SUR Empedrado
SECCIÓN 2 TOTAL DE HOSPITALIZACIONES,0,0,0,0,0,0,0,0,2022,Del Maule,SUR,SUR Empedrado
- CAUSAS SISTEMA RESPIRATORIO,0,0,0,0,0,0,0,0,2022,Del Maule,SUR,SUR Empedrado
- COVID 19 SOSPECHOSO (U072),0,0,0,0,0,0,0,0,2022,Del Maule,SUR,SUR Empedrado
- COVID 19 CONFIRMADO (U071),0,0,0,0,0,0,0,0,2022,Del Maule,SUR,SUR Empedrado
- CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0,0,0,2022,Del Maule,SUR,SUR Empedrado
- TRAUMATISMOS Y ENVENENAMIENTOS,0,0,0,0,0,0,0,0,2022,Del Maule,SUR,SUR Empedrado
- CAUSAS POR TRASTORNOS MENTALES (F00-F99),0,0,0,0,0,0,0,0,2022,Del Maule,SUR,SUR Empedrado
- LAS DEMÁS CAUSAS,0,0,0,0,0,0,0,0,2022,Del Maule,SUR,SUR Empedrado
CIRUGÍAS DE URGENCIA,0,0,0,0,0,0,0,0,2022,Del Maule,SUR,SUR Empedrado
