Urgencia,Total,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,34326,0,-,-,-,-,-,-,-,0,1835,2050,1861,1204,1200,965,926,1040,1032,1364,1622,1577,1424,1287,995,870,790,861,919,849,871,740,947,878,858,911,1004,1107,1056,1126,157,2020,Metropolitano Suroriente,SAPU,SAPU-La Granja
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,50080,1963,1863,1797,1862,1719,1631,1576,1719,1659,1835,2050,1850,1182,1189,965,926,1040,1032,1364,1622,1577,1424,1287,995,870,799,861,919,849,871,740,947,878,858,911,1004,1107,1056,1126,157,2020,Metropolitano Suroriente,SAPU,SAPU-La Granja
TOTAL CAUSAS SISTEMA RESPIRATORIO,7079,351,286,269,251,257,224,238,262,266,341,505,826,435,383,276,185,150,119,70,66,96,80,115,53,55,51,56,55,38,37,47,60,50,64,81,91,106,89,76,19,2020,Metropolitano Suroriente,SAPU,SAPU-La Granja
IRA Alta (J00-J06),5511,287,227,205,200,198,174,180,195,219,283,430,739,359,341,219,142,116,96,48,49,69,41,78,26,28,23,35,29,18,20,26,32,33,36,54,63,74,58,47,14,2020,Metropolitano Suroriente,SAPU,SAPU-La Granja
Influenza (J09-J11),11,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2020,Metropolitano Suroriente,SAPU,SAPU-La Granja
Neumonía (J12-J18),277,8,13,13,8,6,7,9,8,5,9,7,8,3,4,11,10,2,1,4,5,4,17,15,10,8,10,3,8,4,5,5,8,6,7,9,7,5,2,2,1,2020,Metropolitano Suroriente,SAPU,SAPU-La Granja
Bronquitis/bronquiolitis aguda (J20-J21),390,22,20,14,14,16,17,13,13,19,11,29,32,34,14,15,7,7,5,7,1,2,4,0,2,2,1,2,2,6,2,5,8,2,3,8,8,7,5,7,4,2020,Metropolitano Suroriente,SAPU,SAPU-La Granja
Crisis obstructiva bronquial (J40-J46),699,27,23,32,25,32,23,33,38,20,31,32,40,33,21,26,21,17,14,9,7,10,6,13,8,10,10,12,12,5,5,6,7,8,18,6,11,13,21,14,0,2020,Metropolitano Suroriente,SAPU,SAPU-La Granja
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",191,7,3,5,3,5,3,2,8,3,7,6,6,6,3,5,4,8,3,2,4,11,11,8,6,6,7,4,4,5,5,5,4,1,0,4,2,6,3,6,0,2020,Metropolitano Suroriente,SAPU,SAPU-La Granja
COVID 19 Sospechoso (U072),7020,0,-,-,-,0,0,0,0,0,0,0,11,22,16,28,45,76,198,559,889,876,781,604,453,322,251,221,195,180,156,102,110,94,127,114,148,142,114,178,8,2020,Metropolitano Suroriente,SAPU,SAPU-La Granja
