Urgencia,Total,1,2,3,4,5,6,7,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,6811,920,1085,1159,1101,1057,869,620,2022,Antofagasta,SAR,SAR Alemania
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,5591,693,898,901,874,934,739,552,2022,Antofagasta,SAR,SAR Alemania
TOTAL CAUSAS SISTEMA RESPIRATORIO,861,139,112,156,110,145,115,84,2022,Antofagasta,SAR,SAR Alemania
IRA Alta (J00-J06),727,112,92,134,92,124,100,73,2022,Antofagasta,SAR,SAR Alemania
Influenza (J09-J11),0,0,0,0,0,0,0,0,2022,Antofagasta,SAR,SAR Alemania
Neumonía (J12-J18),19,1,1,3,0,5,4,5,2022,Antofagasta,SAR,SAR Alemania
Bronquitis/bronquiolitis aguda (J20-J21),32,5,5,7,8,3,3,1,2022,Antofagasta,SAR,SAR Alemania
Crisis obstructiva bronquial (J40-J46),58,13,9,10,6,9,6,5,2022,Antofagasta,SAR,SAR Alemania
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",25,8,5,2,4,4,2,0,2022,Antofagasta,SAR,SAR Alemania
COVID 19 Sospechoso (U072),1958,132,379,456,449,290,167,85,2022,Antofagasta,SAR,SAR Alemania
COVID 19 Confirmado (U071),176,0,2,1,5,84,57,27,2022,Antofagasta,SAR,SAR Alemania
TOTAL CAUSAS SISTEMA CIRCULATORIO,48,8,6,6,8,8,4,8,2022,Antofagasta,SAR,SAR Alemania
Infarto agudo miocardio,1,0,0,0,1,0,0,0,2022,Antofagasta,SAR,SAR Alemania
Accidente vascular encefálico,0,0,0,0,0,0,0,0,2022,Antofagasta,SAR,SAR Alemania
Crisis hipertensiva,24,2,4,4,4,5,2,3,2022,Antofagasta,SAR,SAR Alemania
Arritmia grave,1,0,0,0,0,1,0,0,2022,Antofagasta,SAR,SAR Alemania
Otras causas circulatorias,22,6,2,2,3,2,2,5,2022,Antofagasta,SAR,SAR Alemania
TOTAL TRAUMATISMOS Y ENVENENAMIENTO,414,65,63,40,51,74,76,45,2022,Antofagasta,SAR,SAR Alemania
Accidentes del tránsito,5,2,0,0,0,3,0,0,2022,Antofagasta,SAR,SAR Alemania
Lesiones autoinfligidas intencionalmente (X60-X84),0,0,0,0,0,0,0,0,2022,Antofagasta,SAR,SAR Alemania
Otras causas externas,409,63,63,40,51,71,76,45,2022,Antofagasta,SAR,SAR Alemania
TOTAL CAUSAS DE TRASTORNOS MENTALES (F00-F99),38,6,7,8,1,6,5,5,2022,Antofagasta,SAR,SAR Alemania
Ideación Suicida (R458),0,0,0,0,0,0,0,0,2022,Antofagasta,SAR,SAR Alemania
Trastornos mentales y del comportamiento debidos al uso de sustancias psicoactivas (F10-F19),3,0,1,1,1,0,0,0,2022,Antofagasta,SAR,SAR Alemania
Trastornos del Humor (Afectivos) (F30-F39),0,0,0,0,0,0,0,0,2022,Antofagasta,SAR,SAR Alemania
"Trastornos neuróticos, trastornos relacionados con el estrés y trastornos somatomorfos (F40-F48) Incluído el trastorno de pánico (F410)",31,5,6,5,0,6,5,4,2022,Antofagasta,SAR,SAR Alemania
Otros trastornos mentales no contenidos en las categorías anteriores,4,1,0,2,0,0,0,1,2022,Antofagasta,SAR,SAR Alemania
DIARREA AGUDA (A00-A09),21,9,5,2,2,0,2,1,2022,Antofagasta,SAR,SAR Alemania
TOTAL DEMÁS CAUSAS,2075,334,324,232,248,327,313,297,2022,Antofagasta,SAR,SAR Alemania
SECCIÓN 2 TOTAL DE HOSPITALIZACIONES,0,0,0,0,0,0,0,0,2022,Antofagasta,SAR,SAR Alemania
- CAUSAS SISTEMA RESPIRATORIO,0,0,0,0,0,0,0,0,2022,Antofagasta,SAR,SAR Alemania
- COVID 19 SOSPECHOSO (U072),0,0,0,0,0,0,0,0,2022,Antofagasta,SAR,SAR Alemania
- COVID 19 CONFIRMADO (U071),0,0,0,0,0,0,0,0,2022,Antofagasta,SAR,SAR Alemania
- CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0,0,0,2022,Antofagasta,SAR,SAR Alemania
- TRAUMATISMOS Y ENVENENAMIENTOS,0,0,0,0,0,0,0,0,2022,Antofagasta,SAR,SAR Alemania
- CAUSAS POR TRASTORNOS MENTALES (F00-F99),0,0,0,0,0,0,0,0,2022,Antofagasta,SAR,SAR Alemania
- LAS DEMÁS CAUSAS,0,0,0,0,0,0,0,0,2022,Antofagasta,SAR,SAR Alemania
CIRUGÍAS DE URGENCIA,0,0,0,0,0,0,0,0,2022,Antofagasta,SAR,SAR Alemania
