Urgencia,Total,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,7020,-,-,-,-,-,-,-,-,-,-,0,-,49,28,180,84,82,255,302,338,254,258,399,345,295,271,336,360,221,288,301,277,282,293,329,297,294,340,203,59,2020,Antofagasta,Hospital,Hospital Dr. Marcos Macuada (Tocopilla)
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,15358,683,664,691,627,648,631,646,687,641,643,751,492,224,290,270,195,172,247,265,313,242,233,359,328,285,237,322,342,212,282,297,264,269,267,314,283,281,309,396,56,2020,Antofagasta,Hospital,Hospital Dr. Marcos Macuada (Tocopilla)
TOTAL CAUSAS SISTEMA RESPIRATORIO,1463,115,67,81,63,77,37,74,61,68,59,132,134,36,30,22,14,13,19,30,37,27,16,36,21,24,19,11,10,22,13,13,18,11,10,7,3,14,6,12,1,2020,Antofagasta,Hospital,Hospital Dr. Marcos Macuada (Tocopilla)
IRA Alta (J00-J06),563,45,21,35,18,36,21,29,34,21,41,76,59,10,8,5,2,4,8,6,7,6,2,5,12,8,4,4,2,4,8,1,6,1,2,2,0,4,4,2,0,2020,Antofagasta,Hospital,Hospital Dr. Marcos Macuada (Tocopilla)
Influenza (J09-J11),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Antofagasta,Hospital,Hospital Dr. Marcos Macuada (Tocopilla)
Neumonía (J12-J18),109,14,5,3,5,5,5,15,4,3,0,6,9,4,4,1,0,1,0,1,1,1,1,5,3,3,2,0,1,0,0,2,2,0,1,0,0,2,0,0,0,2020,Antofagasta,Hospital,Hospital Dr. Marcos Macuada (Tocopilla)
Bronquitis/bronquiolitis aguda (J20-J21),57,0,3,3,10,5,2,8,7,2,1,3,2,0,2,0,0,0,1,0,1,0,1,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,2020,Antofagasta,Hospital,Hospital Dr. Marcos Macuada (Tocopilla)
Crisis obstructiva bronquial (J40-J46),91,14,2,2,2,4,0,4,2,2,2,4,8,0,3,1,1,1,3,3,3,4,3,5,0,0,2,1,3,1,1,2,0,0,2,2,0,1,0,2,1,2020,Antofagasta,Hospital,Hospital Dr. Marcos Macuada (Tocopilla)
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",643,42,36,38,28,27,9,18,14,40,15,43,56,22,13,15,11,7,7,20,25,16,9,20,6,13,11,4,4,16,4,7,10,10,5,3,3,7,1,8,0,2020,Antofagasta,Hospital,Hospital Dr. Marcos Macuada (Tocopilla)
COVID 19 Sospechoso (U072),833,0,0,0,-,-,0,0,0,0,0,0,7,2,3,9,12,14,14,7,25,13,15,22,36,76,80,81,58,26,54,51,23,28,30,37,24,39,13,26,8,2020,Antofagasta,Hospital,Hospital Dr. Marcos Macuada (Tocopilla)
