Urgencia,Total,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,10301,-,-,-,-,-,-,-,-,-,-,-,-,160,324,334,333,333,349,352,318,354,367,337,348,338,354,384,370,426,425,421,429,419,458,396,407,459,478,460,168,2020,Concepción,SAR,SAR Tucapel
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,18737,768,641,718,712,725,683,747,647,673,744,784,616,366,302,330,331,328,346,348,312,346,359,330,343,336,345,375,361,417,409,412,419,403,452,381,396,452,472,443,165,2020,Concepción,SAR,SAR Tucapel
TOTAL CAUSAS SISTEMA RESPIRATORIO,2230,144,109,116,109,119,126,113,105,106,134,215,263,126,54,39,33,27,19,25,13,10,13,23,15,12,6,12,11,15,9,9,11,12,10,9,12,16,11,12,7,2020,Concepción,SAR,SAR Tucapel
IRA Alta (J00-J06),1485,86,76,76,66,74,81,77,69,63,92,156,203,93,42,23,23,17,11,17,6,4,8,13,13,9,2,4,4,10,6,5,7,8,4,4,7,11,6,7,2,2020,Concepción,SAR,SAR Tucapel
Influenza (J09-J11),49,3,3,2,3,3,4,2,5,3,1,1,11,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2020,Concepción,SAR,SAR Tucapel
Neumonía (J12-J18),24,0,1,2,1,3,1,0,0,1,1,2,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,2020,Concepción,SAR,SAR Tucapel
Bronquitis/bronquiolitis aguda (J20-J21),387,36,24,24,30,24,20,25,23,25,22,36,34,21,7,4,3,4,2,2,2,2,1,1,1,1,1,3,1,0,1,2,1,1,0,0,0,0,0,1,2,2020,Concepción,SAR,SAR Tucapel
Crisis obstructiva bronquial (J40-J46),199,14,4,10,7,8,18,7,6,13,12,17,10,5,3,6,5,5,4,3,5,3,3,2,0,1,1,2,2,2,1,2,3,1,4,2,4,0,1,1,2,2020,Concepción,SAR,SAR Tucapel
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",86,5,1,2,2,7,2,2,2,1,6,3,4,3,1,3,1,0,2,3,0,1,1,7,0,1,1,2,4,2,0,0,0,1,0,2,1,5,4,3,1,2020,Concepción,SAR,SAR Tucapel
COVID 19 Sospechoso (U072),1433,0,-,-,-,-,0,0,0,0,0,0,8,24,29,17,21,16,24,29,12,31,37,30,61,47,56,60,63,50,56,56,56,67,106,106,78,97,87,82,27,2020,Concepción,SAR,SAR Tucapel
COVID 19 Confirmado (U071),0,0,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Concepción,SAR,SAR Tucapel
TOTAL CAUSAS SISTEMA CIRCULATORIO,326,9,6,10,18,12,8,7,7,7,8,17,9,6,5,6,8,8,4,7,7,11,4,7,6,6,9,10,11,8,7,10,11,8,6,6,4,11,10,7,5,2020,Concepción,SAR,SAR Tucapel
Infarto agudo miocardio,15,1,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,2020,Concepción,SAR,SAR Tucapel
Accidente vascular encefálico,23,2,0,1,1,0,0,0,0,1,0,2,0,1,0,0,0,0,1,0,3,0,1,0,0,0,2,1,1,0,2,1,1,0,1,0,0,0,0,0,1,2020,Concepción,SAR,SAR Tucapel
Crisis hipertensiva,123,1,2,6,6,3,3,4,1,1,2,5,2,1,2,3,3,4,0,4,3,5,3,4,3,4,1,7,3,1,4,3,5,3,3,2,3,3,3,6,1,2020,Concepción,SAR,SAR Tucapel
Arritmia grave,26,0,1,1,2,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,2,3,0,1,0,1,1,0,0,0,0,0,0,2020,Concepción,SAR,SAR Tucapel
Otras causas circulatorias,139,5,3,2,9,9,3,3,4,5,5,9,4,3,2,3,4,3,2,2,1,3,0,3,2,1,5,1,4,4,1,5,4,3,1,3,1,7,6,1,3,2020,Concepción,SAR,SAR Tucapel
