Urgencia,Total,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,0,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Libertador B. O'Higgins,SUR,SUR Doñihue
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,5902,68,156,159,161,131,226,136,172,106,108,111,88,47,60,50,66,85,70,73,77,126,139,133,74,122,166,178,182,180,220,174,158,155,277,278,300,222,310,340,18,2020,Libertador B. O'Higgins,SUR,SUR Doñihue
TOTAL CAUSAS SISTEMA RESPIRATORIO,152,5,14,1,2,0,0,7,6,6,5,5,8,3,0,6,1,1,2,0,8,8,10,7,4,0,2,1,10,0,1,0,4,0,1,0,6,8,6,3,1,2020,Libertador B. O'Higgins,SUR,SUR Doñihue
IRA Alta (J00-J06),89,4,9,0,2,0,0,6,6,4,5,4,7,1,0,6,1,0,0,0,2,1,4,1,0,0,1,0,10,0,1,0,1,0,0,0,5,4,2,2,0,2020,Libertador B. O'Higgins,SUR,SUR Doñihue
Influenza (J09-J11),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Libertador B. O'Higgins,SUR,SUR Doñihue
Neumonía (J12-J18),6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2020,Libertador B. O'Higgins,SUR,SUR Doñihue
Bronquitis/bronquiolitis aguda (J20-J21),15,1,5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2020,Libertador B. O'Higgins,SUR,SUR Doñihue
Crisis obstructiva bronquial (J40-J46),7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,2020,Libertador B. O'Higgins,SUR,SUR Doñihue
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",34,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,5,6,4,6,4,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,2020,Libertador B. O'Higgins,SUR,SUR Doñihue
COVID 19 Sospechoso (U072),687,-,-,-,-,-,0,0,0,0,0,0,0,3,5,0,1,1,1,6,25,33,13,14,6,25,33,53,37,59,65,43,38,29,35,41,38,24,30,29,0,2020,Libertador B. O'Higgins,SUR,SUR Doñihue
COVID 19 Confirmado (U071),0,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Libertador B. O'Higgins,SUR,SUR Doñihue
TOTAL CAUSAS SISTEMA CIRCULATORIO,72,0,3,0,2,0,0,0,1,0,1,0,0,2,0,3,4,0,2,1,5,10,6,1,4,1,0,3,0,0,2,4,3,0,9,0,0,2,3,0,0,2020,Libertador B. O'Higgins,SUR,SUR Doñihue
Infarto agudo miocardio,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2020,Libertador B. O'Higgins,SUR,SUR Doñihue
Accidente vascular encefálico,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Libertador B. O'Higgins,SUR,SUR Doñihue
Crisis hipertensiva,53,0,2,0,2,0,0,0,0,0,1,0,0,2,0,3,4,0,1,0,5,9,3,0,1,1,0,2,0,0,0,2,3,0,7,0,0,2,3,0,0,2020,Libertador B. O'Higgins,SUR,SUR Doñihue
Arritmia grave,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Libertador B. O'Higgins,SUR,SUR Doñihue
Otras causas circulatorias,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2020,Libertador B. O'Higgins,SUR,SUR Doñihue
TOTAL TRAUMATISMOS Y ENVENENAMIENTO,145,0,0,0,0,0,0,0,3,0,1,0,0,3,0,0,0,0,0,0,18,48,22,25,20,0,0,0,0,1,0,2,0,0,0,0,0,1,0,1,0,2020,Libertador B. O'Higgins,SUR,SUR Doñihue
Accidentes del tránsito,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2020,Libertador B. O'Higgins,SUR,SUR Doñihue
Otras causas externas,140,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,18,48,22,25,20,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2020,Libertador B. O'Higgins,SUR,SUR Doñihue
DIARREA AGUDA (A00-A09),15,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2020,Libertador B. O'Higgins,SUR,SUR Doñihue
TOTAL DEMÁS CAUSAS,4838,63,139,158,157,131,226,123,161,100,101,106,80,39,59,41,57,83,65,66,21,27,86,86,39,96,131,121,135,120,150,125,113,126,232,237,256,187,271,307,17,2020,Libertador B. O'Higgins,SUR,SUR Doñihue
SECCIÓN 2 TOTAL DE HOSPITALIZACIONES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Libertador B. O'Higgins,SUR,SUR Doñihue
- CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Libertador B. O'Higgins,SUR,SUR Doñihue
- CAUSAS SISTEMA RESPIRATORIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Libertador B. O'Higgins,SUR,SUR Doñihue
- SOSPECHA CORONAVIRUS (U072),0,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Libertador B. O'Higgins,SUR,SUR Doñihue
- CORONAVIRUS (U071),0,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Libertador B. O'Higgins,SUR,SUR Doñihue
- TRAUMATISMOS Y ENVENENAMIENTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Libertador B. O'Higgins,SUR,SUR Doñihue
- LAS DEMÁS CAUSAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Libertador B. O'Higgins,SUR,SUR Doñihue
CIRUGÍAS DE URGENCIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Libertador B. O'Higgins,SUR,SUR Doñihue
