Urgencia,Total,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,0,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,2020,Coquimbo,SUR,SUR Paihuano
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,1259,9,27,21,19,25,22,17,31,25,24,25,28,38,36,35,46,31,42,48,33,49,47,39,17,34,30,43,34,46,37,52,51,56,61,43,33,0,5,-,-,2020,Coquimbo,SUR,SUR Paihuano
TOTAL CAUSAS SISTEMA RESPIRATORIO,159,2,2,4,5,7,10,3,11,6,6,2,5,17,9,8,9,6,8,3,5,3,1,0,4,5,2,1,0,3,1,3,1,4,2,1,0,0,0,-,-,2020,Coquimbo,SUR,SUR Paihuano
IRA Alta (J00-J06),118,1,2,3,4,6,9,2,9,5,4,1,4,12,7,6,4,3,8,2,3,3,1,0,0,4,2,1,0,3,1,2,1,3,1,1,0,0,0,-,-,2020,Coquimbo,SUR,SUR Paihuano
Influenza (J09-J11),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,2020,Coquimbo,SUR,SUR Paihuano
Neumonía (J12-J18),19,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,2,1,0,1,2,0,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,-,-,2020,Coquimbo,SUR,SUR Paihuano
Bronquitis/bronquiolitis aguda (J20-J21),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,2020,Coquimbo,SUR,SUR Paihuano
Crisis obstructiva bronquial (J40-J46),18,0,0,0,0,1,0,1,1,1,2,1,1,4,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,2020,Coquimbo,SUR,SUR Paihuano
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,2020,Coquimbo,SUR,SUR Paihuano
COVID 19 Sospechoso (U072),168,-,-,-,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,9,9,12,28,8,12,1,5,2,12,7,5,7,10,11,10,11,0,0,-,-,2020,Coquimbo,SUR,SUR Paihuano
COVID 19 Confirmado (U071),0,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,2020,Coquimbo,SUR,SUR Paihuano
TOTAL CAUSAS SISTEMA CIRCULATORIO,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,2,3,0,3,0,1,1,0,1,0,2,0,2,4,1,3,3,0,0,0,0,-,-,2020,Coquimbo,SUR,SUR Paihuano
Infarto agudo miocardio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,2020,Coquimbo,SUR,SUR Paihuano
Accidente vascular encefálico,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-,-,2020,Coquimbo,SUR,SUR Paihuano
Crisis hipertensiva,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,2,3,0,3,0,1,1,0,1,0,2,0,2,3,1,3,3,0,0,0,0,-,-,2020,Coquimbo,SUR,SUR Paihuano
Arritmia grave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,2020,Coquimbo,SUR,SUR Paihuano
Otras causas circulatorias,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,2020,Coquimbo,SUR,SUR Paihuano
TOTAL TRAUMATISMOS Y ENVENENAMIENTO,151,0,4,3,7,3,4,2,2,3,2,4,3,4,5,8,2,5,7,5,1,5,2,3,2,2,2,5,4,6,5,8,9,8,9,4,1,0,2,-,-,2020,Coquimbo,SUR,SUR Paihuano
Accidentes del tránsito,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,2020,Coquimbo,SUR,SUR Paihuano
Otras causas externas,149,0,4,3,7,3,4,2,2,3,1,4,2,4,5,8,2,5,7,5,1,5,2,3,2,2,2,5,4,6,5,8,9,8,9,4,1,0,2,-,-,2020,Coquimbo,SUR,SUR Paihuano
DIARREA AGUDA (A00-A09),16,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,-,-,2020,Coquimbo,SUR,SUR Paihuano
TOTAL DEMÁS CAUSAS,734,7,20,14,7,13,8,12,18,16,16,19,20,16,22,18,29,19,23,28,17,29,32,7,2,15,24,32,26,25,17,32,33,30,36,28,21,0,3,-,-,2020,Coquimbo,SUR,SUR Paihuano
SECCIÓN 2 TOTAL DE HOSPITALIZACIONES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,2020,Coquimbo,SUR,SUR Paihuano
- CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,2020,Coquimbo,SUR,SUR Paihuano
- CAUSAS SISTEMA RESPIRATORIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,2020,Coquimbo,SUR,SUR Paihuano
- SOSPECHA CORONAVIRUS (U072),0,-,-,-,0,0,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,2020,Coquimbo,SUR,SUR Paihuano
- CORONAVIRUS (U071),0,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,2020,Coquimbo,SUR,SUR Paihuano
- TRAUMATISMOS Y ENVENENAMIENTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,2020,Coquimbo,SUR,SUR Paihuano
- LAS DEMÁS CAUSAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,2020,Coquimbo,SUR,SUR Paihuano
CIRUGÍAS DE URGENCIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,2020,Coquimbo,SUR,SUR Paihuano
