Urgencia,Total,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,9180,-,-,-,-,-,-,-,-,-,-,-,-,132,329,340,357,295,291,325,297,291,270,274,289,264,283,291,307,362,372,394,403,433,446,411,478,432,368,414,32,2020,Del Maule,Hospital,Hospital de Constitución
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,14536,519,506,416,517,547,453,481,500,437,438,464,423,308,319,333,356,287,277,317,281,282,266,257,270,243,251,264,294,319,341,368,376,398,419,389,454,401,343,394,28,2020,Del Maule,Hospital,Hospital de Constitución
TOTAL CAUSAS SISTEMA RESPIRATORIO,778,34,26,24,29,35,27,25,24,37,39,53,89,51,31,6,22,6,16,17,9,14,17,5,10,9,12,7,3,10,12,14,6,9,5,3,8,9,6,15,4,2020,Del Maule,Hospital,Hospital de Constitución
IRA Alta (J00-J06),501,20,17,13,14,22,21,8,17,20,24,38,71,36,23,4,17,3,10,9,3,10,8,4,6,8,9,6,1,8,9,9,2,4,2,2,5,7,4,4,3,2020,Del Maule,Hospital,Hospital de Constitución
Influenza (J09-J11),2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2020,Del Maule,Hospital,Hospital de Constitución
Neumonía (J12-J18),111,7,3,7,7,6,3,7,0,8,7,7,4,4,4,0,1,1,1,3,1,0,2,0,2,0,3,0,1,1,3,3,2,3,2,1,1,1,0,5,0,2020,Del Maule,Hospital,Hospital de Constitución
Bronquitis/bronquiolitis aguda (J20-J21),62,5,4,1,3,3,2,4,0,5,3,3,7,5,1,0,1,0,3,2,2,2,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,2020,Del Maule,Hospital,Hospital de Constitución
Crisis obstructiva bronquial (J40-J46),75,2,1,2,4,3,1,6,6,4,4,5,4,6,2,0,2,1,1,3,2,1,4,0,1,0,0,0,1,1,0,0,0,2,0,0,2,0,2,2,0,2020,Del Maule,Hospital,Hospital de Constitución
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",27,0,1,1,1,1,0,0,1,0,1,0,2,0,1,2,1,1,1,0,1,1,2,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,3,1,2020,Del Maule,Hospital,Hospital de Constitución
COVID 19 Sospechoso (U072),1377,0,-,-,-,-,0,0,0,0,0,0,0,0,31,71,58,30,38,48,32,19,20,32,24,39,52,48,32,49,55,95,91,80,96,105,90,77,31,32,2,2020,Del Maule,Hospital,Hospital de Constitución
COVID 19 Confirmado (U071),35,0,-,-,-,-,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,2,1,0,2,1,4,3,5,4,2,0,1,1,2,1,0,0,1,0,0,2020,Del Maule,Hospital,Hospital de Constitución
TOTAL CAUSAS SISTEMA CIRCULATORIO,338,13,13,17,19,16,14,16,16,13,10,5,6,10,5,5,11,7,6,14,7,6,8,7,3,4,5,3,9,3,5,7,6,9,8,5,6,10,3,7,1,2020,Del Maule,Hospital,Hospital de Constitución
Infarto agudo miocardio,15,0,0,1,0,0,0,3,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,2020,Del Maule,Hospital,Hospital de Constitución
Accidente vascular encefálico,77,4,6,9,5,4,5,0,8,3,2,2,2,2,0,0,0,3,1,1,1,0,3,2,0,0,0,1,0,1,2,3,0,1,2,1,3,0,0,0,0,2020,Del Maule,Hospital,Hospital de Constitución
Crisis hipertensiva,34,0,1,0,0,1,2,1,0,1,1,0,1,3,0,0,0,0,1,1,2,2,0,1,0,0,2,0,3,0,1,1,1,1,0,1,0,3,0,3,0,2020,Del Maule,Hospital,Hospital de Constitución
Arritmia grave,73,3,1,1,6,5,1,3,4,5,3,0,2,1,1,2,4,1,1,5,1,1,4,1,0,1,1,0,2,1,0,0,2,1,3,0,0,4,1,1,0,2020,Del Maule,Hospital,Hospital de Constitución
Otras causas circulatorias,139,6,5,6,8,6,6,9,3,4,4,2,1,4,4,3,6,2,3,6,3,3,1,3,3,3,1,2,4,1,1,3,2,5,3,3,3,2,1,3,1,2020,Del Maule,Hospital,Hospital de Constitución
TOTAL TRAUMATISMOS Y ENVENENAMIENTO,1867,86,71,70,86,95,58,71,63,53,47,82,36,39,37,38,36,41,34,41,56,47,47,34,46,28,30,33,36,31,25,26,33,42,34,33,54,47,53,48,0,2020,Del Maule,Hospital,Hospital de Constitución
Accidentes del tránsito,124,10,3,8,0,2,0,6,1,4,0,1,1,5,3,5,1,4,1,6,7,7,1,1,1,4,1,1,4,2,0,6,4,6,2,2,4,4,3,3,0,2020,Del Maule,Hospital,Hospital de Constitución
Otras causas externas,1743,76,68,62,86,93,58,65,62,49,47,81,35,34,34,33,35,37,33,35,49,40,46,33,45,24,29,32,32,29,25,20,29,36,32,31,50,43,50,45,0,2020,Del Maule,Hospital,Hospital de Constitución
DIARREA AGUDA (A00-A09),335,15,26,13,19,29,18,7,13,12,15,15,5,4,5,5,3,2,1,3,1,2,0,1,4,1,2,2,2,4,6,5,10,2,11,7,19,10,20,15,1,2020,Del Maule,Hospital,Hospital de Constitución
TOTAL DEMÁS CAUSAS,9815,371,370,292,364,372,336,362,384,322,327,309,287,204,219,208,225,199,182,194,174,192,173,178,181,161,146,168,207,218,236,221,229,255,263,235,277,248,229,277,20,2020,Del Maule,Hospital,Hospital de Constitución
SECCIÓN 2 TOTAL DE HOSPITALIZACIONES,1506,57,62,66,63,51,47,55,57,57,56,54,49,26,37,25,27,29,25,33,26,25,24,26,25,20,28,32,28,31,25,36,27,48,42,44,41,32,33,34,3,2020,Del Maule,Hospital,Hospital de Constitución
- CAUSAS SISTEMA CIRCULATORIO,140,3,8,7,11,5,6,5,6,5,7,3,4,3,3,1,4,3,2,6,4,1,3,2,0,2,1,3,2,2,1,5,1,5,5,1,4,2,1,2,1,2020,Del Maule,Hospital,Hospital de Constitución
- CAUSAS SISTEMA RESPIRATORIO,112,4,3,4,4,7,2,3,3,2,7,7,4,5,2,3,1,0,3,2,1,3,4,0,5,2,1,1,1,1,2,5,5,3,3,2,2,0,1,3,1,2020,Del Maule,Hospital,Hospital de Constitución
- SOSPECHA CORONAVIRUS (U072),7,-,-,-,-,-,-,-,-,-,-,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,1,0,0,2020,Del Maule,Hospital,Hospital de Constitución
- CORONAVIRUS (U071),13,0,-,-,-,-,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,3,2,0,0,0,0,1,1,0,0,0,0,1,0,0,2020,Del Maule,Hospital,Hospital de Constitución
- TRAUMATISMOS Y ENVENENAMIENTOS,114,5,4,5,6,5,1,6,2,1,1,2,2,3,4,1,0,2,4,4,4,2,4,1,2,1,4,3,2,3,2,3,2,2,2,4,4,2,5,4,0,2020,Del Maule,Hospital,Hospital de Constitución
- LAS DEMÁS CAUSAS,1121,45,47,50,42,34,38,41,46,49,41,42,39,15,28,19,20,24,15,21,17,19,13,23,16,15,19,23,22,23,20,23,18,37,31,37,31,28,24,25,1,2020,Del Maule,Hospital,Hospital de Constitución
CIRUGÍAS DE URGENCIA,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2020,Del Maule,Hospital,Hospital de Constitución
