Urgencia,Total,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,15038,0,0,0,0,0,0,0,0,0,0,0,0,0,100,157,110,131,173,173,202,235,369,850,739,665,711,680,787,823,805,774,831,795,878,800,781,776,580,972,141,2020,Metropolitano Norte,SAPU,Centro de Salud Familiar Esmeralda
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,19981,518,452,449,493,472,394,443,510,502,480,509,591,288,191,151,97,122,157,164,179,198,328,747,661,572,639,630,702,748,739,727,740,733,775,726,699,706,754,876,119,2020,Metropolitano Norte,SAPU,Centro de Salud Familiar Esmeralda
TOTAL CAUSAS SISTEMA RESPIRATORIO,1814,65,54,53,56,57,36,45,43,52,51,81,136,49,20,17,8,14,14,16,25,49,52,105,60,45,42,44,48,49,21,9,35,54,49,59,47,52,33,67,2,2020,Metropolitano Norte,SAPU,Centro de Salud Familiar Esmeralda
IRA Alta (J00-J06),1191,43,39,41,46,45,23,33,28,36,39,56,92,36,12,12,4,11,10,13,17,34,31,58,29,22,24,30,27,37,12,6,20,36,33,33,29,35,15,42,2,2020,Metropolitano Norte,SAPU,Centro de Salud Familiar Esmeralda
Influenza (J09-J11),4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2020,Metropolitano Norte,SAPU,Centro de Salud Familiar Esmeralda
Neumonía (J12-J18),105,3,3,2,0,3,1,1,0,3,0,5,6,4,0,1,0,0,0,0,3,7,4,17,8,6,3,7,3,2,1,0,2,0,0,3,1,3,1,2,0,2020,Metropolitano Norte,SAPU,Centro de Salud Familiar Esmeralda
Bronquitis/bronquiolitis aguda (J20-J21),241,9,8,4,5,5,8,6,3,3,6,14,23,5,1,0,1,0,3,3,4,3,8,15,15,5,5,1,11,3,2,0,4,6,12,7,11,5,6,11,0,2020,Metropolitano Norte,SAPU,Centro de Salud Familiar Esmeralda
Crisis obstructiva bronquial (J40-J46),161,7,2,2,2,2,2,3,4,5,3,3,9,4,5,2,3,2,1,0,1,2,4,10,8,9,9,6,7,5,4,1,5,7,2,6,1,4,6,3,0,2020,Metropolitano Norte,SAPU,Centro de Salud Familiar Esmeralda
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",112,3,2,3,3,2,2,2,8,5,3,2,6,0,2,2,0,1,0,0,0,3,4,5,0,3,1,0,0,2,2,2,4,5,2,10,5,4,5,9,0,2020,Metropolitano Norte,SAPU,Centro de Salud Familiar Esmeralda
COVID 19 Sospechoso (U072),747,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,4,4,25,24,22,47,79,62,70,34,36,37,31,22,7,9,32,33,36,24,30,38,31,4,2020,Metropolitano Norte,SAPU,Centro de Salud Familiar Esmeralda
COVID 19 Confirmado (U071),57,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,17,3,6,5,3,5,5,1,0,0,1,2,0,1,1,2,1,0,2020,Metropolitano Norte,SAPU,Centro de Salud Familiar Esmeralda
TOTAL CAUSAS SISTEMA CIRCULATORIO,391,6,8,4,5,7,7,1,5,6,8,7,7,4,4,3,2,5,3,5,3,0,2,10,16,14,15,10,21,31,18,15,11,17,14,25,22,18,16,14,2,2020,Metropolitano Norte,SAPU,Centro de Salud Familiar Esmeralda
Infarto agudo miocardio,9,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,2020,Metropolitano Norte,SAPU,Centro de Salud Familiar Esmeralda
Accidente vascular encefálico,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,1,1,0,2,0,1,1,0,0,4,0,0,2,0,0,2020,Metropolitano Norte,SAPU,Centro de Salud Familiar Esmeralda
Crisis hipertensiva,219,3,5,1,4,4,4,1,2,2,4,4,2,3,2,2,1,1,3,1,2,0,1,4,11,6,9,3,11,19,13,10,6,11,10,11,16,10,6,11,0,2020,Metropolitano Norte,SAPU,Centro de Salud Familiar Esmeralda
