Urgencia,Total,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,16932,-,-,-,-,-,-,-,-,-,-,-,-,455,705,711,673,714,589,539,567,601,582,602,607,609,604,597,553,644,644,650,680,645,680,693,707,634,536,629,82,2020,Atacama,Hospital,Hospital Provincial del Huasco Monseñor Fernando Ariztía Ruiz (Vallenar)
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,29254,1104,1098,1070,1192,1159,1065,1075,1171,1089,1083,1153,763,596,645,648,631,662,566,510,527,567,549,576,580,576,557,557,619,611,607,622,645,616,646,658,669,601,510,600,81,2020,Atacama,Hospital,Hospital Provincial del Huasco Monseñor Fernando Ariztía Ruiz (Vallenar)
TOTAL CAUSAS SISTEMA RESPIRATORIO,1569,82,66,79,89,68,49,50,63,74,74,101,156,102,76,59,31,36,32,23,12,23,13,20,24,23,15,12,7,13,15,14,9,9,11,9,6,6,7,9,2,2020,Atacama,Hospital,Hospital Provincial del Huasco Monseñor Fernando Ariztía Ruiz (Vallenar)
IRA Alta (J00-J06),898,56,39,44,60,38,29,36,36,39,39,65,105,66,46,38,10,19,18,10,7,8,4,9,9,10,8,4,2,4,10,9,5,4,3,4,1,0,2,1,1,2020,Atacama,Hospital,Hospital Provincial del Huasco Monseñor Fernando Ariztía Ruiz (Vallenar)
Influenza (J09-J11),102,0,2,7,1,2,1,0,3,7,7,11,9,4,4,6,9,6,4,2,0,1,1,5,4,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,2020,Atacama,Hospital,Hospital Provincial del Huasco Monseñor Fernando Ariztía Ruiz (Vallenar)
Neumonía (J12-J18),86,9,7,6,9,9,1,0,4,5,4,3,3,3,1,0,3,1,3,0,0,1,1,1,1,0,1,2,0,0,2,0,1,1,0,1,0,0,0,3,0,2020,Atacama,Hospital,Hospital Provincial del Huasco Monseñor Fernando Ariztía Ruiz (Vallenar)
Bronquitis/bronquiolitis aguda (J20-J21),108,8,6,10,7,6,2,1,4,9,7,4,7,10,5,3,1,4,1,1,1,1,1,0,3,2,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,2020,Atacama,Hospital,Hospital Provincial del Huasco Monseñor Fernando Ariztía Ruiz (Vallenar)
Crisis obstructiva bronquial (J40-J46),286,9,12,12,12,13,15,9,15,12,16,16,28,11,17,9,7,1,5,6,2,9,5,3,3,5,3,3,3,3,1,2,2,2,4,2,2,3,1,2,1,2020,Atacama,Hospital,Hospital Provincial del Huasco Monseñor Fernando Ariztía Ruiz (Vallenar)
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",89,0,0,0,0,0,1,4,1,2,1,2,4,8,3,3,1,5,1,4,2,3,1,2,4,5,2,1,2,6,2,2,1,1,4,0,2,3,3,3,0,2020,Atacama,Hospital,Hospital Provincial del Huasco Monseñor Fernando Ariztía Ruiz (Vallenar)
COVID 19 Sospechoso (U072),1112,0,-,-,-,-,0,0,0,0,0,1,17,14,11,7,12,81,31,20,22,37,40,27,41,55,45,77,58,39,23,39,29,40,61,58,79,52,39,54,3,2020,Atacama,Hospital,Hospital Provincial del Huasco Monseñor Fernando Ariztía Ruiz (Vallenar)
COVID 19 Confirmado (U071),125,0,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,7,2,3,2,7,14,9,9,4,13,9,6,6,8,4,8,9,0,2020,Atacama,Hospital,Hospital Provincial del Huasco Monseñor Fernando Ariztía Ruiz (Vallenar)
TOTAL CAUSAS SISTEMA CIRCULATORIO,878,21,17,8,10,18,16,24,24,21,21,30,17,29,32,25,31,36,23,19,21,19,29,13,15,19,19,11,32,23,31,23,32,32,30,21,27,17,14,24,4,2020,Atacama,Hospital,Hospital Provincial del Huasco Monseñor Fernando Ariztía Ruiz (Vallenar)
Infarto agudo miocardio,21,2,0,0,0,1,2,1,0,0,0,3,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,2020,Atacama,Hospital,Hospital Provincial del Huasco Monseñor Fernando Ariztía Ruiz (Vallenar)
Accidente vascular encefálico,89,1,3,3,1,2,0,2,1,2,1,3,1,0,0,2,2,4,1,1,4,0,3,0,0,3,3,3,0,2,2,2,5,5,8,7,5,0,1,4,2,2020,Atacama,Hospital,Hospital Provincial del Huasco Monseñor Fernando Ariztía Ruiz (Vallenar)
