Urgencia,Total,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,2020,Viña Del Mar Quillota,Hospital,Hospital Santo Tomás (Limache)
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,2252,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,367,614,518,686,67,2020,Viña Del Mar Quillota,Hospital,Hospital Santo Tomás (Limache)
TOTAL CAUSAS SISTEMA RESPIRATORIO,126,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,39,26,39,5,2020,Viña Del Mar Quillota,Hospital,Hospital Santo Tomás (Limache)
IRA Alta (J00-J06),63,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,17,12,22,1,2020,Viña Del Mar Quillota,Hospital,Hospital Santo Tomás (Limache)
Influenza (J09-J11),0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,2020,Viña Del Mar Quillota,Hospital,Hospital Santo Tomás (Limache)
Neumonía (J12-J18),15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,6,4,3,2,2020,Viña Del Mar Quillota,Hospital,Hospital Santo Tomás (Limache)
Bronquitis/bronquiolitis aguda (J20-J21),17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,5,5,6,1,2020,Viña Del Mar Quillota,Hospital,Hospital Santo Tomás (Limache)
Crisis obstructiva bronquial (J40-J46),20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,7,3,4,1,2020,Viña Del Mar Quillota,Hospital,Hospital Santo Tomás (Limache)
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,4,2,4,0,2020,Viña Del Mar Quillota,Hospital,Hospital Santo Tomás (Limache)
COVID 19 Sospechoso (U072),112,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33,23,28,28,0,2020,Viña Del Mar Quillota,Hospital,Hospital Santo Tomás (Limache)
COVID 19 Confirmado (U071),4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,0,0,0,2020,Viña Del Mar Quillota,Hospital,Hospital Santo Tomás (Limache)
TOTAL CAUSAS SISTEMA CIRCULATORIO,67,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,23,12,23,2,2020,Viña Del Mar Quillota,Hospital,Hospital Santo Tomás (Limache)
Infarto agudo miocardio,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,0,3,0,2020,Viña Del Mar Quillota,Hospital,Hospital Santo Tomás (Limache)
Accidente vascular encefálico,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,7,0,3,0,2020,Viña Del Mar Quillota,Hospital,Hospital Santo Tomás (Limache)
Crisis hipertensiva,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,3,5,1,2020,Viña Del Mar Quillota,Hospital,Hospital Santo Tomás (Limache)
Arritmia grave,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,4,0,1,0,2020,Viña Del Mar Quillota,Hospital,Hospital Santo Tomás (Limache)
Otras causas circulatorias,33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,8,9,11,1,2020,Viña Del Mar Quillota,Hospital,Hospital Santo Tomás (Limache)
TOTAL TRAUMATISMOS Y ENVENENAMIENTO,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,0,2020,Viña Del Mar Quillota,Hospital,Hospital Santo Tomás (Limache)
Accidentes del tránsito,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,2020,Viña Del Mar Quillota,Hospital,Hospital Santo Tomás (Limache)
Otras causas externas,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,0,2020,Viña Del Mar Quillota,Hospital,Hospital Santo Tomás (Limache)
DIARREA AGUDA (A00-A09),125,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,15,13,83,2,2020,Viña Del Mar Quillota,Hospital,Hospital Santo Tomás (Limache)
TOTAL DEMÁS CAUSAS,1817,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,296,512,439,512,58,2020,Viña Del Mar Quillota,Hospital,Hospital Santo Tomás (Limache)
