Urgencia,Total,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,1402,-,-,-,-,-,-,-,-,-,-,-,-,0,18,29,33,40,47,54,41,46,48,44,46,63,36,66,107,71,42,49,57,49,65,74,62,61,79,63,12,2020,Metropolitano Occidente,SUR,SUR Villa Alhué
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,2274,40,70,75,62,85,66,61,60,66,62,85,60,31,36,29,33,40,47,54,41,46,48,44,46,67,47,66,108,73,42,55,57,49,70,76,62,61,79,63,12,2020,Metropolitano Occidente,SUR,SUR Villa Alhué
TOTAL CAUSAS SISTEMA RESPIRATORIO,331,13,10,22,19,21,9,13,12,18,15,31,23,12,7,5,8,1,7,6,2,9,4,4,2,3,3,2,5,6,3,3,2,1,7,4,4,4,6,4,1,2020,Metropolitano Occidente,SUR,SUR Villa Alhué
IRA Alta (J00-J06),171,7,6,15,9,15,5,9,5,4,5,17,10,9,3,4,5,1,5,3,1,6,2,1,0,2,2,0,1,0,2,1,2,0,4,3,2,1,2,2,0,2020,Metropolitano Occidente,SUR,SUR Villa Alhué
Influenza (J09-J11),2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Metropolitano Occidente,SUR,SUR Villa Alhué
Neumonía (J12-J18),20,0,0,0,1,1,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,2,0,0,0,0,2,0,1,1,1,0,0,2020,Metropolitano Occidente,SUR,SUR Villa Alhué
Bronquitis/bronquiolitis aguda (J20-J21),58,2,3,3,6,2,2,1,4,8,5,5,7,0,0,0,1,0,0,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2020,Metropolitano Occidente,SUR,SUR Villa Alhué
Crisis obstructiva bronquial (J40-J46),53,3,1,4,1,3,2,3,3,4,0,2,2,1,3,0,0,0,2,0,1,2,1,0,1,0,0,2,2,0,1,2,0,1,1,1,1,0,2,1,0,2020,Metropolitano Occidente,SUR,SUR Villa Alhué
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",27,1,0,0,2,0,0,0,0,0,3,4,2,2,1,1,2,0,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,1,1,2020,Metropolitano Occidente,SUR,SUR Villa Alhué
COVID 19 Sospechoso (U072),307,-,-,-,-,-,0,0,0,0,0,0,0,0,0,1,1,10,11,9,9,7,11,8,18,24,12,26,46,19,8,7,13,7,8,13,11,11,9,6,2,2020,Metropolitano Occidente,SUR,SUR Villa Alhué
COVID 19 Confirmado (U071),51,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,6,15,3,4,3,1,2,0,1,6,0,0,0,0,2020,Metropolitano Occidente,SUR,SUR Villa Alhué
TOTAL CAUSAS SISTEMA CIRCULATORIO,62,0,0,2,1,2,3,2,2,6,2,2,1,2,2,0,0,2,0,2,0,3,1,1,0,2,2,2,2,3,1,2,1,2,1,2,3,2,1,0,0,2020,Metropolitano Occidente,SUR,SUR Villa Alhué
Infarto agudo miocardio,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2020,Metropolitano Occidente,SUR,SUR Villa Alhué
Accidente vascular encefálico,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2020,Metropolitano Occidente,SUR,SUR Villa Alhué
Crisis hipertensiva,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,1,2,0,0,0,1,1,0,0,1,0,0,0,2020,Metropolitano Occidente,SUR,SUR Villa Alhué
Arritmia grave,15,0,0,1,0,0,1,1,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,1,1,0,0,0,1,0,0,0,0,0,2020,Metropolitano Occidente,SUR,SUR Villa Alhué
Otras causas circulatorias,31,0,0,1,1,2,1,1,2,4,1,1,1,1,1,0,0,0,0,0,0,2,1,0,0,1,1,0,1,1,0,1,1,1,0,1,2,0,1,0,0,2020,Metropolitano Occidente,SUR,SUR Villa Alhué
TOTAL TRAUMATISMOS Y ENVENENAMIENTO,245,3,5,8,5,11,5,10,13,3,6,13,5,5,6,5,8,9,7,4,5,3,6,3,5,2,3,2,7,6,4,6,6,4,5,8,7,8,11,9,4,2020,Metropolitano Occidente,SUR,SUR Villa Alhué
Accidentes del tránsito,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Metropolitano Occidente,SUR,SUR Villa Alhué
Otras causas externas,245,3,5,8,5,11,5,10,13,3,6,13,5,5,6,5,8,9,7,4,5,3,6,3,5,2,3,2,7,6,4,6,6,4,5,8,7,8,11,9,4,2020,Metropolitano Occidente,SUR,SUR Villa Alhué
DIARREA AGUDA (A00-A09),18,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,4,0,1,2,0,0,0,0,0,0,1,1,2,1,0,0,0,2020,Metropolitano Occidente,SUR,SUR Villa Alhué
