Urgencia,Total,1,2,3,4,5,6,7,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,19798,3460,3036,3297,3319,2766,2354,1566,2022,Arica,Hospital,Hospital Dr. Juan Noé Crevanni (Arica)
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,17476,2960,2640,2768,2808,2434,2134,1732,2022,Arica,Hospital,Hospital Dr. Juan Noé Crevanni (Arica)
TOTAL CAUSAS SISTEMA RESPIRATORIO,3593,742,649,561,600,470,353,218,2022,Arica,Hospital,Hospital Dr. Juan Noé Crevanni (Arica)
IRA Alta (J00-J06),3089,631,562,476,542,411,296,171,2022,Arica,Hospital,Hospital Dr. Juan Noé Crevanni (Arica)
Influenza (J09-J11),0,0,0,0,0,0,0,0,2022,Arica,Hospital,Hospital Dr. Juan Noé Crevanni (Arica)
Neumonía (J12-J18),65,11,6,8,9,15,11,5,2022,Arica,Hospital,Hospital Dr. Juan Noé Crevanni (Arica)
Bronquitis/bronquiolitis aguda (J20-J21),246,66,47,52,29,21,14,17,2022,Arica,Hospital,Hospital Dr. Juan Noé Crevanni (Arica)
Crisis obstructiva bronquial (J40-J46),92,23,20,11,8,9,12,9,2022,Arica,Hospital,Hospital Dr. Juan Noé Crevanni (Arica)
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",101,11,14,14,12,14,20,16,2022,Arica,Hospital,Hospital Dr. Juan Noé Crevanni (Arica)
COVID 19 Sospechoso (U072),492,68,98,117,88,51,42,28,2022,Arica,Hospital,Hospital Dr. Juan Noé Crevanni (Arica)
COVID 19 Confirmado (U071),3551,305,377,695,785,708,448,233,2022,Arica,Hospital,Hospital Dr. Juan Noé Crevanni (Arica)
TOTAL CAUSAS SISTEMA CIRCULATORIO,374,61,48,63,55,39,53,55,2022,Arica,Hospital,Hospital Dr. Juan Noé Crevanni (Arica)
Infarto agudo miocardio,19,4,2,3,3,1,3,3,2022,Arica,Hospital,Hospital Dr. Juan Noé Crevanni (Arica)
Accidente vascular encefálico,57,5,7,13,7,4,10,11,2022,Arica,Hospital,Hospital Dr. Juan Noé Crevanni (Arica)
Crisis hipertensiva,69,6,9,13,12,10,11,8,2022,Arica,Hospital,Hospital Dr. Juan Noé Crevanni (Arica)
Arritmia grave,7,1,1,1,1,0,2,1,2022,Arica,Hospital,Hospital Dr. Juan Noé Crevanni (Arica)
Otras causas circulatorias,222,45,29,33,32,24,27,32,2022,Arica,Hospital,Hospital Dr. Juan Noé Crevanni (Arica)
TOTAL TRAUMATISMOS Y ENVENENAMIENTO,1639,287,262,207,195,237,214,237,2022,Arica,Hospital,Hospital Dr. Juan Noé Crevanni (Arica)
Accidentes del tránsito,83,11,17,6,8,9,13,19,2022,Arica,Hospital,Hospital Dr. Juan Noé Crevanni (Arica)
Lesiones autoinfligidas intencionalmente (X60-X84),4,0,0,1,0,1,1,1,2022,Arica,Hospital,Hospital Dr. Juan Noé Crevanni (Arica)
Otras causas externas,1552,276,245,200,187,227,200,217,2022,Arica,Hospital,Hospital Dr. Juan Noé Crevanni (Arica)
TOTAL CAUSAS DE TRASTORNOS MENTALES (F00-F99),253,52,31,31,53,20,32,34,2022,Arica,Hospital,Hospital Dr. Juan Noé Crevanni (Arica)
Ideación Suicida (R458),0,0,0,0,0,0,0,0,2022,Arica,Hospital,Hospital Dr. Juan Noé Crevanni (Arica)
Trastornos mentales y del comportamiento debidos al uso de sustancias psicoactivas (F10-F19),27,6,1,3,9,2,1,5,2022,Arica,Hospital,Hospital Dr. Juan Noé Crevanni (Arica)
Trastornos del Humor (Afectivos) (F30-F39),33,7,2,3,7,1,6,7,2022,Arica,Hospital,Hospital Dr. Juan Noé Crevanni (Arica)
"Trastornos neuróticos, trastornos relacionados con el estrés y trastornos somatomorfos (F40-F48) Incluído el trastorno de pánico (F410)",69,13,9,11,15,4,10,7,2022,Arica,Hospital,Hospital Dr. Juan Noé Crevanni (Arica)
Otros trastornos mentales no contenidos en las categorías anteriores,124,26,19,14,22,13,15,15,2022,Arica,Hospital,Hospital Dr. Juan Noé Crevanni (Arica)
