Urgencia,Total,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,17376,-,-,-,-,-,-,-,-,-,-,-,-,0,439,628,615,651,635,732,755,652,646,739,572,534,533,608,634,615,594,646,774,649,768,689,737,698,835,887,111,2020,Metropolitano Occidente,SAR,SAR La Estrella
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,33919,1321,1260,1298,1349,1344,1216,1154,1294,1282,1255,1350,1264,917,807,621,601,651,635,732,755,652,646,739,572,534,533,608,634,615,594,646,664,649,768,689,737,698,835,887,113,2020,Metropolitano Occidente,SAR,SAR La Estrella
TOTAL CAUSAS SISTEMA RESPIRATORIO,2797,92,82,102,115,79,105,87,107,114,132,203,425,259,140,97,75,71,73,65,43,24,14,15,10,17,12,10,10,17,9,15,11,10,20,27,27,28,23,26,6,2020,Metropolitano Occidente,SAR,SAR La Estrella
IRA Alta (J00-J06),2023,49,57,70,81,56,84,66,76,95,106,159,380,218,109,74,49,50,61,38,33,9,5,3,3,1,1,1,3,8,3,4,5,6,6,7,13,11,8,11,4,2020,Metropolitano Occidente,SAR,SAR La Estrella
Influenza (J09-J11),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Metropolitano Occidente,SAR,SAR La Estrella
Neumonía (J12-J18),115,10,3,4,5,1,4,3,5,6,3,6,2,2,5,2,2,3,0,1,1,3,4,3,0,3,1,4,3,1,3,3,2,1,3,6,2,2,2,1,0,2020,Metropolitano Occidente,SAR,SAR La Estrella
Bronquitis/bronquiolitis aguda (J20-J21),172,6,8,13,10,8,4,8,9,2,9,16,22,12,15,1,7,3,3,3,2,0,0,0,1,1,0,0,0,1,2,0,1,0,0,0,2,1,1,1,0,2020,Metropolitano Occidente,SAR,SAR La Estrella
Crisis obstructiva bronquial (J40-J46),211,9,11,10,11,10,6,4,5,5,7,7,15,4,4,5,5,7,1,2,2,1,3,4,6,8,3,5,2,4,0,6,2,1,4,9,3,5,4,10,1,2020,Metropolitano Occidente,SAR,SAR La Estrella
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",276,18,3,5,8,4,7,6,12,6,7,15,6,23,7,15,12,8,8,21,5,11,2,5,0,4,7,0,2,3,1,2,1,2,7,5,7,9,8,3,1,2020,Metropolitano Occidente,SAR,SAR La Estrella
COVID 19 Sospechoso (U072),3485,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,16,2,10,99,282,272,305,382,260,215,188,194,153,114,115,85,100,80,125,79,90,103,83,118,15,2020,Metropolitano Occidente,SAR,SAR La Estrella
COVID 19 Confirmado (U071),86,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,3,2,6,11,7,6,8,12,7,8,3,0,1,5,0,0,0,1,1,2020,Metropolitano Occidente,SAR,SAR La Estrella
TOTAL CAUSAS SISTEMA CIRCULATORIO,781,26,14,23,29,21,15,20,26,30,15,22,14,26,17,18,17,19,21,14,19,11,14,14,13,18,27,21,30,18,29,18,17,16,28,17,22,12,20,28,2,2020,Metropolitano Occidente,SAR,SAR La Estrella
Infarto agudo miocardio,25,1,0,0,0,0,0,1,0,0,0,0,3,1,0,2,2,1,2,0,0,0,1,0,0,0,2,1,1,0,2,1,0,1,1,0,2,0,0,0,0,2020,Metropolitano Occidente,SAR,SAR La Estrella
Accidente vascular encefálico,91,4,2,5,4,2,2,2,3,1,1,1,1,0,6,1,2,3,7,0,1,1,0,2,0,2,0,2,6,2,2,1,2,1,4,1,6,1,3,7,0,2020,Metropolitano Occidente,SAR,SAR La Estrella
Crisis hipertensiva,292,13,4,4,13,5,5,6,10,13,7,10,2,10,1,6,7,4,6,5,6,7,8,7,5,7,13,8,13,11,4,6,12,7,6,7,7,5,9,12,1,2020,Metropolitano Occidente,SAR,SAR La Estrella
Arritmia grave,103,3,3,5,1,3,2,3,1,3,1,2,3,4,2,2,1,3,1,2,3,0,3,3,6,4,6,6,2,1,3,3,1,1,4,2,0,2,4,4,0,2020,Metropolitano Occidente,SAR,SAR La Estrella
Otras causas circulatorias,270,5,5,9,11,11,6,8,12,13,6,9,5,11,8,7,5,8,5,7,9,3,2,2,2,5,6,4,8,4,18,7,2,6,13,7,7,4,4,5,1,2020,Metropolitano Occidente,SAR,SAR La Estrella
TOTAL TRAUMATISMOS Y ENVENENAMIENTO,4164,175,150,173,172,161,168,159,149,153,183,172,132,74,97,84,79,79,95,90,73,47,47,58,53,46,55,55,71,65,64,84,87,90,112,115,128,100,145,107,17,2020,Metropolitano Occidente,SAR,SAR La Estrella
Accidentes del tránsito,45,4,1,1,4,1,1,2,0,2,3,2,6,1,0,2,2,0,0,1,0,1,0,0,2,0,0,1,0,1,0,1,1,1,2,0,0,1,0,1,0,2020,Metropolitano Occidente,SAR,SAR La Estrella
Otras causas externas,4119,171,149,172,168,160,167,157,149,151,180,170,126,73,97,82,77,79,95,89,73,46,47,58,51,46,55,54,71,64,64,83,86,89,110,115,128,99,145,106,17,2020,Metropolitano Occidente,SAR,SAR La Estrella
DIARREA AGUDA (A00-A09),572,29,49,42,48,31,40,23,50,33,33,44,37,12,8,7,13,7,3,7,3,1,3,1,1,1,1,3,0,3,3,3,2,3,2,6,5,2,7,5,1,2020,Metropolitano Occidente,SAR,SAR La Estrella
TOTAL DEMÁS CAUSAS,22034,999,965,958,985,1052,888,865,962,952,892,909,656,546,545,415,401,473,432,457,333,295,260,267,229,226,243,319,362,386,367,433,444,450,480,440,465,453,557,602,71,2020,Metropolitano Occidente,SAR,SAR La Estrella
SECCIÓN 2 TOTAL DE HOSPITALIZACIONES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Metropolitano Occidente,SAR,SAR La Estrella
- CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Metropolitano Occidente,SAR,SAR La Estrella
- CAUSAS SISTEMA RESPIRATORIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Metropolitano Occidente,SAR,SAR La Estrella
- SOSPECHA CORONAVIRUS (U072),0,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Metropolitano Occidente,SAR,SAR La Estrella
- CORONAVIRUS (U071),0,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Metropolitano Occidente,SAR,SAR La Estrella
