Urgencia,Total,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,10662,-,-,-,-,100,582,615,651,653,608,692,449,163,166,172,190,136,225,198,193,209,242,200,209,221,210,209,236,267,280,244,269,278,299,274,269,308,261,338,46,2020,Ñuble,SAPU,SAPU-José Durán Trujillo
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,13166,538,558,505,469,534,582,615,651,653,608,692,449,163,166,172,190,136,225,198,193,209,242,198,209,221,210,209,236,267,280,244,269,278,299,274,271,308,261,338,46,2020,Ñuble,SAPU,SAPU-José Durán Trujillo
TOTAL CAUSAS SISTEMA RESPIRATORIO,2798,137,170,120,95,105,132,141,185,196,183,240,237,46,37,39,32,14,32,22,29,26,27,43,32,44,26,16,19,14,35,28,27,36,32,34,39,46,33,45,4,2020,Ñuble,SAPU,SAPU-José Durán Trujillo
IRA Alta (J00-J06),2227,102,149,104,75,97,114,108,153,161,155,210,215,37,31,29,26,12,21,15,19,18,17,27,17,30,18,7,12,9,26,13,12,21,22,23,31,31,20,39,1,2020,Ñuble,SAPU,SAPU-José Durán Trujillo
Influenza (J09-J11),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2020,Ñuble,SAPU,SAPU-José Durán Trujillo
Neumonía (J12-J18),12,0,1,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,1,2020,Ñuble,SAPU,SAPU-José Durán Trujillo
Bronquitis/bronquiolitis aguda (J20-J21),266,26,15,6,13,4,14,16,13,14,17,26,15,4,2,4,1,2,1,1,3,5,5,9,6,3,5,2,2,0,5,5,3,2,5,1,4,2,3,2,0,2020,Ñuble,SAPU,SAPU-José Durán Trujillo
Crisis obstructiva bronquial (J40-J46),179,7,5,8,5,3,2,5,9,3,6,1,6,4,2,6,5,0,7,3,6,2,4,4,6,8,1,6,4,3,3,3,4,6,2,7,3,10,6,4,0,2020,Ñuble,SAPU,SAPU-José Durán Trujillo
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",111,2,0,1,2,1,2,10,9,18,5,3,1,0,2,0,0,0,3,3,1,1,1,3,2,3,2,1,0,2,1,5,8,4,3,3,1,3,3,0,2,2020,Ñuble,SAPU,SAPU-José Durán Trujillo
COVID 19 Sospechoso (U072),254,-,-,-,-,0,0,0,0,0,0,0,0,1,0,1,0,0,1,5,2,1,3,15,19,12,7,12,13,13,20,8,24,10,13,16,10,14,14,17,3,2020,Ñuble,SAPU,SAPU-José Durán Trujillo
