Urgencia,Total,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,5165,-,-,-,-,-,-,-,-,43,0,0,0,0,147,120,128,121,129,174,153,169,183,207,182,179,213,232,215,190,240,221,265,233,243,195,267,206,213,297,-,2020,Osorno,SAPU,SAPU Dr. Marcelo Lopetegui Adams
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,11349,291,520,410,467,517,487,469,489,480,513,656,538,308,167,119,128,121,129,173,152,168,183,205,187,186,210,223,211,247,238,218,263,232,236,194,266,245,212,291,-,2020,Osorno,SAPU,SAPU Dr. Marcelo Lopetegui Adams
TOTAL CAUSAS SISTEMA RESPIRATORIO,2431,90,152,102,102,134,111,118,122,95,143,281,326,164,59,34,29,30,25,32,8,20,20,26,20,18,11,21,11,12,9,16,21,8,15,13,10,13,5,5,-,2020,Osorno,SAPU,SAPU Dr. Marcelo Lopetegui Adams
IRA Alta (J00-J06),1767,65,102,79,83,91,84,85,95,69,103,207,264,127,46,21,21,21,14,22,1,14,13,8,15,13,6,8,7,8,6,12,11,7,13,7,6,9,2,2,-,2020,Osorno,SAPU,SAPU Dr. Marcelo Lopetegui Adams
Influenza (J09-J11),49,1,2,0,0,0,1,1,0,1,6,11,19,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-,2020,Osorno,SAPU,SAPU Dr. Marcelo Lopetegui Adams
Neumonía (J12-J18),40,3,5,2,1,5,2,3,3,3,4,3,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-,2020,Osorno,SAPU,SAPU Dr. Marcelo Lopetegui Adams
Bronquitis/bronquiolitis aguda (J20-J21),312,14,27,17,11,26,15,20,17,13,19,36,32,22,7,8,4,3,5,2,1,1,2,1,0,0,3,0,1,2,1,0,1,0,0,1,0,0,0,0,-,2020,Osorno,SAPU,SAPU Dr. Marcelo Lopetegui Adams
Crisis obstructiva bronquial (J40-J46),157,4,9,1,5,6,5,3,3,6,6,21,7,7,3,3,3,6,5,6,5,1,4,3,3,3,1,2,3,2,0,2,6,0,0,4,4,3,1,1,-,2020,Osorno,SAPU,SAPU Dr. Marcelo Lopetegui Adams
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",106,3,7,3,2,6,4,6,4,3,5,3,4,2,1,1,1,0,0,2,1,4,1,13,2,2,1,11,0,0,2,2,2,1,2,1,0,1,2,1,-,2020,Osorno,SAPU,SAPU Dr. Marcelo Lopetegui Adams
COVID 19 Sospechoso (U072),1286,-,-,0,-,0,0,0,0,0,0,0,6,23,26,17,11,14,23,13,34,35,41,47,50,36,59,54,48,78,81,48,64,75,61,58,67,53,61,103,-,2020,Osorno,SAPU,SAPU Dr. Marcelo Lopetegui Adams
