Urgencia,Total,1,2,3,4,5,6,7,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,4461,676,664,691,727,702,659,342,2022,Viña Del Mar Quillota,Hospital,Hospital Dr. Mario Sánchez Vergara (La Calera)
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,3448,565,561,545,523,519,474,261,2022,Viña Del Mar Quillota,Hospital,Hospital Dr. Mario Sánchez Vergara (La Calera)
TOTAL CAUSAS SISTEMA RESPIRATORIO,137,17,20,17,19,36,15,13,2022,Viña Del Mar Quillota,Hospital,Hospital Dr. Mario Sánchez Vergara (La Calera)
IRA Alta (J00-J06),78,6,9,10,10,26,11,6,2022,Viña Del Mar Quillota,Hospital,Hospital Dr. Mario Sánchez Vergara (La Calera)
Influenza (J09-J11),0,0,0,0,0,0,0,0,2022,Viña Del Mar Quillota,Hospital,Hospital Dr. Mario Sánchez Vergara (La Calera)
Neumonía (J12-J18),16,4,4,2,2,1,1,2,2022,Viña Del Mar Quillota,Hospital,Hospital Dr. Mario Sánchez Vergara (La Calera)
Bronquitis/bronquiolitis aguda (J20-J21),6,2,1,0,1,2,0,0,2022,Viña Del Mar Quillota,Hospital,Hospital Dr. Mario Sánchez Vergara (La Calera)
Crisis obstructiva bronquial (J40-J46),18,3,3,3,3,4,1,1,2022,Viña Del Mar Quillota,Hospital,Hospital Dr. Mario Sánchez Vergara (La Calera)
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",19,2,3,2,3,3,2,4,2022,Viña Del Mar Quillota,Hospital,Hospital Dr. Mario Sánchez Vergara (La Calera)
COVID 19 Sospechoso (U072),455,32,36,104,71,94,84,34,2022,Viña Del Mar Quillota,Hospital,Hospital Dr. Mario Sánchez Vergara (La Calera)
COVID 19 Confirmado (U071),13,0,0,4,1,3,3,2,2022,Viña Del Mar Quillota,Hospital,Hospital Dr. Mario Sánchez Vergara (La Calera)
TOTAL CAUSAS SISTEMA CIRCULATORIO,94,26,15,12,12,9,15,5,2022,Viña Del Mar Quillota,Hospital,Hospital Dr. Mario Sánchez Vergara (La Calera)
Infarto agudo miocardio,9,4,1,0,2,0,1,1,2022,Viña Del Mar Quillota,Hospital,Hospital Dr. Mario Sánchez Vergara (La Calera)
Accidente vascular encefálico,22,7,5,3,3,1,3,0,2022,Viña Del Mar Quillota,Hospital,Hospital Dr. Mario Sánchez Vergara (La Calera)
Crisis hipertensiva,12,2,2,2,0,4,2,0,2022,Viña Del Mar Quillota,Hospital,Hospital Dr. Mario Sánchez Vergara (La Calera)
Arritmia grave,14,3,3,1,0,1,4,2,2022,Viña Del Mar Quillota,Hospital,Hospital Dr. Mario Sánchez Vergara (La Calera)
Otras causas circulatorias,37,10,4,6,7,3,5,2,2022,Viña Del Mar Quillota,Hospital,Hospital Dr. Mario Sánchez Vergara (La Calera)
TOTAL TRAUMATISMOS Y ENVENENAMIENTO,10,1,0,4,3,2,0,0,2022,Viña Del Mar Quillota,Hospital,Hospital Dr. Mario Sánchez Vergara (La Calera)
Accidentes del tránsito,0,0,0,0,0,0,0,0,2022,Viña Del Mar Quillota,Hospital,Hospital Dr. Mario Sánchez Vergara (La Calera)
Lesiones autoinfligidas intencionalmente (X60-X84),3,1,0,0,1,1,0,0,2022,Viña Del Mar Quillota,Hospital,Hospital Dr. Mario Sánchez Vergara (La Calera)
Otras causas externas,7,0,0,4,2,1,0,0,2022,Viña Del Mar Quillota,Hospital,Hospital Dr. Mario Sánchez Vergara (La Calera)
TOTAL CAUSAS DE TRASTORNOS MENTALES (F00-F99),64,12,15,9,12,8,3,5,2022,Viña Del Mar Quillota,Hospital,Hospital Dr. Mario Sánchez Vergara (La Calera)
Ideación Suicida (R458),0,0,0,0,0,0,0,0,2022,Viña Del Mar Quillota,Hospital,Hospital Dr. Mario Sánchez Vergara (La Calera)
Trastornos mentales y del comportamiento debidos al uso de sustancias psicoactivas (F10-F19),9,1,2,2,1,2,0,1,2022,Viña Del Mar Quillota,Hospital,Hospital Dr. Mario Sánchez Vergara (La Calera)
Trastornos del Humor (Afectivos) (F30-F39),9,2,0,1,4,1,0,1,2022,Viña Del Mar Quillota,Hospital,Hospital Dr. Mario Sánchez Vergara (La Calera)
"Trastornos neuróticos, trastornos relacionados con el estrés y trastornos somatomorfos (F40-F48) Incluído el trastorno de pánico (F410)",34,7,10,4,5,3,3,2,2022,Viña Del Mar Quillota,Hospital,Hospital Dr. Mario Sánchez Vergara (La Calera)
Otros trastornos mentales no contenidos en las categorías anteriores,12,2,3,2,2,2,0,1,2022,Viña Del Mar Quillota,Hospital,Hospital Dr. Mario Sánchez Vergara (La Calera)
DIARREA AGUDA (A00-A09),52,7,14,4,9,11,4,3,2022,Viña Del Mar Quillota,Hospital,Hospital Dr. Mario Sánchez Vergara (La Calera)
TOTAL DEMÁS CAUSAS,2623,470,461,391,396,356,350,199,2022,Viña Del Mar Quillota,Hospital,Hospital Dr. Mario Sánchez Vergara (La Calera)
SECCIÓN 2 TOTAL DE HOSPITALIZACIONES,166,25,30,20,28,24,22,17,2022,Viña Del Mar Quillota,Hospital,Hospital Dr. Mario Sánchez Vergara (La Calera)
- CAUSAS SISTEMA RESPIRATORIO,19,2,4,1,3,3,3,3,2022,Viña Del Mar Quillota,Hospital,Hospital Dr. Mario Sánchez Vergara (La Calera)
- COVID 19 SOSPECHOSO (U072),15,2,1,1,1,3,4,3,2022,Viña Del Mar Quillota,Hospital,Hospital Dr. Mario Sánchez Vergara (La Calera)
- COVID 19 CONFIRMADO (U071),7,0,0,2,1,1,2,1,2022,Viña Del Mar Quillota,Hospital,Hospital Dr. Mario Sánchez Vergara (La Calera)
- CAUSAS SISTEMA CIRCULATORIO,19,5,3,4,3,0,4,0,2022,Viña Del Mar Quillota,Hospital,Hospital Dr. Mario Sánchez Vergara (La Calera)
- TRAUMATISMOS Y ENVENENAMIENTOS,8,3,4,1,0,0,0,0,2022,Viña Del Mar Quillota,Hospital,Hospital Dr. Mario Sánchez Vergara (La Calera)
- CAUSAS POR TRASTORNOS MENTALES (F00-F99),0,0,0,0,0,0,0,0,2022,Viña Del Mar Quillota,Hospital,Hospital Dr. Mario Sánchez Vergara (La Calera)
- LAS DEMÁS CAUSAS,98,13,18,11,20,17,9,10,2022,Viña Del Mar Quillota,Hospital,Hospital Dr. Mario Sánchez Vergara (La Calera)
CIRUGÍAS DE URGENCIA,0,0,0,0,0,0,0,0,2022,Viña Del Mar Quillota,Hospital,Hospital Dr. Mario Sánchez Vergara (La Calera)
