Urgencia,Total,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,0,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,2020,Metropolitano Suroriente,Hospital,Hospital San José de Maipo
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,10043,376,323,233,371,352,314,247,315,44,327,316,310,235,252,242,203,181,228,291,283,290,319,297,286,261,178,213,229,214,210,189,189,216,206,216,243,283,283,278,-,2020,Metropolitano Suroriente,Hospital,Hospital San José de Maipo
TOTAL CAUSAS SISTEMA RESPIRATORIO,1126,42,30,24,36,19,31,25,29,3,31,55,81,73,42,38,27,27,22,81,105,55,55,26,14,23,2,11,5,8,8,9,7,5,9,13,15,14,14,12,-,2020,Metropolitano Suroriente,Hospital,Hospital San José de Maipo
IRA Alta (J00-J06),638,25,22,15,25,15,19,21,15,2,19,32,49,57,35,23,17,12,16,33,53,50,11,10,4,6,0,5,2,6,0,3,1,1,5,4,6,7,7,5,-,2020,Metropolitano Suroriente,Hospital,Hospital San José de Maipo
Influenza (J09-J11),8,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-,2020,Metropolitano Suroriente,Hospital,Hospital San José de Maipo
Neumonía (J12-J18),98,9,3,2,1,1,3,1,0,0,4,1,2,1,0,7,1,4,2,0,1,2,8,10,7,10,1,4,2,0,3,1,3,0,0,2,1,1,0,0,-,2020,Metropolitano Suroriente,Hospital,Hospital San José de Maipo
Bronquitis/bronquiolitis aguda (J20-J21),76,4,2,1,1,0,0,2,10,0,1,7,16,2,0,1,3,2,1,1,2,0,1,0,1,1,0,0,0,0,2,1,2,0,2,1,4,3,2,0,-,2020,Metropolitano Suroriente,Hospital,Hospital San José de Maipo
Crisis obstructiva bronquial (J40-J46),89,2,3,5,3,1,3,1,4,0,5,7,3,3,2,5,0,3,2,4,0,1,0,3,1,1,0,2,1,0,2,3,1,1,1,2,4,3,3,4,-,2020,Metropolitano Suroriente,Hospital,Hospital San José de Maipo
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",217,2,0,1,6,2,6,0,0,1,2,8,10,9,5,2,6,5,1,39,49,2,35,3,1,5,1,0,0,2,1,1,0,3,1,3,0,0,2,3,-,2020,Metropolitano Suroriente,Hospital,Hospital San José de Maipo
COVID 19 Sospechoso (U072),744,-,-,-,-,-,0,0,0,0,0,0,12,6,0,1,3,1,10,5,10,24,67,92,59,31,38,25,44,33,17,34,19,22,28,22,30,49,32,30,-,2020,Metropolitano Suroriente,Hospital,Hospital San José de Maipo
COVID 19 Confirmado (U071),199,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,9,24,30,18,21,12,15,8,11,9,2,11,2,4,1,3,4,10,-,2020,Metropolitano Suroriente,Hospital,Hospital San José de Maipo
TOTAL CAUSAS SISTEMA CIRCULATORIO,206,7,4,5,3,7,7,2,3,0,10,3,2,7,9,9,7,5,7,3,2,8,6,3,3,11,6,3,2,3,8,4,7,8,4,3,4,9,8,4,-,2020,Metropolitano Suroriente,Hospital,Hospital San José de Maipo
Infarto agudo miocardio,13,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,3,1,1,1,0,0,1,0,0,0,0,0,0,1,0,-,2020,Metropolitano Suroriente,Hospital,Hospital San José de Maipo
Accidente vascular encefálico,12,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,2,0,0,1,0,0,0,-,2020,Metropolitano Suroriente,Hospital,Hospital San José de Maipo
Crisis hipertensiva,60,3,1,0,2,2,1,0,1,0,2,1,0,1,3,2,3,1,2,0,0,2,1,2,2,5,2,1,0,0,3,1,0,3,1,1,0,3,6,2,-,2020,Metropolitano Suroriente,Hospital,Hospital San José de Maipo
Arritmia grave,19,3,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,2,0,0,-,2020,Metropolitano Suroriente,Hospital,Hospital San José de Maipo
Otras causas circulatorias,102,1,3,4,1,2,4,1,1,0,6,1,2,6,6,5,2,3,4,2,2,5,5,1,0,2,3,1,0,3,4,2,5,2,3,1,2,4,1,2,-,2020,Metropolitano Suroriente,Hospital,Hospital San José de Maipo
TOTAL TRAUMATISMOS Y ENVENENAMIENTO,1711,81,67,65,78,89,71,64,65,6,87,65,68,25,40,41,41,28,45,36,26,27,34,18,30,30,19,22,30,24,27,28,29,41,33,47,45,36,49,54,-,2020,Metropolitano Suroriente,Hospital,Hospital San José de Maipo
Accidentes del tránsito,51,3,4,4,5,6,0,0,0,0,1,1,5,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,8,0,0,3,5,-,2020,Metropolitano Suroriente,Hospital,Hospital San José de Maipo
