Urgencia,Total,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,7206,-,-,-,-,-,-,-,-,-,-,-,-,97,180,237,208,253,268,309,343,352,324,273,216,212,200,175,203,251,254,242,303,304,280,279,328,306,335,402,72,2020,Metropolitano Central,SAPU,Consultorio Los Nogales
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,14205,641,652,610,557,608,592,534,586,561,675,734,358,134,174,232,204,246,258,302,341,337,314,265,211,207,200,172,198,251,253,238,297,298,278,274,323,294,330,396,70,2020,Metropolitano Central,SAPU,Consultorio Los Nogales
TOTAL CAUSAS SISTEMA RESPIRATORIO,2821,147,155,144,123,127,126,155,125,142,198,264,179,45,46,54,40,25,29,68,49,46,28,25,13,18,12,27,11,21,20,32,37,33,31,30,49,46,35,57,9,2020,Metropolitano Central,SAPU,Consultorio Los Nogales
IRA Alta (J00-J06),2204,115,134,124,101,101,106,129,103,114,166,181,158,28,34,43,20,20,23,53,45,34,19,19,5,8,8,21,8,15,12,21,23,26,19,25,38,32,28,36,9,2020,Metropolitano Central,SAPU,Consultorio Los Nogales
Influenza (J09-J11),30,0,0,0,0,0,0,0,1,2,0,17,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,2020,Metropolitano Central,SAPU,Consultorio Los Nogales
Neumonía (J12-J18),55,3,3,1,3,2,0,1,1,1,2,5,0,2,0,0,3,0,1,3,1,2,2,2,4,3,0,1,1,3,0,0,0,1,1,0,1,2,0,0,0,2020,Metropolitano Central,SAPU,Consultorio Los Nogales
Bronquitis/bronquiolitis aguda (J20-J21),301,10,12,13,12,11,14,15,12,14,18,47,18,10,6,5,5,2,1,6,1,5,3,0,2,1,4,1,1,1,4,8,8,3,1,4,4,7,4,8,0,2020,Metropolitano Central,SAPU,Consultorio Los Nogales
Crisis obstructiva bronquial (J40-J46),152,13,5,6,5,11,5,7,2,8,11,11,2,5,4,3,4,3,3,4,1,2,4,2,2,4,0,3,0,0,2,2,3,2,2,1,2,2,1,5,0,2020,Metropolitano Central,SAPU,Consultorio Los Nogales
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",79,6,1,0,2,2,1,3,6,3,1,3,0,0,2,3,4,0,1,2,1,3,0,2,0,2,0,1,0,2,2,1,3,1,7,0,4,3,2,5,0,2020,Metropolitano Central,SAPU,Consultorio Los Nogales
COVID 19 Sospechoso (U072),1105,-,-,-,-,-,0,0,0,0,0,0,9,1,0,3,2,16,40,38,107,100,132,102,91,68,39,31,38,29,28,28,28,27,23,33,29,24,17,20,2,2020,Metropolitano Central,SAPU,Consultorio Los Nogales
COVID 19 Confirmado (U071),72,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,8,4,10,3,14,5,4,6,5,0,0,2,1,1,2,1,1,0,0,0,2020,Metropolitano Central,SAPU,Consultorio Los Nogales
