Urgencia,Total,1,2,3,4,5,6,7,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,3902,575,735,618,641,596,471,266,2022,Antofagasta,Hospital,Hospital Dr. Marcos Macuada (Tocopilla)
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,3507,517,640,572,548,550,428,252,2022,Antofagasta,Hospital,Hospital Dr. Marcos Macuada (Tocopilla)
TOTAL CAUSAS SISTEMA RESPIRATORIO,599,104,172,39,76,105,61,42,2022,Antofagasta,Hospital,Hospital Dr. Marcos Macuada (Tocopilla)
IRA Alta (J00-J06),193,44,46,20,43,24,12,4,2022,Antofagasta,Hospital,Hospital Dr. Marcos Macuada (Tocopilla)
Influenza (J09-J11),0,0,0,0,0,0,0,0,2022,Antofagasta,Hospital,Hospital Dr. Marcos Macuada (Tocopilla)
Neumonía (J12-J18),20,2,6,2,2,5,2,1,2022,Antofagasta,Hospital,Hospital Dr. Marcos Macuada (Tocopilla)
Bronquitis/bronquiolitis aguda (J20-J21),11,4,4,0,1,2,0,0,2022,Antofagasta,Hospital,Hospital Dr. Marcos Macuada (Tocopilla)
Crisis obstructiva bronquial (J40-J46),15,1,2,6,2,2,1,1,2022,Antofagasta,Hospital,Hospital Dr. Marcos Macuada (Tocopilla)
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",360,53,114,11,28,72,46,36,2022,Antofagasta,Hospital,Hospital Dr. Marcos Macuada (Tocopilla)
COVID 19 Sospechoso (U072),388,27,53,239,43,11,6,9,2022,Antofagasta,Hospital,Hospital Dr. Marcos Macuada (Tocopilla)
COVID 19 Confirmado (U071),522,55,126,7,112,128,64,30,2022,Antofagasta,Hospital,Hospital Dr. Marcos Macuada (Tocopilla)
TOTAL CAUSAS SISTEMA CIRCULATORIO,74,16,11,12,8,9,13,5,2022,Antofagasta,Hospital,Hospital Dr. Marcos Macuada (Tocopilla)
Infarto agudo miocardio,3,1,1,0,0,1,0,0,2022,Antofagasta,Hospital,Hospital Dr. Marcos Macuada (Tocopilla)
Accidente vascular encefálico,0,0,0,0,0,0,0,0,2022,Antofagasta,Hospital,Hospital Dr. Marcos Macuada (Tocopilla)
Crisis hipertensiva,49,13,6,7,8,6,9,0,2022,Antofagasta,Hospital,Hospital Dr. Marcos Macuada (Tocopilla)
Arritmia grave,10,0,2,1,0,0,2,5,2022,Antofagasta,Hospital,Hospital Dr. Marcos Macuada (Tocopilla)
Otras causas circulatorias,12,2,2,4,0,2,2,0,2022,Antofagasta,Hospital,Hospital Dr. Marcos Macuada (Tocopilla)
TOTAL TRAUMATISMOS Y ENVENENAMIENTO,345,37,46,65,55,73,58,11,2022,Antofagasta,Hospital,Hospital Dr. Marcos Macuada (Tocopilla)
Accidentes del tránsito,24,3,4,0,0,4,13,0,2022,Antofagasta,Hospital,Hospital Dr. Marcos Macuada (Tocopilla)
Lesiones autoinfligidas intencionalmente (X60-X84),0,0,0,0,0,0,0,0,2022,Antofagasta,Hospital,Hospital Dr. Marcos Macuada (Tocopilla)
Otras causas externas,321,34,42,65,55,69,45,11,2022,Antofagasta,Hospital,Hospital Dr. Marcos Macuada (Tocopilla)
TOTAL CAUSAS DE TRASTORNOS MENTALES (F00-F99),52,6,4,5,13,9,11,4,2022,Antofagasta,Hospital,Hospital Dr. Marcos Macuada (Tocopilla)
Ideación Suicida (R458),5,0,2,1,0,0,2,0,2022,Antofagasta,Hospital,Hospital Dr. Marcos Macuada (Tocopilla)
Trastornos mentales y del comportamiento debidos al uso de sustancias psicoactivas (F10-F19),1,0,0,0,1,0,0,0,2022,Antofagasta,Hospital,Hospital Dr. Marcos Macuada (Tocopilla)
Trastornos del Humor (Afectivos) (F30-F39),0,0,0,0,0,0,0,0,2022,Antofagasta,Hospital,Hospital Dr. Marcos Macuada (Tocopilla)
"Trastornos neuróticos, trastornos relacionados con el estrés y trastornos somatomorfos (F40-F48) Incluído el trastorno de pánico (F410)",45,6,2,4,11,9,9,4,2022,Antofagasta,Hospital,Hospital Dr. Marcos Macuada (Tocopilla)
Otros trastornos mentales no contenidos en las categorías anteriores,1,0,0,0,1,0,0,0,2022,Antofagasta,Hospital,Hospital Dr. Marcos Macuada (Tocopilla)
DIARREA AGUDA (A00-A09),238,50,43,28,36,31,18,32,2022,Antofagasta,Hospital,Hospital Dr. Marcos Macuada (Tocopilla)
TOTAL DEMÁS CAUSAS,1289,222,185,177,205,184,197,119,2022,Antofagasta,Hospital,Hospital Dr. Marcos Macuada (Tocopilla)
SECCIÓN 2 TOTAL DE HOSPITALIZACIONES,79,25,16,7,7,14,6,4,2022,Antofagasta,Hospital,Hospital Dr. Marcos Macuada (Tocopilla)
- CAUSAS SISTEMA RESPIRATORIO,9,3,3,0,1,2,0,0,2022,Antofagasta,Hospital,Hospital Dr. Marcos Macuada (Tocopilla)
- COVID 19 SOSPECHOSO (U072),3,2,0,0,0,0,1,0,2022,Antofagasta,Hospital,Hospital Dr. Marcos Macuada (Tocopilla)
- COVID 19 CONFIRMADO (U071),9,1,0,1,1,4,1,1,2022,Antofagasta,Hospital,Hospital Dr. Marcos Macuada (Tocopilla)
- CAUSAS SISTEMA CIRCULATORIO,5,1,1,2,0,1,0,0,2022,Antofagasta,Hospital,Hospital Dr. Marcos Macuada (Tocopilla)
- TRAUMATISMOS Y ENVENENAMIENTOS,5,4,1,0,0,0,0,0,2022,Antofagasta,Hospital,Hospital Dr. Marcos Macuada (Tocopilla)
- CAUSAS POR TRASTORNOS MENTALES (F00-F99),6,0,2,1,1,0,2,0,2022,Antofagasta,Hospital,Hospital Dr. Marcos Macuada (Tocopilla)
- LAS DEMÁS CAUSAS,42,14,9,3,4,7,2,3,2022,Antofagasta,Hospital,Hospital Dr. Marcos Macuada (Tocopilla)
CIRUGÍAS DE URGENCIA,36,3,6,6,7,4,4,6,2022,Antofagasta,Hospital,Hospital Dr. Marcos Macuada (Tocopilla)
