Urgencia,Total,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,0,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Arauco,SUR,SUR Isabel Jiménez
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,4366,59,122,110,98,90,98,99,107,100,120,73,89,59,79,57,66,90,101,109,130,116,142,138,123,121,96,93,109,111,120,124,140,165,123,166,147,165,144,157,10,2020,Arauco,SUR,SUR Isabel Jiménez
TOTAL CAUSAS SISTEMA RESPIRATORIO,465,17,15,15,15,10,17,18,15,19,25,16,31,21,19,14,8,16,5,12,13,8,10,12,9,7,5,4,4,6,3,15,7,11,4,8,11,5,4,11,0,2020,Arauco,SUR,SUR Isabel Jiménez
IRA Alta (J00-J06),278,7,5,10,8,6,8,14,10,12,20,9,24,15,13,6,3,8,2,11,9,5,3,4,5,5,5,3,1,6,1,11,2,8,1,5,4,2,1,6,0,2020,Arauco,SUR,SUR Isabel Jiménez
Influenza (J09-J11),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2020,Arauco,SUR,SUR Isabel Jiménez
Neumonía (J12-J18),62,2,4,1,2,1,8,1,0,3,4,3,1,2,4,1,1,3,2,1,2,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,2,2,0,2020,Arauco,SUR,SUR Isabel Jiménez
Bronquitis/bronquiolitis aguda (J20-J21),44,5,4,1,2,2,0,2,1,2,0,4,3,4,2,2,0,3,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2020,Arauco,SUR,SUR Isabel Jiménez
Crisis obstructiva bronquial (J40-J46),47,2,2,2,2,0,1,1,2,2,0,0,3,0,0,3,3,1,0,0,1,0,1,4,1,1,0,1,0,0,1,1,2,1,3,1,2,0,1,2,0,2020,Arauco,SUR,SUR Isabel Jiménez
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",31,1,0,1,1,1,0,0,2,0,1,0,0,0,0,2,1,1,0,0,1,1,1,3,1,1,0,0,2,0,1,1,3,0,0,2,1,1,0,1,0,2020,Arauco,SUR,SUR Isabel Jiménez
COVID 19 Sospechoso (U072),171,-,-,-,-,-,0,0,0,0,0,0,2,0,0,0,2,1,3,2,4,7,6,4,7,2,8,5,10,5,7,5,6,9,12,9,13,3,19,15,5,2020,Arauco,SUR,SUR Isabel Jiménez
COVID 19 Confirmado (U071),1,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2020,Arauco,SUR,SUR Isabel Jiménez
TOTAL CAUSAS SISTEMA CIRCULATORIO,160,1,1,2,3,3,2,1,2,1,6,1,5,0,0,3,0,2,24,5,1,5,6,5,5,7,1,1,7,1,3,1,9,2,7,4,6,12,5,9,1,2020,Arauco,SUR,SUR Isabel Jiménez
Infarto agudo miocardio,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2020,Arauco,SUR,SUR Isabel Jiménez
Accidente vascular encefálico,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,2020,Arauco,SUR,SUR Isabel Jiménez
Crisis hipertensiva,63,1,1,1,1,2,1,1,0,0,3,0,1,0,0,3,0,2,3,2,0,3,4,1,3,4,1,0,3,1,1,0,3,2,4,2,3,4,1,1,0,2020,Arauco,SUR,SUR Isabel Jiménez
Arritmia grave,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,2020,Arauco,SUR,SUR Isabel Jiménez
Otras causas circulatorias,76,0,0,1,2,0,1,0,2,1,3,1,1,0,0,0,0,0,18,2,1,2,2,4,2,2,0,1,2,0,1,0,4,0,2,2,2,7,4,6,0,2020,Arauco,SUR,SUR Isabel Jiménez
TOTAL TRAUMATISMOS Y ENVENENAMIENTO,565,10,18,13,13,15,15,19,23,18,17,10,11,4,12,5,8,14,15,10,20,20,14,14,17,15,17,7,8,13,11,14,20,18,12,15,22,28,13,17,0,2020,Arauco,SUR,SUR Isabel Jiménez
Accidentes del tránsito,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2020,Arauco,SUR,SUR Isabel Jiménez
Otras causas externas,562,10,18,13,13,15,15,19,23,18,17,10,10,4,12,5,8,14,15,10,20,19,14,14,17,15,17,7,8,13,11,14,20,18,12,15,22,27,13,17,0,2020,Arauco,SUR,SUR Isabel Jiménez
DIARREA AGUDA (A00-A09),88,0,7,1,0,3,7,4,1,2,16,2,1,0,1,0,11,0,1,1,2,0,3,2,0,0,1,1,1,0,3,3,1,0,1,2,5,0,3,1,1,2020,Arauco,SUR,SUR Isabel Jiménez
TOTAL DEMÁS CAUSAS,2918,31,81,79,67,59,57,57,66,60,56,44,41,34,47,35,37,57,53,79,90,76,103,101,85,90,64,75,79,86,93,86,96,125,87,128,90,117,100,104,3,2020,Arauco,SUR,SUR Isabel Jiménez
SECCIÓN 2 TOTAL DE HOSPITALIZACIONES,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Arauco,SUR,SUR Isabel Jiménez
- CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Arauco,SUR,SUR Isabel Jiménez
- CAUSAS SISTEMA RESPIRATORIO,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Arauco,SUR,SUR Isabel Jiménez
- SOSPECHA CORONAVIRUS (U072),0,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Arauco,SUR,SUR Isabel Jiménez
- CORONAVIRUS (U071),0,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Arauco,SUR,SUR Isabel Jiménez
- TRAUMATISMOS Y ENVENENAMIENTOS,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Arauco,SUR,SUR Isabel Jiménez
- LAS DEMÁS CAUSAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Arauco,SUR,SUR Isabel Jiménez
CIRUGÍAS DE URGENCIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Arauco,SUR,SUR Isabel Jiménez
