Urgencia,Total,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,24252,-,-,-,-,-,-,-,-,-,-,-,-,0,620,668,1056,1142,1049,863,847,878,865,885,979,922,911,960,934,877,955,965,1030,938,924,926,936,926,958,1111,127,2020,Antofagasta,Hospital,Hospital Dr. Leonardo Guzmán (Antofagasta)
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,45542,1806,1982,1765,1852,1840,1939,1812,1977,1832,1856,2065,1845,1184,1307,1008,1367,1472,1392,637,604,680,667,705,743,705,691,698,740,685,729,774,811,741,718,731,714,745,766,858,99,2020,Antofagasta,Hospital,Hospital Dr. Leonardo Guzmán (Antofagasta)
TOTAL CAUSAS SISTEMA RESPIRATORIO,879,40,36,27,37,15,26,35,23,20,38,63,86,50,21,31,14,14,10,20,5,12,9,11,14,15,15,14,12,7,11,9,14,12,12,14,18,20,19,25,5,2020,Antofagasta,Hospital,Hospital Dr. Leonardo Guzmán (Antofagasta)
IRA Alta (J00-J06),600,32,27,20,24,14,21,27,19,12,32,49,71,40,19,25,10,9,5,15,1,4,3,6,10,12,11,5,4,4,6,5,8,6,6,8,7,8,4,7,4,2020,Antofagasta,Hospital,Hospital Dr. Leonardo Guzmán (Antofagasta)
Influenza (J09-J11),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Antofagasta,Hospital,Hospital Dr. Leonardo Guzmán (Antofagasta)
Neumonía (J12-J18),71,2,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,5,5,3,0,0,3,3,5,2,2,1,3,3,4,1,5,2,8,5,1,2020,Antofagasta,Hospital,Hospital Dr. Leonardo Guzmán (Antofagasta)
Bronquitis/bronquiolitis aguda (J20-J21),102,6,5,5,10,1,4,4,3,5,5,9,10,7,1,2,2,4,1,1,2,1,0,1,2,0,0,1,1,0,1,0,0,0,0,0,1,4,1,2,0,2020,Antofagasta,Hospital,Hospital Dr. Leonardo Guzmán (Antofagasta)
Crisis obstructiva bronquial (J40-J46),61,0,3,1,2,0,0,3,1,2,1,4,5,3,1,3,2,1,2,2,1,1,1,1,2,1,1,3,1,0,0,0,0,1,0,2,1,3,3,3,0,2020,Antofagasta,Hospital,Hospital Dr. Leonardo Guzmán (Antofagasta)
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,2,0,2,1,1,2,3,3,2,2,3,4,3,3,8,0,2020,Antofagasta,Hospital,Hospital Dr. Leonardo Guzmán (Antofagasta)
COVID 19 Sospechoso (U072),4940,-,0,-,0,-,0,0,0,0,0,0,0,73,308,158,315,362,368,106,109,139,160,222,211,223,230,225,246,181,186,205,184,117,129,90,126,89,73,96,9,2020,Antofagasta,Hospital,Hospital Dr. Leonardo Guzmán (Antofagasta)
