Urgencia,Total,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,5208,-,-,-,-,-,-,-,-,-,-,-,-,256,301,292,212,211,187,168,157,168,148,165,164,145,168,183,168,216,207,224,189,172,213,148,167,157,184,203,35,2020,Atacama,SAPU,SAPU Dr. Bernardo Mellibovsky
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,8612,359,314,321,318,293,219,292,321,303,344,429,461,337,241,243,188,176,161,154,145,152,135,147,142,133,141,173,149,193,177,192,170,149,178,132,143,149,150,159,29,2020,Atacama,SAPU,SAPU Dr. Bernardo Mellibovsky
TOTAL CAUSAS SISTEMA RESPIRATORIO,2341,183,123,99,95,90,63,83,95,97,131,185,278,166,100,71,56,43,43,41,22,42,23,25,13,29,20,27,8,13,17,15,2,3,7,4,5,8,11,5,0,2020,Atacama,SAPU,SAPU Dr. Bernardo Mellibovsky
IRA Alta (J00-J06),1834,136,93,77,70,66,49,66,70,76,109,152,228,139,90,57,44,30,35,31,20,34,18,16,12,16,15,11,5,11,12,11,1,2,5,3,4,7,11,2,0,2020,Atacama,SAPU,SAPU Dr. Bernardo Mellibovsky
Influenza (J09-J11),6,0,1,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Atacama,SAPU,SAPU Dr. Bernardo Mellibovsky
Neumonía (J12-J18),9,3,0,1,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Atacama,SAPU,SAPU Dr. Bernardo Mellibovsky
Bronquitis/bronquiolitis aguda (J20-J21),361,37,27,18,20,20,13,15,22,18,18,28,41,12,7,10,5,9,5,8,2,6,3,4,0,4,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,2020,Atacama,SAPU,SAPU Dr. Bernardo Mellibovsky
Crisis obstructiva bronquial (J40-J46),43,4,1,2,1,1,1,1,3,1,1,2,2,1,0,2,2,2,2,2,0,0,0,2,0,1,2,1,0,0,2,2,0,0,1,0,0,0,0,1,0,2020,Atacama,SAPU,SAPU Dr. Bernardo Mellibovsky
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",88,3,1,1,3,1,0,1,0,2,0,3,4,13,3,2,5,2,1,0,0,2,2,3,1,8,2,14,2,1,2,2,1,1,1,0,0,0,0,1,0,2020,Atacama,SAPU,SAPU Dr. Bernardo Mellibovsky
COVID 19 Sospechoso (U072),769,-,-,-,-,-,0,0,0,0,0,0,1,1,0,1,0,3,1,7,14,14,7,17,21,16,33,50,43,68,55,85,87,64,42,25,32,30,22,23,7,2020,Atacama,SAPU,SAPU Dr. Bernardo Mellibovsky
COVID 19 Confirmado (U071),58,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,4,26,16,2,1,0,0,0,2020,Atacama,SAPU,SAPU Dr. Bernardo Mellibovsky
TOTAL CAUSAS SISTEMA CIRCULATORIO,190,6,7,3,6,2,2,6,5,3,2,4,7,7,5,14,7,6,2,8,2,5,9,4,5,4,6,3,3,3,2,2,4,3,2,2,9,4,8,7,1,2020,Atacama,SAPU,SAPU Dr. Bernardo Mellibovsky
Infarto agudo miocardio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Atacama,SAPU,SAPU Dr. Bernardo Mellibovsky
Accidente vascular encefálico,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Atacama,SAPU,SAPU Dr. Bernardo Mellibovsky
Crisis hipertensiva,154,5,6,3,5,0,2,4,4,2,2,4,6,6,4,14,5,5,2,7,2,5,6,4,5,2,6,1,1,2,2,2,4,3,1,2,7,2,6,5,0,2020,Atacama,SAPU,SAPU Dr. Bernardo Mellibovsky
Arritmia grave,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2020,Atacama,SAPU,SAPU Dr. Bernardo Mellibovsky
Otras causas circulatorias,27,0,1,0,0,2,0,2,1,1,0,0,1,1,1,0,2,1,0,0,0,0,2,0,0,0,0,1,2,1,0,0,0,0,1,0,2,1,2,2,0,2020,Atacama,SAPU,SAPU Dr. Bernardo Mellibovsky
TOTAL TRAUMATISMOS Y ENVENENAMIENTO,679,19,22,32,38,28,21,19,27,26,20,29,25,24,17,21,12,18,14,13,10,10,16,6,14,25,11,12,14,15,14,9,5,10,13,12,11,12,17,13,5,2020,Atacama,SAPU,SAPU Dr. Bernardo Mellibovsky
Accidentes del tránsito,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Atacama,SAPU,SAPU Dr. Bernardo Mellibovsky
Otras causas externas,679,19,22,32,38,28,21,19,27,26,20,29,25,24,17,21,12,18,14,13,10,10,16,6,14,25,11,12,14,15,14,9,5,10,13,12,11,12,17,13,5,2020,Atacama,SAPU,SAPU Dr. Bernardo Mellibovsky
DIARREA AGUDA (A00-A09),274,8,23,13,24,21,14,9,21,14,28,29,14,7,9,7,2,8,3,3,0,7,0,0,0,0,3,1,0,0,1,0,1,0,1,2,0,1,0,0,0,2020,Atacama,SAPU,SAPU Dr. Bernardo Mellibovsky
TOTAL DEMÁS CAUSAS,4303,143,139,174,155,152,119,175,173,163,163,182,137,133,110,129,111,98,98,82,97,74,80,95,89,59,68,80,81,93,88,80,64,65,87,71,84,93,92,111,16,2020,Atacama,SAPU,SAPU Dr. Bernardo Mellibovsky
SECCIÓN 2 TOTAL DE HOSPITALIZACIONES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Atacama,SAPU,SAPU Dr. Bernardo Mellibovsky
- CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Atacama,SAPU,SAPU Dr. Bernardo Mellibovsky
- CAUSAS SISTEMA RESPIRATORIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Atacama,SAPU,SAPU Dr. Bernardo Mellibovsky
- SOSPECHA CORONAVIRUS (U072),0,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Atacama,SAPU,SAPU Dr. Bernardo Mellibovsky
- CORONAVIRUS (U071),0,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Atacama,SAPU,SAPU Dr. Bernardo Mellibovsky
- TRAUMATISMOS Y ENVENENAMIENTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Atacama,SAPU,SAPU Dr. Bernardo Mellibovsky
- LAS DEMÁS CAUSAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Atacama,SAPU,SAPU Dr. Bernardo Mellibovsky
CIRUGÍAS DE URGENCIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Atacama,SAPU,SAPU Dr. Bernardo Mellibovsky
