Urgencia,Total,1,2,3,4,5,6,7,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,8453,1441,1380,1274,1376,1231,1019,732,2022,Metropolitano Sur,Hospital,"Hospital El Pino (Santiago, San Bernardo)"
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,6499,1040,1072,1054,1001,879,845,608,2022,Metropolitano Sur,Hospital,"Hospital El Pino (Santiago, San Bernardo)"
TOTAL CAUSAS SISTEMA RESPIRATORIO,850,174,156,132,121,123,83,61,2022,Metropolitano Sur,Hospital,"Hospital El Pino (Santiago, San Bernardo)"
IRA Alta (J00-J06),602,127,104,94,92,92,51,42,2022,Metropolitano Sur,Hospital,"Hospital El Pino (Santiago, San Bernardo)"
Influenza (J09-J11),1,1,0,0,0,0,0,0,2022,Metropolitano Sur,Hospital,"Hospital El Pino (Santiago, San Bernardo)"
Neumonía (J12-J18),45,6,17,3,5,6,3,5,2022,Metropolitano Sur,Hospital,"Hospital El Pino (Santiago, San Bernardo)"
Bronquitis/bronquiolitis aguda (J20-J21),35,5,2,8,2,6,9,3,2022,Metropolitano Sur,Hospital,"Hospital El Pino (Santiago, San Bernardo)"
Crisis obstructiva bronquial (J40-J46),105,27,20,17,7,9,16,9,2022,Metropolitano Sur,Hospital,"Hospital El Pino (Santiago, San Bernardo)"
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",62,8,13,10,15,10,4,2,2022,Metropolitano Sur,Hospital,"Hospital El Pino (Santiago, San Bernardo)"
COVID 19 Sospechoso (U072),412,21,33,65,88,67,83,55,2022,Metropolitano Sur,Hospital,"Hospital El Pino (Santiago, San Bernardo)"
COVID 19 Confirmado (U071),54,1,5,14,6,9,8,11,2022,Metropolitano Sur,Hospital,"Hospital El Pino (Santiago, San Bernardo)"
TOTAL CAUSAS SISTEMA CIRCULATORIO,232,35,26,24,39,30,40,38,2022,Metropolitano Sur,Hospital,"Hospital El Pino (Santiago, San Bernardo)"
Infarto agudo miocardio,10,1,2,2,2,2,0,1,2022,Metropolitano Sur,Hospital,"Hospital El Pino (Santiago, San Bernardo)"
Accidente vascular encefálico,38,6,6,5,6,3,7,5,2022,Metropolitano Sur,Hospital,"Hospital El Pino (Santiago, San Bernardo)"
Crisis hipertensiva,12,1,0,2,2,1,4,2,2022,Metropolitano Sur,Hospital,"Hospital El Pino (Santiago, San Bernardo)"
Arritmia grave,54,6,5,2,7,9,10,15,2022,Metropolitano Sur,Hospital,"Hospital El Pino (Santiago, San Bernardo)"
Otras causas circulatorias,118,21,13,13,22,15,19,15,2022,Metropolitano Sur,Hospital,"Hospital El Pino (Santiago, San Bernardo)"
TOTAL TRAUMATISMOS Y ENVENENAMIENTO,706,139,103,117,69,91,118,69,2022,Metropolitano Sur,Hospital,"Hospital El Pino (Santiago, San Bernardo)"
Accidentes del tránsito,11,4,0,2,1,1,2,1,2022,Metropolitano Sur,Hospital,"Hospital El Pino (Santiago, San Bernardo)"
Lesiones autoinfligidas intencionalmente (X60-X84),7,0,0,3,0,0,4,0,2022,Metropolitano Sur,Hospital,"Hospital El Pino (Santiago, San Bernardo)"
