Urgencia,Total,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,0,-,0,-,-,0,-,-,-,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Libertador B. O'Higgins,Hospital,Hospital Regional de Rancagua
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,42938,1679,1644,1589,1599,1534,1494,1483,1428,1466,1425,1648,1159,806,810,822,781,796,860,935,993,897,819,856,766,814,788,853,873,858,879,934,973,965,1065,1012,1081,1058,1066,1300,130,2020,Libertador B. O'Higgins,Hospital,Hospital Regional de Rancagua
TOTAL CAUSAS SISTEMA RESPIRATORIO,2856,118,154,138,110,116,117,106,101,133,91,174,306,204,121,88,61,34,26,26,32,32,27,40,54,29,21,21,18,21,25,27,27,24,34,28,32,40,56,43,1,2020,Libertador B. O'Higgins,Hospital,Hospital Regional de Rancagua
IRA Alta (J00-J06),1381,57,81,81,56,56,51,64,59,70,41,89,172,116,70,36,26,19,16,14,15,9,7,14,22,14,8,7,4,4,7,8,4,6,7,10,11,12,20,18,0,2020,Libertador B. O'Higgins,Hospital,Hospital Regional de Rancagua
Influenza (J09-J11),36,1,11,0,0,2,6,0,0,1,0,2,0,2,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,2,1,0,2,1,0,0,2020,Libertador B. O'Higgins,Hospital,Hospital Regional de Rancagua
Neumonía (J12-J18),306,20,23,23,15,14,8,9,10,24,12,21,11,5,4,1,4,2,4,3,1,2,5,8,9,7,1,2,3,5,4,2,4,4,4,4,7,8,9,4,0,2020,Libertador B. O'Higgins,Hospital,Hospital Regional de Rancagua
Bronquitis/bronquiolitis aguda (J20-J21),149,15,6,6,5,7,4,5,7,4,5,12,10,15,3,6,7,2,1,2,2,1,1,1,0,0,1,1,1,1,0,3,2,1,5,1,0,1,5,0,0,2020,Libertador B. O'Higgins,Hospital,Hospital Regional de Rancagua
Crisis obstructiva bronquial (J40-J46),431,17,23,27,25,18,14,21,14,25,29,29,43,18,9,10,2,4,1,0,6,8,9,10,12,1,1,3,4,5,5,3,5,1,5,2,5,8,3,6,0,2020,Libertador B. O'Higgins,Hospital,Hospital Regional de Rancagua
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",553,8,10,1,9,19,34,7,11,9,4,21,70,48,35,35,22,7,4,6,8,11,5,7,11,6,9,8,6,6,8,11,12,12,11,10,9,9,18,15,1,2020,Libertador B. O'Higgins,Hospital,Hospital Regional de Rancagua
COVID 19 Sospechoso (U072),4410,0,0,0,0,0,0,0,0,0,1,0,49,68,70,74,41,65,141,202,240,240,238,264,198,257,249,277,234,174,159,145,121,133,131,120,105,115,136,146,17,2020,Libertador B. O'Higgins,Hospital,Hospital Regional de Rancagua
COVID 19 Confirmado (U071),196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,6,39,10,7,0,0,4,2,3,6,4,13,17,10,11,5,5,15,10,8,12,1,2020,Libertador B. O'Higgins,Hospital,Hospital Regional de Rancagua
TOTAL CAUSAS SISTEMA CIRCULATORIO,3016,106,116,101,103,131,105,88,78,69,116,109,66,61,57,70,58,56,80,76,51,48,45,53,53,49,62,57,78,71,70,84,66,72,100,75,79,81,68,99,9,2020,Libertador B. O'Higgins,Hospital,Hospital Regional de Rancagua
