Urgencia,Total,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,6955,0,-,-,-,-,-,-,-,-,238,417,287,207,195,173,199,201,283,278,261,232,282,224,262,287,251,357,167,0,0,0,0,0,144,329,334,370,406,505,66,2020,Araucanía Sur,SAPU,Centro de Salud Familiar Pedro de Valdivia (Temuco)
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,11455,374,-,-,-,367,385,447,476,528,403,390,281,206,189,162,172,196,278,274,259,230,281,222,262,286,251,356,262,313,351,309,316,310,330,324,334,367,402,497,65,2020,Araucanía Sur,SAPU,Centro de Salud Familiar Pedro de Valdivia (Temuco)
TOTAL CAUSAS SISTEMA RESPIRATORIO,1370,75,-,-,-,78,79,73,103,105,85,91,59,20,25,24,25,24,29,27,21,20,12,16,19,28,14,26,12,12,21,22,17,22,15,27,29,29,43,41,2,2020,Araucanía Sur,SAPU,Centro de Salud Familiar Pedro de Valdivia (Temuco)
IRA Alta (J00-J06),831,54,-,-,-,45,51,51,65,63,70,63,38,12,12,11,13,12,10,14,16,12,10,5,12,13,5,10,9,10,12,9,13,13,6,18,16,16,20,22,0,2020,Araucanía Sur,SAPU,Centro de Salud Familiar Pedro de Valdivia (Temuco)
Influenza (J09-J11),45,3,-,-,-,7,3,2,9,6,1,3,5,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2020,Araucanía Sur,SAPU,Centro de Salud Familiar Pedro de Valdivia (Temuco)
Neumonía (J12-J18),73,1,-,-,-,2,2,6,3,6,1,4,2,1,2,0,1,5,5,0,0,1,2,4,3,3,3,1,0,0,4,3,0,0,1,0,1,1,2,2,1,2020,Araucanía Sur,SAPU,Centro de Salud Familiar Pedro de Valdivia (Temuco)
Bronquitis/bronquiolitis aguda (J20-J21),196,12,-,-,-,13,14,9,13,17,5,15,9,5,4,6,6,1,3,4,1,4,0,0,3,4,4,3,1,1,2,3,2,4,4,4,3,4,7,5,1,2020,Araucanía Sur,SAPU,Centro de Salud Familiar Pedro de Valdivia (Temuco)
Crisis obstructiva bronquial (J40-J46),175,2,-,-,-,10,7,5,10,12,5,4,5,2,7,6,5,3,8,5,4,2,0,5,1,7,2,8,2,0,2,7,2,4,3,4,3,7,8,8,0,2020,Araucanía Sur,SAPU,Centro de Salud Familiar Pedro de Valdivia (Temuco)
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",50,3,-,-,-,1,2,0,3,1,3,2,0,0,0,0,0,3,3,1,0,1,0,2,0,1,0,4,0,1,1,0,0,1,1,1,6,1,6,2,0,2020,Araucanía Sur,SAPU,Centro de Salud Familiar Pedro de Valdivia (Temuco)
COVID 19 Sospechoso (U072),459,0,-,-,-,-,0,0,0,0,0,0,4,9,7,10,2,5,11,5,7,17,28,6,20,18,19,38,7,12,20,15,18,24,32,20,29,21,16,32,7,2020,Araucanía Sur,SAPU,Centro de Salud Familiar Pedro de Valdivia (Temuco)
COVID 19 Confirmado (U071),2,0,-,-,-,-,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Araucanía Sur,SAPU,Centro de Salud Familiar Pedro de Valdivia (Temuco)
TOTAL CAUSAS SISTEMA CIRCULATORIO,170,2,-,-,-,3,0,1,2,5,4,6,2,1,3,2,6,2,7,7,5,5,8,3,3,6,4,12,3,5,8,5,7,7,7,6,6,3,9,5,0,2020,Araucanía Sur,SAPU,Centro de Salud Familiar Pedro de Valdivia (Temuco)
Infarto agudo miocardio,2,0,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2020,Araucanía Sur,SAPU,Centro de Salud Familiar Pedro de Valdivia (Temuco)
Accidente vascular encefálico,10,0,-,-,-,0,0,0,2,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2020,Araucanía Sur,SAPU,Centro de Salud Familiar Pedro de Valdivia (Temuco)
Crisis hipertensiva,82,0,-,-,-,0,0,0,0,0,0,2,1,1,2,1,2,0,4,3,3,1,6,2,2,5,3,6,2,2,1,4,3,3,6,4,4,1,4,4,0,2020,Araucanía Sur,SAPU,Centro de Salud Familiar Pedro de Valdivia (Temuco)
Arritmia grave,6,0,-,-,-,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2020,Araucanía Sur,SAPU,Centro de Salud Familiar Pedro de Valdivia (Temuco)
Otras causas circulatorias,70,2,-,-,-,3,0,1,0,4,4,2,1,0,1,1,4,2,2,2,2,4,0,1,1,0,1,5,0,3,7,0,4,2,1,1,2,2,4,1,0,2020,Araucanía Sur,SAPU,Centro de Salud Familiar Pedro de Valdivia (Temuco)
TOTAL TRAUMATISMOS Y ENVENENAMIENTO,2411,100,-,-,-,91,81,105,124,127,107,83,33,26,26,31,46,47,45,71,71,37,50,36,51,62,51,66,50,64,71,44,74,64,77,56,68,74,81,107,14,2020,Araucanía Sur,SAPU,Centro de Salud Familiar Pedro de Valdivia (Temuco)
Accidentes del tránsito,1666,72,-,-,-,75,74,80,104,100,77,39,18,16,18,20,36,25,27,36,46,21,26,23,27,41,39,40,37,48,47,29,50,45,53,34,47,51,63,73,9,2020,Araucanía Sur,SAPU,Centro de Salud Familiar Pedro de Valdivia (Temuco)
Otras causas externas,745,28,-,-,-,16,7,25,20,27,30,44,15,10,8,11,10,22,18,35,25,16,24,13,24,21,12,26,13,16,24,15,24,19,24,22,21,23,18,34,5,2020,Araucanía Sur,SAPU,Centro de Salud Familiar Pedro de Valdivia (Temuco)
DIARREA AGUDA (A00-A09),390,7,-,-,-,6,1,6,12,5,35,37,12,2,3,12,5,8,5,7,9,2,11,8,10,12,7,9,8,13,11,18,17,14,8,13,9,11,11,24,2,2020,Araucanía Sur,SAPU,Centro de Salud Familiar Pedro de Valdivia (Temuco)
TOTAL DEMÁS CAUSAS,6653,190,-,-,-,189,224,262,235,286,172,173,171,148,125,82,88,109,181,157,146,149,172,153,159,160,156,205,182,207,220,205,183,179,191,202,193,229,242,288,40,2020,Araucanía Sur,SAPU,Centro de Salud Familiar Pedro de Valdivia (Temuco)
SECCIÓN 2 TOTAL DE HOSPITALIZACIONES,0,0,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Araucanía Sur,SAPU,Centro de Salud Familiar Pedro de Valdivia (Temuco)
- CAUSAS SISTEMA CIRCULATORIO,0,0,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Araucanía Sur,SAPU,Centro de Salud Familiar Pedro de Valdivia (Temuco)
- CAUSAS SISTEMA RESPIRATORIO,0,0,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Araucanía Sur,SAPU,Centro de Salud Familiar Pedro de Valdivia (Temuco)
- SOSPECHA CORONAVIRUS (U072),0,0,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Araucanía Sur,SAPU,Centro de Salud Familiar Pedro de Valdivia (Temuco)
- CORONAVIRUS (U071),0,0,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Araucanía Sur,SAPU,Centro de Salud Familiar Pedro de Valdivia (Temuco)
- TRAUMATISMOS Y ENVENENAMIENTOS,0,0,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Araucanía Sur,SAPU,Centro de Salud Familiar Pedro de Valdivia (Temuco)
- LAS DEMÁS CAUSAS,0,0,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Araucanía Sur,SAPU,Centro de Salud Familiar Pedro de Valdivia (Temuco)
CIRUGÍAS DE URGENCIA,0,0,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Araucanía Sur,SAPU,Centro de Salud Familiar Pedro de Valdivia (Temuco)
