Urgencia,Total,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,1643,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,133,256,280,289,310,344,31,2020,Araucanía Sur,Hospital,Hospital de Vilcún
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,3503,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,144,259,263,265,253,259,282,287,253,274,288,306,340,30,2020,Araucanía Sur,Hospital,Hospital de Vilcún
TOTAL CAUSAS SISTEMA RESPIRATORIO,216,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,6,14,22,20,17,10,17,15,13,12,28,23,17,2,2020,Araucanía Sur,Hospital,Hospital de Vilcún
IRA Alta (J00-J06),88,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,3,9,8,10,10,3,6,3,8,4,13,6,5,0,2020,Araucanía Sur,Hospital,Hospital de Vilcún
Influenza (J09-J11),9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,1,0,1,0,0,0,1,0,0,5,1,0,0,2020,Araucanía Sur,Hospital,Hospital de Vilcún
Neumonía (J12-J18),14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,1,3,1,1,2,1,3,0,0,0,2,0,0,2020,Araucanía Sur,Hospital,Hospital de Vilcún
Bronquitis/bronquiolitis aguda (J20-J21),22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,2,1,3,1,1,1,3,1,1,3,2,3,0,2020,Araucanía Sur,Hospital,Hospital de Vilcún
Crisis obstructiva bronquial (J40-J46),53,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,2,1,5,2,3,2,6,3,3,4,5,9,7,1,2020,Araucanía Sur,Hospital,Hospital de Vilcún
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,1,0,5,3,2,2,3,2,1,3,2,3,2,1,2020,Araucanía Sur,Hospital,Hospital de Vilcún
COVID 19 Sospechoso (U072),40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,2,3,0,4,1,7,3,2,3,3,2,2,8,0,2020,Araucanía Sur,Hospital,Hospital de Vilcún
COVID 19 Confirmado (U071),7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,0,0,1,0,0,2,1,0,1,0,1,1,0,2020,Araucanía Sur,Hospital,Hospital de Vilcún
TOTAL CAUSAS SISTEMA CIRCULATORIO,118,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,3,11,11,12,10,9,9,10,7,9,8,1,18,0,2020,Araucanía Sur,Hospital,Hospital de Vilcún
Infarto agudo miocardio,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Araucanía Sur,Hospital,Hospital de Vilcún
Accidente vascular encefálico,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,2,2,0,1,0,4,1,2,1,0,3,1,5,0,2020,Araucanía Sur,Hospital,Hospital de Vilcún
Crisis hipertensiva,49,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,4,5,5,6,1,4,4,2,4,4,0,10,0,2020,Araucanía Sur,Hospital,Hospital de Vilcún
Arritmia grave,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,1,3,1,1,2,0,2,1,2,0,0,1,0,2020,Araucanía Sur,Hospital,Hospital de Vilcún
Otras causas circulatorias,33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,1,4,3,5,3,2,4,2,3,3,1,0,2,0,2020,Araucanía Sur,Hospital,Hospital de Vilcún
TOTAL TRAUMATISMOS Y ENVENENAMIENTO,366,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,18,33,38,24,20,33,23,21,20,30,37,32,33,4,2020,Araucanía Sur,Hospital,Hospital de Vilcún
Accidentes del tránsito,298,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,15,24,31,21,15,28,16,17,17,26,32,25,28,3,2020,Araucanía Sur,Hospital,Hospital de Vilcún
Otras causas externas,68,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,3,9,7,3,5,5,7,4,3,4,5,7,5,1,2020,Araucanía Sur,Hospital,Hospital de Vilcún
DIARREA AGUDA (A00-A09),160,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,4,10,10,8,10,9,11,23,6,19,23,13,12,2,2020,Araucanía Sur,Hospital,Hospital de Vilcún
TOTAL DEMÁS CAUSAS,2596,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,111,188,182,196,195,191,217,215,204,200,190,234,251,22,2020,Araucanía Sur,Hospital,Hospital de Vilcún
SECCIÓN 2 TOTAL DE HOSPITALIZACIONES,130,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,4,10,9,10,9,11,10,8,9,17,8,9,14,2,2020,Araucanía Sur,Hospital,Hospital de Vilcún
- CAUSAS SISTEMA CIRCULATORIO,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,1,2,0,1,3,3,1,1,1,1,2,1,1,0,2020,Araucanía Sur,Hospital,Hospital de Vilcún
- CAUSAS SISTEMA RESPIRATORIO,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,1,1,3,1,2,1,2,0,0,0,2,2,0,1,2020,Araucanía Sur,Hospital,Hospital de Vilcún
- SOSPECHA CORONAVIRUS (U072),0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Araucanía Sur,Hospital,Hospital de Vilcún
- CORONAVIRUS (U071),0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Araucanía Sur,Hospital,Hospital de Vilcún
- TRAUMATISMOS Y ENVENENAMIENTOS,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,0,0,0,1,0,0,1,1,0,1,1,1,1,2020,Araucanía Sur,Hospital,Hospital de Vilcún
- LAS DEMÁS CAUSAS,89,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,2,7,6,8,3,7,7,6,7,16,3,5,12,0,2020,Araucanía Sur,Hospital,Hospital de Vilcún
CIRUGÍAS DE URGENCIA,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Araucanía Sur,Hospital,Hospital de Vilcún
