Urgencia,Total,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,0,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Chiloé,Hospital,Hospital de Castro
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,21999,784,681,817,715,619,836,718,691,742,729,682,622,444,363,384,385,458,523,549,453,422,448,456,430,469,452,511,455,557,548,471,473,555,559,582,661,594,570,506,85,2020,Chiloé,Hospital,Hospital de Castro
TOTAL CAUSAS SISTEMA RESPIRATORIO,1894,116,97,115,126,63,74,102,88,85,88,112,179,98,43,24,18,23,17,14,10,12,9,20,20,7,20,20,23,23,30,14,24,28,31,23,24,29,25,18,2,2020,Chiloé,Hospital,Hospital de Castro
IRA Alta (J00-J06),1122,66,61,72,89,32,50,46,38,44,61,85,125,62,26,17,13,11,7,10,5,7,5,6,9,4,9,13,3,12,13,5,11,18,23,12,14,13,15,8,2,2020,Chiloé,Hospital,Hospital de Castro
Influenza (J09-J11),3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Chiloé,Hospital,Hospital de Castro
Neumonía (J12-J18),147,10,6,10,8,12,3,9,7,10,7,6,6,8,1,3,0,3,1,0,0,2,0,2,0,1,3,0,10,3,1,1,3,1,0,0,2,4,2,2,0,2020,Chiloé,Hospital,Hospital de Castro
Bronquitis/bronquiolitis aguda (J20-J21),195,27,17,18,15,9,8,11,14,13,8,5,23,2,1,2,1,1,0,0,0,0,0,0,4,0,0,1,3,1,0,0,1,1,4,0,2,1,0,2,0,2020,Chiloé,Hospital,Hospital de Castro
Crisis obstructiva bronquial (J40-J46),220,4,6,5,11,5,5,13,15,6,8,13,17,17,9,1,2,6,2,2,2,2,1,7,2,1,1,1,3,3,12,4,6,5,3,4,4,5,6,1,0,2020,Chiloé,Hospital,Hospital de Castro
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",207,9,7,10,3,5,8,23,14,12,4,3,8,6,6,1,2,2,7,2,3,1,3,5,5,1,7,5,4,4,4,4,3,3,1,7,2,6,2,5,0,2020,Chiloé,Hospital,Hospital de Castro
COVID 19 Sospechoso (U072),472,0,-,-,-,-,0,0,0,0,1,2,18,27,20,9,18,7,22,25,29,21,20,27,19,17,17,11,19,7,14,19,10,13,12,9,9,9,24,14,3,2020,Chiloé,Hospital,Hospital de Castro
