Urgencia,Total,1,2,3,4,5,6,7,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,5676,888,872,991,874,833,650,568,2022,Metropolitano Central,SAPU,SAPU San José de Chuchunco
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,5233,807,790,816,795,765,722,538,2022,Metropolitano Central,SAPU,SAPU San José de Chuchunco
TOTAL CAUSAS SISTEMA RESPIRATORIO,1213,236,205,194,175,190,134,79,2022,Metropolitano Central,SAPU,SAPU San José de Chuchunco
IRA Alta (J00-J06),1030,204,157,170,156,168,115,60,2022,Metropolitano Central,SAPU,SAPU San José de Chuchunco
Influenza (J09-J11),0,0,0,0,0,0,0,0,2022,Metropolitano Central,SAPU,SAPU San José de Chuchunco
Neumonía (J12-J18),12,4,0,1,1,4,1,1,2022,Metropolitano Central,SAPU,SAPU San José de Chuchunco
Bronquitis/bronquiolitis aguda (J20-J21),83,14,22,9,12,13,7,6,2022,Metropolitano Central,SAPU,SAPU San José de Chuchunco
Crisis obstructiva bronquial (J40-J46),37,5,4,9,4,4,4,7,2022,Metropolitano Central,SAPU,SAPU San José de Chuchunco
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",51,9,22,5,2,1,7,5,2022,Metropolitano Central,SAPU,SAPU San José de Chuchunco
COVID 19 Sospechoso (U072),960,65,126,225,226,157,85,76,2022,Metropolitano Central,SAPU,SAPU San José de Chuchunco
COVID 19 Confirmado (U071),471,1,4,36,65,99,159,107,2022,Metropolitano Central,SAPU,SAPU San José de Chuchunco
TOTAL CAUSAS SISTEMA CIRCULATORIO,97,27,17,9,15,12,11,6,2022,Metropolitano Central,SAPU,SAPU San José de Chuchunco
Infarto agudo miocardio,2,0,0,0,1,0,0,1,2022,Metropolitano Central,SAPU,SAPU San José de Chuchunco
Accidente vascular encefálico,5,1,0,1,2,1,0,0,2022,Metropolitano Central,SAPU,SAPU San José de Chuchunco
Crisis hipertensiva,53,19,8,3,5,8,6,4,2022,Metropolitano Central,SAPU,SAPU San José de Chuchunco
Arritmia grave,6,2,0,2,2,0,0,0,2022,Metropolitano Central,SAPU,SAPU San José de Chuchunco
Otras causas circulatorias,31,5,9,3,5,3,5,1,2022,Metropolitano Central,SAPU,SAPU San José de Chuchunco
TOTAL TRAUMATISMOS Y ENVENENAMIENTO,463,89,96,50,68,54,63,43,2022,Metropolitano Central,SAPU,SAPU San José de Chuchunco
Accidentes del tránsito,1,1,0,0,0,0,0,0,2022,Metropolitano Central,SAPU,SAPU San José de Chuchunco
Lesiones autoinfligidas intencionalmente (X60-X84),0,0,0,0,0,0,0,0,2022,Metropolitano Central,SAPU,SAPU San José de Chuchunco
Otras causas externas,462,88,96,50,68,54,63,43,2022,Metropolitano Central,SAPU,SAPU San José de Chuchunco
TOTAL CAUSAS DE TRASTORNOS MENTALES (F00-F99),66,8,9,8,10,10,5,16,2022,Metropolitano Central,SAPU,SAPU San José de Chuchunco
Ideación Suicida (R458),0,0,0,0,0,0,0,0,2022,Metropolitano Central,SAPU,SAPU San José de Chuchunco
Trastornos mentales y del comportamiento debidos al uso de sustancias psicoactivas (F10-F19),12,2,3,1,2,2,1,1,2022,Metropolitano Central,SAPU,SAPU San José de Chuchunco
Trastornos del Humor (Afectivos) (F30-F39),0,0,0,0,0,0,0,0,2022,Metropolitano Central,SAPU,SAPU San José de Chuchunco
"Trastornos neuróticos, trastornos relacionados con el estrés y trastornos somatomorfos (F40-F48) Incluído el trastorno de pánico (F410)",45,5,5,5,6,6,4,14,2022,Metropolitano Central,SAPU,SAPU San José de Chuchunco
Otros trastornos mentales no contenidos en las categorías anteriores,9,1,1,2,2,2,0,1,2022,Metropolitano Central,SAPU,SAPU San José de Chuchunco
DIARREA AGUDA (A00-A09),18,2,4,4,1,0,1,6,2022,Metropolitano Central,SAPU,SAPU San José de Chuchunco
TOTAL DEMÁS CAUSAS,1945,379,329,290,235,243,264,205,2022,Metropolitano Central,SAPU,SAPU San José de Chuchunco
SECCIÓN 2 TOTAL DE HOSPITALIZACIONES,0,0,0,0,0,0,0,0,2022,Metropolitano Central,SAPU,SAPU San José de Chuchunco
- CAUSAS SISTEMA RESPIRATORIO,0,0,0,0,0,0,0,0,2022,Metropolitano Central,SAPU,SAPU San José de Chuchunco
- COVID 19 SOSPECHOSO (U072),0,0,0,0,0,0,0,0,2022,Metropolitano Central,SAPU,SAPU San José de Chuchunco
- COVID 19 CONFIRMADO (U071),0,0,0,0,0,0,0,0,2022,Metropolitano Central,SAPU,SAPU San José de Chuchunco
- CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0,0,0,2022,Metropolitano Central,SAPU,SAPU San José de Chuchunco
- TRAUMATISMOS Y ENVENENAMIENTOS,0,0,0,0,0,0,0,0,2022,Metropolitano Central,SAPU,SAPU San José de Chuchunco
- CAUSAS POR TRASTORNOS MENTALES (F00-F99),0,0,0,0,0,0,0,0,2022,Metropolitano Central,SAPU,SAPU San José de Chuchunco
- LAS DEMÁS CAUSAS,0,0,0,0,0,0,0,0,2022,Metropolitano Central,SAPU,SAPU San José de Chuchunco
CIRUGÍAS DE URGENCIA,0,0,0,0,0,0,0,0,2022,Metropolitano Central,SAPU,SAPU San José de Chuchunco
