Urgencia,Total,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,12358,-,-,-,-,-,-,-,-,-,-,-,-,0,309,475,532,548,458,455,458,407,408,395,463,443,432,446,314,435,435,469,458,481,494,546,574,617,589,717,0,2020,Del Maule,Hospital,Hospital Dr. Abel Fuentealba Lagos (San Javier)
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,21232,813,751,725,723,727,665,708,743,769,705,866,604,533,467,441,494,520,439,413,419,406,397,382,423,397,410,469,315,399,405,489,451,439,465,517,528,544,538,645,88,2020,Del Maule,Hospital,Hospital Dr. Abel Fuentealba Lagos (San Javier)
TOTAL CAUSAS SISTEMA RESPIRATORIO,1795,100,74,70,68,61,39,54,60,69,87,111,202,127,79,67,47,45,32,34,31,25,23,20,17,24,20,11,9,20,23,21,9,20,16,13,13,12,16,25,1,2020,Del Maule,Hospital,Hospital Dr. Abel Fuentealba Lagos (San Javier)
IRA Alta (J00-J06),1323,71,57,51,52,42,34,37,43,49,72,96,170,99,61,50,38,32,20,27,26,17,17,12,9,15,12,6,3,14,10,10,5,11,11,11,8,7,11,7,0,2020,Del Maule,Hospital,Hospital Dr. Abel Fuentealba Lagos (San Javier)
Influenza (J09-J11),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Del Maule,Hospital,Hospital Dr. Abel Fuentealba Lagos (San Javier)
Neumonía (J12-J18),146,10,5,2,8,5,3,7,9,4,6,4,6,8,6,5,1,2,2,2,1,1,0,1,2,4,6,3,2,2,5,1,0,7,4,1,1,4,2,4,0,2020,Del Maule,Hospital,Hospital Dr. Abel Fuentealba Lagos (San Javier)
Bronquitis/bronquiolitis aguda (J20-J21),169,12,7,10,6,7,2,5,4,11,5,7,18,15,11,7,4,4,4,5,3,1,1,2,3,3,0,1,0,0,2,1,1,0,0,0,1,0,2,4,0,2020,Del Maule,Hospital,Hospital Dr. Abel Fuentealba Lagos (San Javier)
Crisis obstructiva bronquial (J40-J46),121,5,5,4,1,7,0,5,4,5,4,4,8,5,1,3,4,5,1,0,1,5,5,4,1,1,2,1,4,3,5,5,0,2,1,1,3,1,0,4,1,2020,Del Maule,Hospital,Hospital Dr. Abel Fuentealba Lagos (San Javier)
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",35,2,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,2,5,0,0,1,0,1,2,1,0,0,0,1,1,4,3,0,0,0,0,0,1,6,0,2020,Del Maule,Hospital,Hospital Dr. Abel Fuentealba Lagos (San Javier)
COVID 19 Sospechoso (U072),1791,-,-,-,-,-,0,0,0,0,0,0,20,26,19,29,50,59,26,30,50,56,46,78,96,95,97,151,83,96,71,99,74,37,38,63,68,62,84,81,7,2020,Del Maule,Hospital,Hospital Dr. Abel Fuentealba Lagos (San Javier)
COVID 19 Confirmado (U071),244,-,-,-,-,-,0,0,0,0,0,0,0,0,1,1,3,2,3,2,4,7,4,21,19,30,30,34,12,3,6,27,14,4,3,1,1,5,3,4,0,2020,Del Maule,Hospital,Hospital Dr. Abel Fuentealba Lagos (San Javier)
TOTAL CAUSAS SISTEMA CIRCULATORIO,473,14,16,24,13,8,12,19,16,15,9,15,4,10,10,8,19,13,10,13,19,7,13,9,11,7,9,9,6,14,13,11,7,13,13,22,15,9,7,10,1,2020,Del Maule,Hospital,Hospital Dr. Abel Fuentealba Lagos (San Javier)
Infarto agudo miocardio,15,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,2,0,0,1,1,0,0,0,1,1,0,2,0,0,0,0,0,2020,Del Maule,Hospital,Hospital Dr. Abel Fuentealba Lagos (San Javier)
Accidente vascular encefálico,48,3,0,1,0,1,1,1,2,1,1,0,1,0,0,1,6,2,2,1,4,2,0,0,0,2,0,2,0,4,0,1,0,3,1,3,1,0,0,1,0,2020,Del Maule,Hospital,Hospital Dr. Abel Fuentealba Lagos (San Javier)
Crisis hipertensiva,116,5,1,7,2,1,0,3,2,3,1,4,1,2,1,3,8,4,6,4,2,1,8,4,4,1,0,2,1,2,3,4,2,4,4,6,2,4,2,1,1,2020,Del Maule,Hospital,Hospital Dr. Abel Fuentealba Lagos (San Javier)
Arritmia grave,96,3,3,8,4,1,2,5,3,4,4,5,0,4,2,3,1,3,2,3,3,1,2,1,3,1,1,1,1,3,3,0,2,0,2,4,6,1,0,1,0,2020,Del Maule,Hospital,Hospital Dr. Abel Fuentealba Lagos (San Javier)
Otras causas circulatorias,198,2,12,7,7,5,9,9,9,7,3,5,2,4,6,1,3,4,0,5,9,3,3,4,2,3,8,3,3,5,7,6,2,5,6,7,6,4,5,7,0,2020,Del Maule,Hospital,Hospital Dr. Abel Fuentealba Lagos (San Javier)
TOTAL TRAUMATISMOS Y ENVENENAMIENTO,2534,98,90,103,94,105,91,90,120,118,89,124,61,36,40,38,57,44,52,58,51,43,58,41,44,43,30,36,34,45,41,52,53,55,57,63,62,49,59,94,16,2020,Del Maule,Hospital,Hospital Dr. Abel Fuentealba Lagos (San Javier)
Accidentes del tránsito,170,2,3,7,2,7,11,6,7,6,5,8,3,1,2,5,6,4,4,2,6,1,2,5,6,3,5,2,0,3,3,3,5,7,6,2,9,4,3,4,0,2020,Del Maule,Hospital,Hospital Dr. Abel Fuentealba Lagos (San Javier)
Otras causas externas,2364,96,87,96,92,98,80,84,113,112,84,116,58,35,38,33,51,40,48,56,45,42,56,36,38,40,25,34,34,42,38,49,48,48,51,61,53,45,56,90,16,2020,Del Maule,Hospital,Hospital Dr. Abel Fuentealba Lagos (San Javier)
DIARREA AGUDA (A00-A09),169,12,9,5,9,4,5,15,12,11,4,10,13,4,3,4,1,1,2,7,1,4,0,1,2,0,1,1,0,0,2,1,2,2,6,1,2,3,5,4,0,2020,Del Maule,Hospital,Hospital Dr. Abel Fuentealba Lagos (San Javier)
TOTAL DEMÁS CAUSAS,14277,589,562,523,539,549,518,530,535,556,516,606,324,356,320,294,317,356,314,269,263,264,253,212,234,198,223,227,171,221,249,278,292,308,332,354,367,404,364,427,63,2020,Del Maule,Hospital,Hospital Dr. Abel Fuentealba Lagos (San Javier)
SECCIÓN 2 TOTAL DE HOSPITALIZACIONES,1372,55,42,34,48,42,34,32,28,38,34,37,29,30,20,22,48,45,31,24,31,34,29,26,45,39,30,36,33,35,35,49,35,36,38,36,40,33,15,39,5,2020,Del Maule,Hospital,Hospital Dr. Abel Fuentealba Lagos (San Javier)
- CAUSAS SISTEMA CIRCULATORIO,133,6,10,6,2,4,2,4,4,4,4,5,2,0,3,1,4,5,2,2,10,4,0,2,3,2,2,3,4,5,4,3,0,4,3,5,4,2,1,2,0,2020,Del Maule,Hospital,Hospital Dr. Abel Fuentealba Lagos (San Javier)
- CAUSAS SISTEMA RESPIRATORIO,131,11,7,4,6,5,1,5,5,2,4,4,5,3,0,2,2,3,3,2,1,3,3,3,3,6,6,2,2,3,7,4,0,4,3,0,0,1,0,5,1,2020,Del Maule,Hospital,Hospital Dr. Abel Fuentealba Lagos (San Javier)
- SOSPECHA CORONAVIRUS (U072),115,-,-,-,-,-,-,-,-,-,-,0,1,2,2,3,11,15,6,6,6,7,3,2,12,7,4,5,7,0,0,9,7,0,0,0,0,0,0,0,0,2020,Del Maule,Hospital,Hospital Dr. Abel Fuentealba Lagos (San Javier)
- CORONAVIRUS (U071),32,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,1,2,3,1,3,2,5,2,2,1,1,2,1,1,0,2020,Del Maule,Hospital,Hospital Dr. Abel Fuentealba Lagos (San Javier)
- TRAUMATISMOS Y ENVENENAMIENTOS,63,3,3,0,5,0,1,0,1,3,1,0,2,0,0,1,4,1,2,1,2,0,2,1,1,4,1,4,1,3,0,2,1,1,2,3,3,2,1,1,0,2020,Del Maule,Hospital,Hospital Dr. Abel Fuentealba Lagos (San Javier)
- LAS DEMÁS CAUSAS,901,35,22,24,35,33,30,23,18,29,25,28,20,27,15,15,27,21,18,12,12,20,21,17,26,17,16,20,16,23,21,29,22,25,28,27,32,26,12,30,4,2020,Del Maule,Hospital,Hospital Dr. Abel Fuentealba Lagos (San Javier)
CIRUGÍAS DE URGENCIA,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2020,Del Maule,Hospital,Hospital Dr. Abel Fuentealba Lagos (San Javier)
