Urgencia,Total,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,21543,-,-,-,-,-,-,-,-,0,-,-,0,0,645,955,1090,1272,1541,1908,1538,1020,678,329,509,508,509,484,582,623,689,685,792,710,801,781,846,801,836,411,0,2020,Metropolitano Norte,Hospital,"Complejo Hospitalario San José (Santiago, Independencia)"
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,38913,1700,1748,1724,1789,1828,1519,1705,1767,1712,1699,1715,1362,481,735,864,990,1149,1347,1483,986,675,448,386,403,424,428,479,542,585,635,617,557,621,717,681,666,720,566,460,0,2020,Metropolitano Norte,Hospital,"Complejo Hospitalario San José (Santiago, Independencia)"
TOTAL CAUSAS SISTEMA RESPIRATORIO,1883,63,72,69,70,65,68,42,55,46,85,103,332,135,121,37,28,21,20,23,15,9,1,2,9,99,74,36,10,14,12,16,14,20,10,11,16,23,19,18,0,2020,Metropolitano Norte,Hospital,"Complejo Hospitalario San José (Santiago, Independencia)"
IRA Alta (J00-J06),86,0,4,3,0,2,4,2,0,1,2,3,17,6,2,5,0,0,2,1,0,0,1,0,0,5,3,5,2,0,0,1,1,1,4,0,2,2,2,3,0,2020,Metropolitano Norte,Hospital,"Complejo Hospitalario San José (Santiago, Independencia)"
Influenza (J09-J11),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Metropolitano Norte,Hospital,"Complejo Hospitalario San José (Santiago, Independencia)"
Neumonía (J12-J18),561,19,37,33,40,26,26,17,30,19,20,20,17,23,15,6,1,3,3,1,0,0,0,0,5,73,62,22,0,0,1,8,1,8,1,0,6,9,5,4,0,2020,Metropolitano Norte,Hospital,"Complejo Hospitalario San José (Santiago, Independencia)"
Bronquitis/bronquiolitis aguda (J20-J21),149,10,5,10,6,8,3,5,9,7,10,16,29,7,8,3,1,3,0,1,1,2,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2020,Metropolitano Norte,Hospital,"Complejo Hospitalario San José (Santiago, Independencia)"
Crisis obstructiva bronquial (J40-J46),84,7,4,0,0,2,5,2,5,3,4,6,6,8,3,2,0,1,1,1,2,1,0,1,0,0,1,0,1,2,1,1,0,0,1,4,1,4,2,2,0,2020,Metropolitano Norte,Hospital,"Complejo Hospitalario San José (Santiago, Independencia)"
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",1003,27,22,23,24,27,30,16,11,16,49,58,263,91,93,21,26,14,14,19,12,6,0,1,3,19,8,9,7,12,10,5,12,11,4,7,7,8,9,9,0,2020,Metropolitano Norte,Hospital,"Complejo Hospitalario San José (Santiago, Independencia)"
COVID 19 Sospechoso (U072),4521,-,-,-,-,-,0,0,0,0,1,29,123,190,277,123,167,282,522,774,563,318,200,162,156,57,28,42,41,33,54,56,37,22,70,46,49,41,24,34,0,2020,Metropolitano Norte,Hospital,"Complejo Hospitalario San José (Santiago, Independencia)"
