Urgencia,Total,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,8310,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,107,250,531,486,425,385,454,462,319,475,492,464,514,463,517,619,561,603,183,2020,Iquique,SAPU,Consultorio General Urbano Dr. Héctor Reyno Gutiérrez
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,25562,820,897,865,944,871,794,850,989,956,962,1050,1097,793,647,639,592,592,587,582,555,557,593,558,498,460,499,432,442,443,377,435,468,449,495,429,490,578,537,556,184,2020,Iquique,SAPU,Consultorio General Urbano Dr. Héctor Reyno Gutiérrez
TOTAL CAUSAS SISTEMA RESPIRATORIO,3211,120,102,117,116,103,76,112,136,149,170,298,444,284,132,89,77,57,58,64,61,59,73,62,15,17,12,18,17,12,12,22,9,10,13,16,20,13,23,15,8,2020,Iquique,SAPU,Consultorio General Urbano Dr. Héctor Reyno Gutiérrez
IRA Alta (J00-J06),2389,87,74,90,80,78,62,87,107,110,142,236,364,208,102,57,50,39,38,43,48,46,56,18,11,16,9,8,11,9,6,16,5,5,10,13,13,7,13,10,5,2020,Iquique,SAPU,Consultorio General Urbano Dr. Héctor Reyno Gutiérrez
Influenza (J09-J11),78,1,1,1,2,1,0,0,5,5,3,10,15,16,5,3,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,2020,Iquique,SAPU,Consultorio General Urbano Dr. Héctor Reyno Gutiérrez
Neumonía (J12-J18),129,9,6,9,10,7,3,6,5,5,7,10,6,8,4,2,6,5,2,4,3,2,4,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,2020,Iquique,SAPU,Consultorio General Urbano Dr. Héctor Reyno Gutiérrez
Bronquitis/bronquiolitis aguda (J20-J21),267,14,11,12,12,10,4,9,6,15,11,21,35,34,12,15,7,7,10,3,5,4,0,0,1,0,0,1,2,0,1,0,0,1,0,0,1,2,1,0,0,2020,Iquique,SAPU,Consultorio General Urbano Dr. Héctor Reyno Gutiérrez
Crisis obstructiva bronquial (J40-J46),204,8,6,3,10,6,6,8,7,11,5,18,20,10,7,7,9,4,3,4,2,3,4,2,3,1,0,4,3,2,1,3,3,2,2,2,3,1,7,2,2,2020,Iquique,SAPU,Consultorio General Urbano Dr. Héctor Reyno Gutiérrez
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",144,1,4,2,2,1,1,2,6,3,2,3,4,8,2,5,4,2,3,9,2,4,8,42,0,0,2,4,0,1,4,1,0,1,1,1,3,3,1,2,0,2020,Iquique,SAPU,Consultorio General Urbano Dr. Héctor Reyno Gutiérrez
COVID 19 Sospechoso (U072),2414,0,-,-,-,-,0,0,0,0,0,0,8,13,13,10,30,35,65,106,124,161,202,172,145,112,142,84,53,82,76,74,92,68,110,61,66,106,71,99,34,2020,Iquique,SAPU,Consultorio General Urbano Dr. Héctor Reyno Gutiérrez
COVID 19 Confirmado (U071),230,0,-,-,-,-,0,0,0,0,0,0,0,1,0,0,1,0,0,0,13,9,8,11,20,19,19,5,15,10,14,12,9,13,10,4,13,7,8,6,3,2020,Iquique,SAPU,Consultorio General Urbano Dr. Héctor Reyno Gutiérrez
TOTAL CAUSAS SISTEMA CIRCULATORIO,470,11,13,16,19,11,18,13,16,12,3,19,15,12,20,15,14,11,10,10,16,9,8,2,7,12,11,9,15,10,8,12,14,15,8,7,10,10,10,17,2,2020,Iquique,SAPU,Consultorio General Urbano Dr. Héctor Reyno Gutiérrez
Infarto agudo miocardio,41,1,0,1,4,1,2,0,3,1,1,2,3,2,0,2,0,0,0,2,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,2,2,1,3,1,2020,Iquique,SAPU,Consultorio General Urbano Dr. Héctor Reyno Gutiérrez
Accidente vascular encefálico,36,0,0,1,0,1,1,1,0,3,0,3,3,1,0,1,0,0,1,0,1,0,2,0,0,1,0,2,1,0,0,4,0,1,2,0,1,1,1,3,0,2020,Iquique,SAPU,Consultorio General Urbano Dr. Héctor Reyno Gutiérrez
Crisis hipertensiva,193,5,1,6,8,2,7,3,6,4,1,3,6,2,10,6,9,7,5,5,11,5,2,2,6,3,4,5,4,5,6,4,8,6,3,6,5,3,2,6,1,2020,Iquique,SAPU,Consultorio General Urbano Dr. Héctor Reyno Gutiérrez
Arritmia grave,46,0,0,3,1,1,1,3,1,2,0,2,1,4,4,1,4,0,0,1,2,0,1,0,0,3,0,0,4,1,1,1,1,0,0,0,0,0,1,2,0,2020,Iquique,SAPU,Consultorio General Urbano Dr. Héctor Reyno Gutiérrez
Otras causas circulatorias,154,5,12,5,6,6,7,6,6,2,1,9,2,3,6,5,1,4,4,2,2,4,3,0,1,4,7,1,5,3,1,2,4,8,2,1,2,4,5,3,0,2020,Iquique,SAPU,Consultorio General Urbano Dr. Héctor Reyno Gutiérrez
TOTAL TRAUMATISMOS Y ENVENENAMIENTO,3314,116,141,140,131,135,112,107,116,134,132,127,127,100,88,88,75,68,106,81,61,47,51,56,48,51,48,43,43,46,43,50,75,62,63,73,59,94,80,71,26,2020,Iquique,SAPU,Consultorio General Urbano Dr. Héctor Reyno Gutiérrez
Accidentes del tránsito,22,1,0,0,0,2,0,0,1,0,0,0,1,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2020,Iquique,SAPU,Consultorio General Urbano Dr. Héctor Reyno Gutiérrez
Otras causas externas,3292,115,141,140,131,133,112,107,115,134,132,127,126,99,88,88,75,68,91,81,61,47,51,56,48,51,48,43,43,46,43,50,75,62,63,73,59,94,80,70,26,2020,Iquique,SAPU,Consultorio General Urbano Dr. Héctor Reyno Gutiérrez
DIARREA AGUDA (A00-A09),375,9,16,6,21,13,12,35,40,24,15,32,41,16,3,3,2,5,9,4,12,5,5,0,1,2,5,7,3,0,0,5,2,5,2,3,2,1,5,3,1,2020,Iquique,SAPU,Consultorio General Urbano Dr. Héctor Reyno Gutiérrez
TOTAL DEMÁS CAUSAS,15579,564,625,586,657,609,576,583,681,637,642,574,470,380,401,434,393,416,339,317,268,267,246,255,262,247,262,266,296,283,224,260,267,276,289,265,320,347,340,345,110,2020,Iquique,SAPU,Consultorio General Urbano Dr. Héctor Reyno Gutiérrez
SECCIÓN 2 TOTAL DE HOSPITALIZACIONES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Iquique,SAPU,Consultorio General Urbano Dr. Héctor Reyno Gutiérrez
