Urgencia,Total,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,7053,-,-,-,-,-,-,-,-,-,-,-,-,0,268,431,372,444,445,415,461,414,337,348,250,205,166,138,128,106,83,81,98,174,236,263,292,278,339,281,-,2020,Metropolitano Occidente,SAPU,SAPU Dr. Fernando Monckeberg
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,17239,926,855,809,805,743,740,698,775,696,841,948,738,561,490,426,368,441,432,404,451,399,330,324,238,199,160,135,122,102,83,77,97,169,228,261,286,273,331,278,-,2020,Metropolitano Occidente,SAPU,SAPU Dr. Fernando Monckeberg
TOTAL CAUSAS SISTEMA RESPIRATORIO,4088,217,199,185,170,131,157,155,173,157,227,294,338,244,137,102,64,77,72,62,99,114,113,69,63,48,24,30,19,26,15,22,11,13,39,44,38,30,65,45,-,2020,Metropolitano Occidente,SAPU,SAPU Dr. Fernando Monckeberg
IRA Alta (J00-J06),3318,168,174,163,146,118,134,141,148,132,187,257,283,208,117,86,49,62,58,55,83,87,78,39,39,19,10,19,11,14,8,6,5,11,30,34,27,23,54,35,-,2020,Metropolitano Occidente,SAPU,SAPU Dr. Fernando Monckeberg
Influenza (J09-J11),2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,2020,Metropolitano Occidente,SAPU,SAPU Dr. Fernando Monckeberg
Neumonía (J12-J18),116,3,1,0,0,1,2,0,0,2,2,2,1,0,0,1,0,1,0,1,5,5,5,9,13,14,12,6,4,6,3,5,3,1,1,1,2,1,2,1,-,2020,Metropolitano Occidente,SAPU,SAPU Dr. Fernando Monckeberg
Bronquitis/bronquiolitis aguda (J20-J21),411,35,19,14,16,7,15,12,18,9,28,30,46,22,17,8,10,5,9,4,7,8,17,8,5,10,2,3,3,1,0,3,1,0,4,4,2,2,5,2,-,2020,Metropolitano Occidente,SAPU,SAPU Dr. Fernando Monckeberg
Crisis obstructiva bronquial (J40-J46),143,7,1,6,4,4,5,2,5,2,8,5,5,8,2,7,3,8,3,2,1,6,6,6,1,1,0,2,1,4,1,2,1,1,4,4,6,3,2,4,-,2020,Metropolitano Occidente,SAPU,SAPU Dr. Fernando Monckeberg
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",98,4,4,2,4,1,1,0,2,12,1,0,3,6,1,0,2,1,2,0,3,8,6,7,5,4,0,0,0,1,3,6,1,0,0,1,1,1,2,3,-,2020,Metropolitano Occidente,SAPU,SAPU Dr. Fernando Monckeberg
COVID 19 Sospechoso (U072),1220,0,-,-,-,-,0,0,0,0,0,0,0,1,3,0,3,0,5,30,56,88,123,145,92,67,85,56,62,34,40,28,30,31,52,41,31,30,35,52,-,2020,Metropolitano Occidente,SAPU,SAPU Dr. Fernando Monckeberg
COVID 19 Confirmado (U071),31,0,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,2,1,1,2,1,0,7,1,0,3,0,0,0,0,0,1,1,0,-,2020,Metropolitano Occidente,SAPU,SAPU Dr. Fernando Monckeberg
TOTAL CAUSAS SISTEMA CIRCULATORIO,277,9,7,5,10,6,9,8,7,8,13,7,7,10,6,4,16,9,12,5,12,7,3,10,2,3,7,6,3,4,3,4,1,5,6,7,9,9,8,10,-,2020,Metropolitano Occidente,SAPU,SAPU Dr. Fernando Monckeberg
Infarto agudo miocardio,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-,2020,Metropolitano Occidente,SAPU,SAPU Dr. Fernando Monckeberg
Accidente vascular encefálico,16,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,1,0,0,1,0,0,2,0,1,0,0,2,0,1,0,0,0,0,1,1,1,0,0,0,-,2020,Metropolitano Occidente,SAPU,SAPU Dr. Fernando Monckeberg
Crisis hipertensiva,150,3,1,3,4,0,5,2,2,3,4,5,4,7,3,3,11,7,6,2,7,5,1,8,1,2,4,0,1,2,3,4,1,3,5,4,8,8,4,4,-,2020,Metropolitano Occidente,SAPU,SAPU Dr. Fernando Monckeberg
Arritmia grave,10,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-,2020,Metropolitano Occidente,SAPU,SAPU Dr. Fernando Monckeberg
Otras causas circulatorias,99,6,6,1,6,6,3,5,4,5,6,2,3,3,3,0,2,2,4,2,5,1,0,1,0,1,3,3,2,0,0,0,0,1,0,2,0,1,4,6,-,2020,Metropolitano Occidente,SAPU,SAPU Dr. Fernando Monckeberg
TOTAL TRAUMATISMOS Y ENVENENAMIENTO,1625,104,78,70,79,85,68,78,76,125,90,107,46,47,39,48,44,43,42,47,43,18,6,4,1,3,6,4,3,7,3,1,7,19,19,29,37,34,41,24,-,2020,Metropolitano Occidente,SAPU,SAPU Dr. Fernando Monckeberg
Accidentes del tránsito,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,2020,Metropolitano Occidente,SAPU,SAPU Dr. Fernando Monckeberg
