Urgencia,Total,1,2,3,4,5,6,7,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,11203,1691,1932,2060,1765,1454,1401,900,2022,Antofagasta,Hospital,Hospital Dr. Leonardo Guzmán (Antofagasta)
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,5457,739,838,832,875,909,765,499,2022,Antofagasta,Hospital,Hospital Dr. Leonardo Guzmán (Antofagasta)
TOTAL CAUSAS SISTEMA RESPIRATORIO,429,94,92,64,55,49,55,20,2022,Antofagasta,Hospital,Hospital Dr. Leonardo Guzmán (Antofagasta)
IRA Alta (J00-J06),333,70,72,49,44,41,45,12,2022,Antofagasta,Hospital,Hospital Dr. Leonardo Guzmán (Antofagasta)
Influenza (J09-J11),2,1,1,0,0,0,0,0,2022,Antofagasta,Hospital,Hospital Dr. Leonardo Guzmán (Antofagasta)
Neumonía (J12-J18),25,8,5,3,3,0,2,4,2022,Antofagasta,Hospital,Hospital Dr. Leonardo Guzmán (Antofagasta)
Bronquitis/bronquiolitis aguda (J20-J21),34,8,8,6,2,3,4,3,2022,Antofagasta,Hospital,Hospital Dr. Leonardo Guzmán (Antofagasta)
Crisis obstructiva bronquial (J40-J46),18,4,3,2,4,2,3,0,2022,Antofagasta,Hospital,Hospital Dr. Leonardo Guzmán (Antofagasta)
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",17,3,3,4,2,3,1,1,2022,Antofagasta,Hospital,Hospital Dr. Leonardo Guzmán (Antofagasta)
COVID 19 Sospechoso (U072),695,42,143,204,209,53,28,16,2022,Antofagasta,Hospital,Hospital Dr. Leonardo Guzmán (Antofagasta)
COVID 19 Confirmado (U071),206,5,12,12,32,78,52,15,2022,Antofagasta,Hospital,Hospital Dr. Leonardo Guzmán (Antofagasta)
TOTAL CAUSAS SISTEMA CIRCULATORIO,83,15,16,10,9,12,12,9,2022,Antofagasta,Hospital,Hospital Dr. Leonardo Guzmán (Antofagasta)
Infarto agudo miocardio,24,5,5,2,7,1,2,2,2022,Antofagasta,Hospital,Hospital Dr. Leonardo Guzmán (Antofagasta)
Accidente vascular encefálico,18,4,4,3,1,2,2,2,2022,Antofagasta,Hospital,Hospital Dr. Leonardo Guzmán (Antofagasta)
Crisis hipertensiva,0,0,0,0,0,0,0,0,2022,Antofagasta,Hospital,Hospital Dr. Leonardo Guzmán (Antofagasta)
Arritmia grave,6,0,1,2,0,2,1,0,2022,Antofagasta,Hospital,Hospital Dr. Leonardo Guzmán (Antofagasta)
Otras causas circulatorias,35,6,6,3,1,7,7,5,2022,Antofagasta,Hospital,Hospital Dr. Leonardo Guzmán (Antofagasta)
TOTAL TRAUMATISMOS Y ENVENENAMIENTO,409,70,59,41,66,62,77,34,2022,Antofagasta,Hospital,Hospital Dr. Leonardo Guzmán (Antofagasta)
Accidentes del tránsito,55,11,5,3,11,14,8,3,2022,Antofagasta,Hospital,Hospital Dr. Leonardo Guzmán (Antofagasta)
Lesiones autoinfligidas intencionalmente (X60-X84),0,0,0,0,0,0,0,0,2022,Antofagasta,Hospital,Hospital Dr. Leonardo Guzmán (Antofagasta)
Otras causas externas,354,59,54,38,55,48,69,31,2022,Antofagasta,Hospital,Hospital Dr. Leonardo Guzmán (Antofagasta)
TOTAL CAUSAS DE TRASTORNOS MENTALES (F00-F99),23,8,3,4,0,2,4,2,2022,Antofagasta,Hospital,Hospital Dr. Leonardo Guzmán (Antofagasta)
Ideación Suicida (R458),0,0,0,0,0,0,0,0,2022,Antofagasta,Hospital,Hospital Dr. Leonardo Guzmán (Antofagasta)
Trastornos mentales y del comportamiento debidos al uso de sustancias psicoactivas (F10-F19),0,0,0,0,0,0,0,0,2022,Antofagasta,Hospital,Hospital Dr. Leonardo Guzmán (Antofagasta)
Trastornos del Humor (Afectivos) (F30-F39),7,4,1,0,0,0,2,0,2022,Antofagasta,Hospital,Hospital Dr. Leonardo Guzmán (Antofagasta)
