Urgencia,Total,1,2,3,4,5,6,7,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,0,0,0,0,0,0,0,0,2022,Aconcagua,Hospital,Hospital Psiquiátrico Dr. Philippe Pinel (Putaendo)
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,726,111,103,121,122,103,76,90,2022,Aconcagua,Hospital,Hospital Psiquiátrico Dr. Philippe Pinel (Putaendo)
TOTAL CAUSAS SISTEMA RESPIRATORIO,11,0,1,4,1,1,3,1,2022,Aconcagua,Hospital,Hospital Psiquiátrico Dr. Philippe Pinel (Putaendo)
IRA Alta (J00-J06),11,0,1,4,1,1,3,1,2022,Aconcagua,Hospital,Hospital Psiquiátrico Dr. Philippe Pinel (Putaendo)
Influenza (J09-J11),0,0,0,0,0,0,0,0,2022,Aconcagua,Hospital,Hospital Psiquiátrico Dr. Philippe Pinel (Putaendo)
Neumonía (J12-J18),0,0,0,0,0,0,0,0,2022,Aconcagua,Hospital,Hospital Psiquiátrico Dr. Philippe Pinel (Putaendo)
Bronquitis/bronquiolitis aguda (J20-J21),0,0,0,0,0,0,0,0,2022,Aconcagua,Hospital,Hospital Psiquiátrico Dr. Philippe Pinel (Putaendo)
Crisis obstructiva bronquial (J40-J46),0,0,0,0,0,0,0,0,2022,Aconcagua,Hospital,Hospital Psiquiátrico Dr. Philippe Pinel (Putaendo)
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",0,0,0,0,0,0,0,0,2022,Aconcagua,Hospital,Hospital Psiquiátrico Dr. Philippe Pinel (Putaendo)
COVID 19 Sospechoso (U072),16,0,0,1,4,7,2,2,2022,Aconcagua,Hospital,Hospital Psiquiátrico Dr. Philippe Pinel (Putaendo)
COVID 19 Confirmado (U071),8,0,0,2,0,3,1,2,2022,Aconcagua,Hospital,Hospital Psiquiátrico Dr. Philippe Pinel (Putaendo)
TOTAL CAUSAS SISTEMA CIRCULATORIO,1,0,0,0,0,1,0,0,2022,Aconcagua,Hospital,Hospital Psiquiátrico Dr. Philippe Pinel (Putaendo)
Infarto agudo miocardio,0,0,0,0,0,0,0,0,2022,Aconcagua,Hospital,Hospital Psiquiátrico Dr. Philippe Pinel (Putaendo)
Accidente vascular encefálico,0,0,0,0,0,0,0,0,2022,Aconcagua,Hospital,Hospital Psiquiátrico Dr. Philippe Pinel (Putaendo)
Crisis hipertensiva,1,0,0,0,0,1,0,0,2022,Aconcagua,Hospital,Hospital Psiquiátrico Dr. Philippe Pinel (Putaendo)
Arritmia grave,0,0,0,0,0,0,0,0,2022,Aconcagua,Hospital,Hospital Psiquiátrico Dr. Philippe Pinel (Putaendo)
Otras causas circulatorias,0,0,0,0,0,0,0,0,2022,Aconcagua,Hospital,Hospital Psiquiátrico Dr. Philippe Pinel (Putaendo)
TOTAL TRAUMATISMOS Y ENVENENAMIENTO,13,2,2,5,2,1,0,1,2022,Aconcagua,Hospital,Hospital Psiquiátrico Dr. Philippe Pinel (Putaendo)
Accidentes del tránsito,0,0,0,0,0,0,0,0,2022,Aconcagua,Hospital,Hospital Psiquiátrico Dr. Philippe Pinel (Putaendo)
Lesiones autoinfligidas intencionalmente (X60-X84),13,2,2,5,2,1,0,1,2022,Aconcagua,Hospital,Hospital Psiquiátrico Dr. Philippe Pinel (Putaendo)
Otras causas externas,0,0,0,0,0,0,0,0,2022,Aconcagua,Hospital,Hospital Psiquiátrico Dr. Philippe Pinel (Putaendo)
TOTAL CAUSAS DE TRASTORNOS MENTALES (F00-F99),653,101,98,107,112,88,68,79,2022,Aconcagua,Hospital,Hospital Psiquiátrico Dr. Philippe Pinel (Putaendo)
Ideación Suicida (R458),0,0,0,0,0,0,0,0,2022,Aconcagua,Hospital,Hospital Psiquiátrico Dr. Philippe Pinel (Putaendo)
Trastornos mentales y del comportamiento debidos al uso de sustancias psicoactivas (F10-F19),121,14,22,24,20,10,14,17,2022,Aconcagua,Hospital,Hospital Psiquiátrico Dr. Philippe Pinel (Putaendo)
Trastornos del Humor (Afectivos) (F30-F39),166,41,25,22,30,23,13,12,2022,Aconcagua,Hospital,Hospital Psiquiátrico Dr. Philippe Pinel (Putaendo)
"Trastornos neuróticos, trastornos relacionados con el estrés y trastornos somatomorfos (F40-F48) Incluído el trastorno de pánico (F410)",201,30,24,34,34,28,24,27,2022,Aconcagua,Hospital,Hospital Psiquiátrico Dr. Philippe Pinel (Putaendo)
Otros trastornos mentales no contenidos en las categorías anteriores,165,16,27,27,28,27,17,23,2022,Aconcagua,Hospital,Hospital Psiquiátrico Dr. Philippe Pinel (Putaendo)
DIARREA AGUDA (A00-A09),0,0,0,0,0,0,0,0,2022,Aconcagua,Hospital,Hospital Psiquiátrico Dr. Philippe Pinel (Putaendo)
TOTAL DEMÁS CAUSAS,24,8,2,2,3,2,2,5,2022,Aconcagua,Hospital,Hospital Psiquiátrico Dr. Philippe Pinel (Putaendo)
