Urgencia,Total,1,2,3,4,5,6,7,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,3577,465,516,590,606,531,566,303,2022,Coquimbo,SAPU,SAPU Lila Cortés
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,3248,451,480,496,538,484,510,289,2022,Coquimbo,SAPU,SAPU Lila Cortés
TOTAL CAUSAS SISTEMA RESPIRATORIO,436,62,69,94,55,53,88,15,2022,Coquimbo,SAPU,SAPU Lila Cortés
IRA Alta (J00-J06),343,51,60,82,50,42,46,12,2022,Coquimbo,SAPU,SAPU Lila Cortés
Influenza (J09-J11),0,0,0,0,0,0,0,0,2022,Coquimbo,SAPU,SAPU Lila Cortés
Neumonía (J12-J18),4,0,0,1,1,1,1,0,2022,Coquimbo,SAPU,SAPU Lila Cortés
Bronquitis/bronquiolitis aguda (J20-J21),11,3,0,3,0,3,2,0,2022,Coquimbo,SAPU,SAPU Lila Cortés
Crisis obstructiva bronquial (J40-J46),23,3,5,4,3,3,3,2,2022,Coquimbo,SAPU,SAPU Lila Cortés
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",55,5,4,4,1,4,36,1,2022,Coquimbo,SAPU,SAPU Lila Cortés
COVID 19 Sospechoso (U072),1246,104,127,142,285,227,223,138,2022,Coquimbo,SAPU,SAPU Lila Cortés
COVID 19 Confirmado (U071),23,0,0,4,1,7,1,10,2022,Coquimbo,SAPU,SAPU Lila Cortés
TOTAL CAUSAS SISTEMA CIRCULATORIO,53,12,5,5,5,14,8,4,2022,Coquimbo,SAPU,SAPU Lila Cortés
Infarto agudo miocardio,2,0,0,1,0,1,0,0,2022,Coquimbo,SAPU,SAPU Lila Cortés
Accidente vascular encefálico,2,0,0,0,2,0,0,0,2022,Coquimbo,SAPU,SAPU Lila Cortés
Crisis hipertensiva,22,9,2,1,2,3,4,1,2022,Coquimbo,SAPU,SAPU Lila Cortés
Arritmia grave,1,0,0,0,0,1,0,0,2022,Coquimbo,SAPU,SAPU Lila Cortés
Otras causas circulatorias,26,3,3,3,1,9,4,3,2022,Coquimbo,SAPU,SAPU Lila Cortés
TOTAL TRAUMATISMOS Y ENVENENAMIENTO,203,38,37,34,29,17,30,18,2022,Coquimbo,SAPU,SAPU Lila Cortés
Accidentes del tránsito,0,0,0,0,0,0,0,0,2022,Coquimbo,SAPU,SAPU Lila Cortés
Lesiones autoinfligidas intencionalmente (X60-X84),0,0,0,0,0,0,0,0,2022,Coquimbo,SAPU,SAPU Lila Cortés
Otras causas externas,203,38,37,34,29,17,30,18,2022,Coquimbo,SAPU,SAPU Lila Cortés
TOTAL CAUSAS DE TRASTORNOS MENTALES (F00-F99),40,12,10,2,3,3,5,5,2022,Coquimbo,SAPU,SAPU Lila Cortés
Ideación Suicida (R458),0,0,0,0,0,0,0,0,2022,Coquimbo,SAPU,SAPU Lila Cortés
Trastornos mentales y del comportamiento debidos al uso de sustancias psicoactivas (F10-F19),1,0,1,0,0,0,0,0,2022,Coquimbo,SAPU,SAPU Lila Cortés
Trastornos del Humor (Afectivos) (F30-F39),3,1,0,0,0,1,0,1,2022,Coquimbo,SAPU,SAPU Lila Cortés
"Trastornos neuróticos, trastornos relacionados con el estrés y trastornos somatomorfos (F40-F48) Incluído el trastorno de pánico (F410)",30,8,7,1,3,2,5,4,2022,Coquimbo,SAPU,SAPU Lila Cortés
Otros trastornos mentales no contenidos en las categorías anteriores,6,3,2,1,0,0,0,0,2022,Coquimbo,SAPU,SAPU Lila Cortés
DIARREA AGUDA (A00-A09),51,11,9,10,8,6,4,3,2022,Coquimbo,SAPU,SAPU Lila Cortés
TOTAL DEMÁS CAUSAS,1196,212,223,205,152,157,151,96,2022,Coquimbo,SAPU,SAPU Lila Cortés
SECCIÓN 2 TOTAL DE HOSPITALIZACIONES,0,0,0,0,0,0,0,0,2022,Coquimbo,SAPU,SAPU Lila Cortés
- CAUSAS SISTEMA RESPIRATORIO,0,0,0,0,0,0,0,0,2022,Coquimbo,SAPU,SAPU Lila Cortés
- COVID 19 SOSPECHOSO (U072),0,0,0,0,0,0,0,0,2022,Coquimbo,SAPU,SAPU Lila Cortés
- COVID 19 CONFIRMADO (U071),0,0,0,0,0,0,0,0,2022,Coquimbo,SAPU,SAPU Lila Cortés
- CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0,0,0,2022,Coquimbo,SAPU,SAPU Lila Cortés
- TRAUMATISMOS Y ENVENENAMIENTOS,0,0,0,0,0,0,0,0,2022,Coquimbo,SAPU,SAPU Lila Cortés
- CAUSAS POR TRASTORNOS MENTALES (F00-F99),0,0,0,0,0,0,0,0,2022,Coquimbo,SAPU,SAPU Lila Cortés
- LAS DEMÁS CAUSAS,0,0,0,0,0,0,0,0,2022,Coquimbo,SAPU,SAPU Lila Cortés
CIRUGÍAS DE URGENCIA,0,0,0,0,0,0,0,0,2022,Coquimbo,SAPU,SAPU Lila Cortés
