Urgencia,Total,1,2,3,4,5,6,7,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,426,39,37,49,68,106,127,-,2022,Metropolitano Sur,SUR,SUR Dr. Raúl Moya
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,160,30,29,34,27,19,21,-,2022,Metropolitano Sur,SUR,SUR Dr. Raúl Moya
TOTAL CAUSAS SISTEMA RESPIRATORIO,8,2,3,0,0,1,2,-,2022,Metropolitano Sur,SUR,SUR Dr. Raúl Moya
IRA Alta (J00-J06),7,2,2,0,0,1,2,-,2022,Metropolitano Sur,SUR,SUR Dr. Raúl Moya
Influenza (J09-J11),0,0,0,0,0,0,0,-,2022,Metropolitano Sur,SUR,SUR Dr. Raúl Moya
Neumonía (J12-J18),0,0,0,0,0,0,0,-,2022,Metropolitano Sur,SUR,SUR Dr. Raúl Moya
Bronquitis/bronquiolitis aguda (J20-J21),1,0,1,0,0,0,0,-,2022,Metropolitano Sur,SUR,SUR Dr. Raúl Moya
Crisis obstructiva bronquial (J40-J46),0,0,0,0,0,0,0,-,2022,Metropolitano Sur,SUR,SUR Dr. Raúl Moya
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",0,0,0,0,0,0,0,-,2022,Metropolitano Sur,SUR,SUR Dr. Raúl Moya
COVID 19 Sospechoso (U072),47,6,5,12,12,5,7,-,2022,Metropolitano Sur,SUR,SUR Dr. Raúl Moya
COVID 19 Confirmado (U071),42,2,3,4,13,10,10,-,2022,Metropolitano Sur,SUR,SUR Dr. Raúl Moya
TOTAL CAUSAS SISTEMA CIRCULATORIO,1,0,0,0,0,1,0,-,2022,Metropolitano Sur,SUR,SUR Dr. Raúl Moya
Infarto agudo miocardio,0,0,0,0,0,0,0,-,2022,Metropolitano Sur,SUR,SUR Dr. Raúl Moya
Accidente vascular encefálico,0,0,0,0,0,0,0,-,2022,Metropolitano Sur,SUR,SUR Dr. Raúl Moya
Crisis hipertensiva,0,0,0,0,0,0,0,-,2022,Metropolitano Sur,SUR,SUR Dr. Raúl Moya
Arritmia grave,1,0,0,0,0,1,0,-,2022,Metropolitano Sur,SUR,SUR Dr. Raúl Moya
Otras causas circulatorias,0,0,0,0,0,0,0,-,2022,Metropolitano Sur,SUR,SUR Dr. Raúl Moya
TOTAL TRAUMATISMOS Y ENVENENAMIENTO,9,5,0,2,0,1,1,-,2022,Metropolitano Sur,SUR,SUR Dr. Raúl Moya
Accidentes del tránsito,0,0,0,0,0,0,0,-,2022,Metropolitano Sur,SUR,SUR Dr. Raúl Moya
Lesiones autoinfligidas intencionalmente (X60-X84),0,0,0,0,0,0,0,-,2022,Metropolitano Sur,SUR,SUR Dr. Raúl Moya
Otras causas externas,9,5,0,2,0,1,1,-,2022,Metropolitano Sur,SUR,SUR Dr. Raúl Moya
TOTAL CAUSAS DE TRASTORNOS MENTALES (F00-F99),0,0,0,0,0,0,0,-,2022,Metropolitano Sur,SUR,SUR Dr. Raúl Moya
Ideación Suicida (R458),0,0,0,0,0,0,0,-,2022,Metropolitano Sur,SUR,SUR Dr. Raúl Moya
Trastornos mentales y del comportamiento debidos al uso de sustancias psicoactivas (F10-F19),0,0,0,0,0,0,0,-,2022,Metropolitano Sur,SUR,SUR Dr. Raúl Moya
Trastornos del Humor (Afectivos) (F30-F39),0,0,0,0,0,0,0,-,2022,Metropolitano Sur,SUR,SUR Dr. Raúl Moya
"Trastornos neuróticos, trastornos relacionados con el estrés y trastornos somatomorfos (F40-F48) Incluído el trastorno de pánico (F410)",0,0,0,0,0,0,0,-,2022,Metropolitano Sur,SUR,SUR Dr. Raúl Moya
Otros trastornos mentales no contenidos en las categorías anteriores,0,0,0,0,0,0,0,-,2022,Metropolitano Sur,SUR,SUR Dr. Raúl Moya
DIARREA AGUDA (A00-A09),2,1,0,1,0,0,0,-,2022,Metropolitano Sur,SUR,SUR Dr. Raúl Moya
TOTAL DEMÁS CAUSAS,51,14,18,15,2,1,1,-,2022,Metropolitano Sur,SUR,SUR Dr. Raúl Moya
SECCIÓN 2 TOTAL DE HOSPITALIZACIONES,0,0,0,0,0,0,0,-,2022,Metropolitano Sur,SUR,SUR Dr. Raúl Moya
- CAUSAS SISTEMA RESPIRATORIO,0,0,0,0,0,0,0,-,2022,Metropolitano Sur,SUR,SUR Dr. Raúl Moya
- COVID 19 SOSPECHOSO (U072),0,0,0,0,0,0,0,-,2022,Metropolitano Sur,SUR,SUR Dr. Raúl Moya
- COVID 19 CONFIRMADO (U071),0,0,0,0,0,0,0,-,2022,Metropolitano Sur,SUR,SUR Dr. Raúl Moya
- CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0,0,-,2022,Metropolitano Sur,SUR,SUR Dr. Raúl Moya
- TRAUMATISMOS Y ENVENENAMIENTOS,0,0,0,0,0,0,0,-,2022,Metropolitano Sur,SUR,SUR Dr. Raúl Moya
- CAUSAS POR TRASTORNOS MENTALES (F00-F99),0,0,0,0,0,0,0,-,2022,Metropolitano Sur,SUR,SUR Dr. Raúl Moya
- LAS DEMÁS CAUSAS,0,0,0,0,0,0,0,-,2022,Metropolitano Sur,SUR,SUR Dr. Raúl Moya
CIRUGÍAS DE URGENCIA,0,0,0,0,0,0,0,-,2022,Metropolitano Sur,SUR,SUR Dr. Raúl Moya
