Urgencia,Total,1,2,3,4,5,6,7,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,5050,709,828,919,886,755,671,282,2022,Magallanes,Hospital,Hospital Dr. Augusto Essmann Burgos ( Natales)
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,4448,659,723,794,748,689,588,247,2022,Magallanes,Hospital,Hospital Dr. Augusto Essmann Burgos ( Natales)
TOTAL CAUSAS SISTEMA RESPIRATORIO,275,68,72,46,32,21,19,17,2022,Magallanes,Hospital,Hospital Dr. Augusto Essmann Burgos ( Natales)
IRA Alta (J00-J06),188,52,51,34,25,8,6,12,2022,Magallanes,Hospital,Hospital Dr. Augusto Essmann Burgos ( Natales)
Influenza (J09-J11),1,0,1,0,0,0,0,0,2022,Magallanes,Hospital,Hospital Dr. Augusto Essmann Burgos ( Natales)
Neumonía (J12-J18),7,1,2,0,0,1,3,0,2022,Magallanes,Hospital,Hospital Dr. Augusto Essmann Burgos ( Natales)
Bronquitis/bronquiolitis aguda (J20-J21),21,7,5,2,2,5,0,0,2022,Magallanes,Hospital,Hospital Dr. Augusto Essmann Burgos ( Natales)
Crisis obstructiva bronquial (J40-J46),24,2,4,3,4,3,5,3,2022,Magallanes,Hospital,Hospital Dr. Augusto Essmann Burgos ( Natales)
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",34,6,9,7,1,4,5,2,2022,Magallanes,Hospital,Hospital Dr. Augusto Essmann Burgos ( Natales)
COVID 19 Sospechoso (U072),1247,61,180,282,246,266,155,57,2022,Magallanes,Hospital,Hospital Dr. Augusto Essmann Burgos ( Natales)
COVID 19 Confirmado (U071),122,6,3,31,37,26,16,3,2022,Magallanes,Hospital,Hospital Dr. Augusto Essmann Burgos ( Natales)
TOTAL CAUSAS SISTEMA CIRCULATORIO,81,16,15,12,15,11,9,3,2022,Magallanes,Hospital,Hospital Dr. Augusto Essmann Burgos ( Natales)
Infarto agudo miocardio,1,0,0,0,0,0,0,1,2022,Magallanes,Hospital,Hospital Dr. Augusto Essmann Burgos ( Natales)
Accidente vascular encefálico,3,1,0,0,0,0,2,0,2022,Magallanes,Hospital,Hospital Dr. Augusto Essmann Burgos ( Natales)
Crisis hipertensiva,29,5,4,4,8,7,1,0,2022,Magallanes,Hospital,Hospital Dr. Augusto Essmann Burgos ( Natales)
Arritmia grave,11,2,2,3,1,2,1,0,2022,Magallanes,Hospital,Hospital Dr. Augusto Essmann Burgos ( Natales)
Otras causas circulatorias,37,8,9,5,6,2,5,2,2022,Magallanes,Hospital,Hospital Dr. Augusto Essmann Burgos ( Natales)
TOTAL TRAUMATISMOS Y ENVENENAMIENTO,593,97,87,114,89,91,77,38,2022,Magallanes,Hospital,Hospital Dr. Augusto Essmann Burgos ( Natales)
Accidentes del tránsito,26,4,3,10,5,2,0,2,2022,Magallanes,Hospital,Hospital Dr. Augusto Essmann Burgos ( Natales)
Lesiones autoinfligidas intencionalmente (X60-X84),1,0,1,0,0,0,0,0,2022,Magallanes,Hospital,Hospital Dr. Augusto Essmann Burgos ( Natales)
Otras causas externas,566,93,83,104,84,89,77,36,2022,Magallanes,Hospital,Hospital Dr. Augusto Essmann Burgos ( Natales)
TOTAL CAUSAS DE TRASTORNOS MENTALES (F00-F99),62,9,10,9,8,10,16,0,2022,Magallanes,Hospital,Hospital Dr. Augusto Essmann Burgos ( Natales)
Ideación Suicida (R458),2,0,0,0,0,2,0,0,2022,Magallanes,Hospital,Hospital Dr. Augusto Essmann Burgos ( Natales)
Trastornos mentales y del comportamiento debidos al uso de sustancias psicoactivas (F10-F19),5,1,2,1,0,0,1,0,2022,Magallanes,Hospital,Hospital Dr. Augusto Essmann Burgos ( Natales)
Trastornos del Humor (Afectivos) (F30-F39),5,0,0,0,0,3,2,0,2022,Magallanes,Hospital,Hospital Dr. Augusto Essmann Burgos ( Natales)
"Trastornos neuróticos, trastornos relacionados con el estrés y trastornos somatomorfos (F40-F48) Incluído el trastorno de pánico (F410)",43,6,7,8,8,3,11,0,2022,Magallanes,Hospital,Hospital Dr. Augusto Essmann Burgos ( Natales)
Otros trastornos mentales no contenidos en las categorías anteriores,7,2,1,0,0,2,2,0,2022,Magallanes,Hospital,Hospital Dr. Augusto Essmann Burgos ( Natales)
DIARREA AGUDA (A00-A09),161,50,33,29,20,12,13,4,2022,Magallanes,Hospital,Hospital Dr. Augusto Essmann Burgos ( Natales)
