Urgencia,Total,1,2,3,4,5,6,7,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,6277,822,843,885,1224,1216,722,565,2022,Viña Del Mar Quillota,Hospital,Hospital Santo Tomás (Limache)
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,4799,619,671,690,849,858,673,439,2022,Viña Del Mar Quillota,Hospital,Hospital Santo Tomás (Limache)
TOTAL CAUSAS SISTEMA RESPIRATORIO,774,77,93,121,160,139,118,66,2022,Viña Del Mar Quillota,Hospital,Hospital Santo Tomás (Limache)
IRA Alta (J00-J06),614,56,76,99,138,121,76,48,2022,Viña Del Mar Quillota,Hospital,Hospital Santo Tomás (Limache)
Influenza (J09-J11),31,3,5,6,0,0,14,3,2022,Viña Del Mar Quillota,Hospital,Hospital Santo Tomás (Limache)
Neumonía (J12-J18),47,8,2,9,4,6,10,8,2022,Viña Del Mar Quillota,Hospital,Hospital Santo Tomás (Limache)
Bronquitis/bronquiolitis aguda (J20-J21),50,6,5,4,11,9,11,4,2022,Viña Del Mar Quillota,Hospital,Hospital Santo Tomás (Limache)
Crisis obstructiva bronquial (J40-J46),16,4,1,2,3,2,3,1,2022,Viña Del Mar Quillota,Hospital,Hospital Santo Tomás (Limache)
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",16,0,4,1,4,1,4,2,2022,Viña Del Mar Quillota,Hospital,Hospital Santo Tomás (Limache)
COVID 19 Sospechoso (U072),419,11,18,46,59,131,100,54,2022,Viña Del Mar Quillota,Hospital,Hospital Santo Tomás (Limache)
COVID 19 Confirmado (U071),291,3,6,39,91,70,40,42,2022,Viña Del Mar Quillota,Hospital,Hospital Santo Tomás (Limache)
TOTAL CAUSAS SISTEMA CIRCULATORIO,121,29,21,11,14,15,18,13,2022,Viña Del Mar Quillota,Hospital,Hospital Santo Tomás (Limache)
Infarto agudo miocardio,8,1,1,0,3,1,1,1,2022,Viña Del Mar Quillota,Hospital,Hospital Santo Tomás (Limache)
Accidente vascular encefálico,19,6,2,2,3,4,1,1,2022,Viña Del Mar Quillota,Hospital,Hospital Santo Tomás (Limache)
Crisis hipertensiva,23,5,3,2,2,2,5,4,2022,Viña Del Mar Quillota,Hospital,Hospital Santo Tomás (Limache)
Arritmia grave,15,1,2,2,1,2,4,3,2022,Viña Del Mar Quillota,Hospital,Hospital Santo Tomás (Limache)
Otras causas circulatorias,56,16,13,5,5,6,7,4,2022,Viña Del Mar Quillota,Hospital,Hospital Santo Tomás (Limache)
TOTAL TRAUMATISMOS Y ENVENENAMIENTO,8,1,2,0,0,3,1,1,2022,Viña Del Mar Quillota,Hospital,Hospital Santo Tomás (Limache)
Accidentes del tránsito,0,0,0,0,0,0,0,0,2022,Viña Del Mar Quillota,Hospital,Hospital Santo Tomás (Limache)
Lesiones autoinfligidas intencionalmente (X60-X84),4,1,0,0,0,2,0,1,2022,Viña Del Mar Quillota,Hospital,Hospital Santo Tomás (Limache)
Otras causas externas,4,0,2,0,0,1,1,0,2022,Viña Del Mar Quillota,Hospital,Hospital Santo Tomás (Limache)
TOTAL CAUSAS DE TRASTORNOS MENTALES (F00-F99),99,18,16,12,15,15,13,10,2022,Viña Del Mar Quillota,Hospital,Hospital Santo Tomás (Limache)
Ideación Suicida (R458),0,0,0,0,0,0,0,0,2022,Viña Del Mar Quillota,Hospital,Hospital Santo Tomás (Limache)
Trastornos mentales y del comportamiento debidos al uso de sustancias psicoactivas (F10-F19),6,0,2,2,0,2,0,0,2022,Viña Del Mar Quillota,Hospital,Hospital Santo Tomás (Limache)
Trastornos del Humor (Afectivos) (F30-F39),18,5,3,3,1,1,3,2,2022,Viña Del Mar Quillota,Hospital,Hospital Santo Tomás (Limache)
"Trastornos neuróticos, trastornos relacionados con el estrés y trastornos somatomorfos (F40-F48) Incluído el trastorno de pánico (F410)",57,11,10,4,8,11,9,4,2022,Viña Del Mar Quillota,Hospital,Hospital Santo Tomás (Limache)
Otros trastornos mentales no contenidos en las categorías anteriores,18,2,1,3,6,1,1,4,2022,Viña Del Mar Quillota,Hospital,Hospital Santo Tomás (Limache)
DIARREA AGUDA (A00-A09),126,19,23,17,17,14,21,15,2022,Viña Del Mar Quillota,Hospital,Hospital Santo Tomás (Limache)
