Urgencia,Total,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,1,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Libertador B. O'Higgins,Hospital,Hospital de Pichilemu
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,15498,765,685,695,748,792,848,867,930,734,482,572,431,267,264,247,248,232,238,250,221,227,162,200,166,172,197,223,262,243,262,285,271,278,278,314,321,312,326,376,107,2020,Libertador B. O'Higgins,Hospital,Hospital de Pichilemu
TOTAL CAUSAS SISTEMA RESPIRATORIO,1425,92,61,72,89,89,90,85,114,78,64,69,125,54,42,31,32,15,19,14,18,7,10,13,8,11,8,8,3,1,16,2,5,5,10,16,8,14,7,9,11,2020,Libertador B. O'Higgins,Hospital,Hospital de Pichilemu
IRA Alta (J00-J06),300,3,10,12,20,17,16,27,22,17,18,6,38,9,6,6,8,1,7,3,2,1,2,2,2,6,1,3,1,0,11,0,1,0,3,3,2,1,2,1,10,2020,Libertador B. O'Higgins,Hospital,Hospital de Pichilemu
Influenza (J09-J11),2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Libertador B. O'Higgins,Hospital,Hospital de Pichilemu
Neumonía (J12-J18),58,3,4,2,0,3,5,4,5,2,3,1,4,0,2,3,3,3,0,3,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,0,0,2,0,0,2020,Libertador B. O'Higgins,Hospital,Hospital de Pichilemu
Bronquitis/bronquiolitis aguda (J20-J21),164,15,8,7,9,13,6,7,15,11,12,8,17,6,7,3,5,3,1,2,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,0,2020,Libertador B. O'Higgins,Hospital,Hospital de Pichilemu
Crisis obstructiva bronquial (J40-J46),21,0,1,2,1,5,2,0,2,1,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Libertador B. O'Higgins,Hospital,Hospital de Pichilemu
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",880,71,38,49,59,51,61,46,70,47,30,52,64,38,27,19,15,7,11,6,14,6,7,10,5,5,7,3,1,1,4,1,4,5,7,10,5,13,2,8,1,2020,Libertador B. O'Higgins,Hospital,Hospital de Pichilemu
COVID 19 Sospechoso (U072),636,-,-,-,-,-,0,0,0,0,0,0,5,4,2,0,1,0,2,9,15,40,11,14,14,23,16,24,19,39,37,34,46,26,18,46,47,35,45,57,7,2020,Libertador B. O'Higgins,Hospital,Hospital de Pichilemu
COVID 19 Confirmado (U071),13,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,3,0,0,0,0,0,0,5,0,0,0,0,0,0,2020,Libertador B. O'Higgins,Hospital,Hospital de Pichilemu
TOTAL CAUSAS SISTEMA CIRCULATORIO,688,8,20,15,22,31,43,33,29,24,17,25,22,16,18,12,30,19,16,21,13,8,9,7,6,17,9,25,19,10,12,14,14,19,17,17,11,9,14,12,5,2020,Libertador B. O'Higgins,Hospital,Hospital de Pichilemu
Infarto agudo miocardio,8,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2020,Libertador B. O'Higgins,Hospital,Hospital de Pichilemu
Accidente vascular encefálico,29,0,0,0,1,0,0,2,1,0,1,0,0,4,0,0,0,3,1,1,0,3,0,0,0,0,0,1,1,0,1,2,1,2,2,0,0,0,1,1,0,2020,Libertador B. O'Higgins,Hospital,Hospital de Pichilemu
Crisis hipertensiva,80,2,4,2,4,6,4,5,3,3,3,1,1,2,5,1,0,1,1,2,1,2,0,4,0,0,0,4,5,2,2,2,2,1,0,0,2,0,2,1,0,2020,Libertador B. O'Higgins,Hospital,Hospital de Pichilemu
Arritmia grave,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,2020,Libertador B. O'Higgins,Hospital,Hospital de Pichilemu
Otras causas circulatorias,562,6,15,13,17,25,39,26,25,21,13,24,21,10,11,11,30,14,14,18,12,2,8,3,6,14,8,19,12,8,9,9,10,16,14,17,8,9,11,9,5,2020,Libertador B. O'Higgins,Hospital,Hospital de Pichilemu
TOTAL TRAUMATISMOS Y ENVENENAMIENTO,3914,132,223,318,359,281,261,273,304,352,256,209,91,41,59,38,27,23,32,33,34,90,15,24,16,15,13,19,23,23,24,20,22,39,19,31,47,36,38,40,14,2020,Libertador B. O'Higgins,Hospital,Hospital de Pichilemu
Accidentes del tránsito,26,1,0,1,0,0,0,4,8,1,0,2,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2,0,0,2020,Libertador B. O'Higgins,Hospital,Hospital de Pichilemu
Otras causas externas,3888,131,223,317,359,281,261,269,296,351,256,207,91,41,59,37,27,23,32,33,32,90,15,24,16,15,13,19,23,23,24,20,21,39,19,31,44,36,36,40,14,2020,Libertador B. O'Higgins,Hospital,Hospital de Pichilemu
DIARREA AGUDA (A00-A09),173,7,11,6,3,2,8,7,20,1,2,4,2,1,0,6,2,2,1,2,0,0,1,0,2,1,0,0,1,0,1,4,3,3,12,0,6,1,9,42,0,2020,Libertador B. O'Higgins,Hospital,Hospital de Pichilemu
TOTAL DEMÁS CAUSAS,8660,526,370,284,275,389,446,469,463,279,143,265,191,155,145,160,156,173,168,171,141,81,114,142,120,105,149,144,197,170,172,211,181,186,197,204,202,217,213,216,70,2020,Libertador B. O'Higgins,Hospital,Hospital de Pichilemu
SECCIÓN 2 TOTAL DE HOSPITALIZACIONES,374,12,11,12,11,9,12,11,10,11,9,13,8,12,5,9,9,8,8,4,5,5,22,12,6,10,9,11,12,7,9,9,6,7,6,9,6,7,7,20,5,2020,Libertador B. O'Higgins,Hospital,Hospital de Pichilemu
- CAUSAS SISTEMA CIRCULATORIO,68,2,1,3,2,0,1,0,4,2,0,3,1,4,1,1,0,1,2,0,1,1,0,0,0,3,1,3,3,1,3,2,2,3,4,2,3,2,1,2,3,2020,Libertador B. O'Higgins,Hospital,Hospital de Pichilemu
- CAUSAS SISTEMA RESPIRATORIO,35,3,1,1,4,1,1,4,1,1,2,1,0,0,0,1,4,0,0,1,0,0,0,3,1,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2020,Libertador B. O'Higgins,Hospital,Hospital de Pichilemu
- SOSPECHA CORONAVIRUS (U072),16,-,-,-,-,-,-,-,-,-,-,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,1,2,0,0,1,3,1,0,0,0,0,1,1,1,0,2020,Libertador B. O'Higgins,Hospital,Hospital de Pichilemu
- CORONAVIRUS (U071),5,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Libertador B. O'Higgins,Hospital,Hospital de Pichilemu
- TRAUMATISMOS Y ENVENENAMIENTOS,19,0,0,0,1,1,4,3,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,2020,Libertador B. O'Higgins,Hospital,Hospital de Pichilemu
- LAS DEMÁS CAUSAS,233,7,9,8,4,7,6,4,5,8,7,8,7,8,2,7,5,7,6,3,1,3,21,6,4,5,5,5,9,6,5,4,3,2,2,4,3,4,5,17,1,2020,Libertador B. O'Higgins,Hospital,Hospital de Pichilemu
CIRUGÍAS DE URGENCIA,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Libertador B. O'Higgins,Hospital,Hospital de Pichilemu
