Urgencia,Total,1,2,3,4,5,6,7,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,7034,862,914,1009,1169,1193,1041,846,2022,Concepción,Hospital,Hospital de Lota
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,6254,776,832,929,1058,1032,884,743,2022,Concepción,Hospital,Hospital de Lota
TOTAL CAUSAS SISTEMA RESPIRATORIO,720,103,68,93,139,124,106,87,2022,Concepción,Hospital,Hospital de Lota
IRA Alta (J00-J06),427,66,42,66,96,68,44,45,2022,Concepción,Hospital,Hospital de Lota
Influenza (J09-J11),47,7,1,2,1,17,12,7,2022,Concepción,Hospital,Hospital de Lota
Neumonía (J12-J18),60,7,5,7,13,12,12,4,2022,Concepción,Hospital,Hospital de Lota
Bronquitis/bronquiolitis aguda (J20-J21),97,8,3,14,19,12,25,16,2022,Concepción,Hospital,Hospital de Lota
Crisis obstructiva bronquial (J40-J46),32,6,10,1,6,6,1,2,2022,Concepción,Hospital,Hospital de Lota
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",57,9,7,3,4,9,12,13,2022,Concepción,Hospital,Hospital de Lota
COVID 19 Sospechoso (U072),1068,73,90,133,220,250,180,122,2022,Concepción,Hospital,Hospital de Lota
COVID 19 Confirmado (U071),179,8,8,12,16,38,39,58,2022,Concepción,Hospital,Hospital de Lota
TOTAL CAUSAS SISTEMA CIRCULATORIO,160,22,23,21,35,15,23,21,2022,Concepción,Hospital,Hospital de Lota
Infarto agudo miocardio,4,1,1,0,2,0,0,0,2022,Concepción,Hospital,Hospital de Lota
Accidente vascular encefálico,25,1,5,3,8,4,3,1,2022,Concepción,Hospital,Hospital de Lota
Crisis hipertensiva,23,4,2,3,4,3,4,3,2022,Concepción,Hospital,Hospital de Lota
Arritmia grave,5,2,0,1,2,0,0,0,2022,Concepción,Hospital,Hospital de Lota
Otras causas circulatorias,103,14,15,14,19,8,16,17,2022,Concepción,Hospital,Hospital de Lota
TOTAL TRAUMATISMOS Y ENVENENAMIENTO,749,82,139,120,115,115,89,89,2022,Concepción,Hospital,Hospital de Lota
Accidentes del tránsito,20,1,0,5,0,5,2,7,2022,Concepción,Hospital,Hospital de Lota
Lesiones autoinfligidas intencionalmente (X60-X84),0,0,0,0,0,0,0,0,2022,Concepción,Hospital,Hospital de Lota
Otras causas externas,729,81,139,115,115,110,87,82,2022,Concepción,Hospital,Hospital de Lota
TOTAL CAUSAS DE TRASTORNOS MENTALES (F00-F99),112,17,21,17,17,17,16,7,2022,Concepción,Hospital,Hospital de Lota
Ideación Suicida (R458),5,0,1,0,0,2,0,2,2022,Concepción,Hospital,Hospital de Lota
Trastornos mentales y del comportamiento debidos al uso de sustancias psicoactivas (F10-F19),22,5,6,2,4,5,0,0,2022,Concepción,Hospital,Hospital de Lota
Trastornos del Humor (Afectivos) (F30-F39),6,0,1,2,0,2,1,0,2022,Concepción,Hospital,Hospital de Lota
"Trastornos neuróticos, trastornos relacionados con el estrés y trastornos somatomorfos (F40-F48) Incluído el trastorno de pánico (F410)",55,9,10,8,8,6,9,5,2022,Concepción,Hospital,Hospital de Lota
Otros trastornos mentales no contenidos en las categorías anteriores,24,3,3,5,5,2,6,0,2022,Concepción,Hospital,Hospital de Lota
DIARREA AGUDA (A00-A09),330,39,51,54,82,52,26,26,2022,Concepción,Hospital,Hospital de Lota
TOTAL DEMÁS CAUSAS,2936,432,432,479,434,421,405,333,2022,Concepción,Hospital,Hospital de Lota
SECCIÓN 2 TOTAL DE HOSPITALIZACIONES,308,55,42,46,44,46,36,39,2022,Concepción,Hospital,Hospital de Lota
- CAUSAS SISTEMA RESPIRATORIO,48,9,7,4,7,8,6,7,2022,Concepción,Hospital,Hospital de Lota
- COVID 19 SOSPECHOSO (U072),1,0,0,0,1,0,0,0,2022,Concepción,Hospital,Hospital de Lota
- COVID 19 CONFIRMADO (U071),22,5,2,4,1,3,2,5,2022,Concepción,Hospital,Hospital de Lota
- CAUSAS SISTEMA CIRCULATORIO,32,6,3,4,6,4,7,2,2022,Concepción,Hospital,Hospital de Lota
- TRAUMATISMOS Y ENVENENAMIENTOS,14,0,2,2,5,3,0,2,2022,Concepción,Hospital,Hospital de Lota
- CAUSAS POR TRASTORNOS MENTALES (F00-F99),18,2,4,3,2,5,1,1,2022,Concepción,Hospital,Hospital de Lota
- LAS DEMÁS CAUSAS,173,33,24,29,22,23,20,22,2022,Concepción,Hospital,Hospital de Lota
CIRUGÍAS DE URGENCIA,34,0,0,0,0,0,0,34,2022,Concepción,Hospital,Hospital de Lota
