Urgencia,Total,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,2921,-,-,-,-,-,-,-,-,-,-,-,-,122,152,103,66,113,84,107,96,81,75,79,79,82,104,112,122,138,109,134,143,111,77,98,91,148,130,153,12,2020,Atacama,SAPU,Centro de Salud Salvador Allende Gossens
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,6406,370,383,377,387,344,332,324,316,329,365,403,362,174,111,87,44,56,55,64,65,43,48,62,52,50,77,67,91,110,70,81,99,82,47,73,59,108,94,134,11,2020,Atacama,SAPU,Centro de Salud Salvador Allende Gossens
TOTAL CAUSAS SISTEMA RESPIRATORIO,1689,122,108,106,105,74,72,60,56,72,96,118,183,122,65,34,26,22,21,26,27,16,18,20,10,10,8,26,4,6,2,2,7,8,1,7,4,12,8,4,1,2020,Atacama,SAPU,Centro de Salud Salvador Allende Gossens
IRA Alta (J00-J06),1302,94,76,79,90,55,53,49,45,59,81,95,150,97,45,26,16,17,16,19,14,13,12,11,5,8,7,21,4,2,2,0,6,8,1,4,4,8,6,3,1,2020,Atacama,SAPU,Centro de Salud Salvador Allende Gossens
Influenza (J09-J11),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Atacama,SAPU,Centro de Salud Salvador Allende Gossens
Neumonía (J12-J18),34,1,3,4,7,3,3,0,1,1,0,0,0,0,3,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Atacama,SAPU,Centro de Salud Salvador Allende Gossens
Bronquitis/bronquiolitis aguda (J20-J21),203,18,18,13,7,13,13,5,5,8,10,11,21,15,9,2,7,1,5,0,9,1,2,1,2,1,0,2,0,2,0,1,0,0,0,0,0,1,0,0,0,2020,Atacama,SAPU,Centro de Salud Salvador Allende Gossens
Crisis obstructiva bronquial (J40-J46),60,3,4,4,1,1,3,3,2,1,2,0,6,5,5,1,1,3,0,2,2,0,1,1,0,1,1,3,0,2,0,0,1,0,0,0,0,0,0,1,0,2020,Atacama,SAPU,Centro de Salud Salvador Allende Gossens
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",89,6,7,6,0,2,0,2,3,3,3,12,6,5,3,1,1,0,0,4,2,2,3,6,3,0,0,0,0,0,0,1,0,0,0,3,0,3,2,0,0,2020,Atacama,SAPU,Centro de Salud Salvador Allende Gossens
COVID 19 Sospechoso (U072),582,-,-,-,-,-,0,0,0,0,0,0,1,4,0,7,3,3,3,15,7,9,4,15,16,17,35,11,53,61,35,53,56,34,31,28,22,20,18,18,3,2020,Atacama,SAPU,Centro de Salud Salvador Allende Gossens
COVID 19 Confirmado (U071),1,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Atacama,SAPU,Centro de Salud Salvador Allende Gossens
TOTAL CAUSAS SISTEMA CIRCULATORIO,160,8,11,7,10,7,7,11,6,13,4,7,3,2,2,0,3,1,1,2,6,0,1,0,3,1,2,0,6,1,1,2,3,1,0,2,3,8,3,12,0,2020,Atacama,SAPU,Centro de Salud Salvador Allende Gossens
Infarto agudo miocardio,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Atacama,SAPU,Centro de Salud Salvador Allende Gossens
Accidente vascular encefálico,8,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2020,Atacama,SAPU,Centro de Salud Salvador Allende Gossens
Crisis hipertensiva,84,4,8,5,6,0,2,6,3,3,2,5,0,2,1,0,3,0,0,0,3,0,0,0,2,0,1,0,4,1,1,2,1,1,0,2,0,5,2,9,0,2020,Atacama,SAPU,Centro de Salud Salvador Allende Gossens
Arritmia grave,4,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Atacama,SAPU,Centro de Salud Salvador Allende Gossens
Otras causas circulatorias,63,3,2,2,4,7,5,4,2,6,2,2,3,0,1,0,0,1,1,1,2,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,3,3,1,3,0,2020,Atacama,SAPU,Centro de Salud Salvador Allende Gossens
TOTAL TRAUMATISMOS Y ENVENENAMIENTO,554,29,46,25,41,31,22,38,40,32,25,43,19,5,10,9,1,10,3,5,3,5,6,3,7,2,7,4,5,8,4,5,4,5,3,8,6,10,13,11,1,2020,Atacama,SAPU,Centro de Salud Salvador Allende Gossens
Accidentes del tránsito,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Atacama,SAPU,Centro de Salud Salvador Allende Gossens
Otras causas externas,554,29,46,25,41,31,22,38,40,32,25,43,19,5,10,9,1,10,3,5,3,5,6,3,7,2,7,4,5,8,4,5,4,5,3,8,6,10,13,11,1,2020,Atacama,SAPU,Centro de Salud Salvador Allende Gossens
DIARREA AGUDA (A00-A09),84,5,10,19,6,9,8,2,8,0,0,1,2,2,1,0,2,0,0,0,1,0,1,0,0,1,0,3,0,0,0,2,0,0,0,1,0,0,0,0,0,2020,Atacama,SAPU,Centro de Salud Salvador Allende Gossens
TOTAL DEMÁS CAUSAS,3341,206,208,220,225,223,223,213,206,212,240,234,155,43,33,37,9,20,27,16,21,13,18,24,16,18,25,23,23,34,28,17,29,34,12,27,24,58,52,89,6,2020,Atacama,SAPU,Centro de Salud Salvador Allende Gossens
SECCIÓN 2 TOTAL DE HOSPITALIZACIONES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Atacama,SAPU,Centro de Salud Salvador Allende Gossens
- CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Atacama,SAPU,Centro de Salud Salvador Allende Gossens
- CAUSAS SISTEMA RESPIRATORIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Atacama,SAPU,Centro de Salud Salvador Allende Gossens
- SOSPECHA CORONAVIRUS (U072),0,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Atacama,SAPU,Centro de Salud Salvador Allende Gossens
- CORONAVIRUS (U071),0,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Atacama,SAPU,Centro de Salud Salvador Allende Gossens
- TRAUMATISMOS Y ENVENENAMIENTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Atacama,SAPU,Centro de Salud Salvador Allende Gossens
- LAS DEMÁS CAUSAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Atacama,SAPU,Centro de Salud Salvador Allende Gossens
CIRUGÍAS DE URGENCIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Atacama,SAPU,Centro de Salud Salvador Allende Gossens
