Urgencia,Total,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,63,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,21,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Metropolitano Oriente,SAPU,SAPU Aguilucho
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,4513,125,240,241,213,221,143,183,185,194,206,235,192,72,67,69,58,77,83,103,107,101,93,92,61,55,51,53,67,72,65,68,65,64,81,91,104,97,89,114,16,2020,Metropolitano Oriente,SAPU,SAPU Aguilucho
TOTAL CAUSAS SISTEMA RESPIRATORIO,614,20,38,35,33,35,24,27,30,26,32,61,81,16,13,15,11,9,5,10,11,8,13,15,4,9,7,0,0,1,2,1,0,1,3,2,5,2,2,6,1,2020,Metropolitano Oriente,SAPU,SAPU Aguilucho
IRA Alta (J00-J06),389,16,23,19,24,24,16,13,20,18,20,45,53,9,10,11,7,7,2,6,7,3,7,7,2,4,1,0,0,1,1,1,0,1,2,1,2,2,1,2,1,2020,Metropolitano Oriente,SAPU,SAPU Aguilucho
Influenza (J09-J11),22,0,1,5,0,1,1,2,0,1,1,4,3,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Metropolitano Oriente,SAPU,SAPU Aguilucho
Neumonía (J12-J18),38,0,1,2,2,1,1,0,1,4,2,0,5,0,1,1,0,1,0,1,0,0,2,4,2,2,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2020,Metropolitano Oriente,SAPU,SAPU Aguilucho
Bronquitis/bronquiolitis aguda (J20-J21),95,3,8,7,1,4,2,3,5,1,7,9,17,4,2,1,1,0,3,2,2,4,4,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2020,Metropolitano Oriente,SAPU,SAPU Aguilucho
Crisis obstructiva bronquial (J40-J46),48,1,4,2,4,5,4,3,4,2,0,2,2,2,0,1,2,1,0,1,0,1,0,1,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,2,0,2020,Metropolitano Oriente,SAPU,SAPU Aguilucho
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",22,0,1,0,2,0,0,6,0,0,2,1,1,1,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,2020,Metropolitano Oriente,SAPU,SAPU Aguilucho
COVID 19 Sospechoso (U072),425,-,-,-,-,-,0,0,0,0,0,1,12,12,1,1,0,6,23,23,31,32,16,22,9,9,11,13,14,14,7,12,11,11,16,20,27,26,20,22,3,2020,Metropolitano Oriente,SAPU,SAPU Aguilucho
