Urgencia,Total,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,65,-,-,-,-,-,-,-,-,-,-,-,-,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,2020,Del Reloncaví,Hospital,Hospital de Maullín
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,6165,782,158,168,135,168,181,164,160,153,132,206,168,124,163,141,161,132,168,149,155,128,127,111,128,99,126,108,131,86,121,140,139,175,135,127,126,132,121,129,8,2020,Del Reloncaví,Hospital,Hospital de Maullín
TOTAL CAUSAS SISTEMA RESPIRATORIO,753,134,19,19,10,19,26,11,11,15,23,37,74,47,38,13,18,13,9,17,17,11,17,11,15,5,7,9,7,10,11,13,9,3,9,6,6,13,14,7,0,2020,Del Reloncaví,Hospital,Hospital de Maullín
IRA Alta (J00-J06),470,80,7,13,3,14,17,8,7,8,14,30,59,27,20,6,11,9,5,9,7,11,14,5,7,2,4,6,3,6,8,8,5,2,6,3,5,6,11,4,0,2020,Del Reloncaví,Hospital,Hospital de Maullín
Influenza (J09-J11),19,6,0,0,0,0,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,1,0,0,2020,Del Reloncaví,Hospital,Hospital de Maullín
Neumonía (J12-J18),58,12,1,1,1,1,4,1,0,3,1,2,2,5,3,2,0,0,0,1,2,0,0,1,2,0,1,2,0,1,0,0,3,1,1,0,0,0,2,2,0,2020,Del Reloncaví,Hospital,Hospital de Maullín
Bronquitis/bronquiolitis aguda (J20-J21),96,24,5,2,5,4,1,1,0,3,4,3,3,11,6,1,3,2,0,3,1,0,3,1,0,0,0,1,3,1,0,0,0,0,0,1,0,3,0,1,0,2020,Del Reloncaví,Hospital,Hospital de Maullín
Crisis obstructiva bronquial (J40-J46),74,7,4,2,1,0,2,0,3,0,2,1,5,1,7,3,4,1,3,4,4,0,0,1,4,1,2,0,0,1,2,1,0,0,2,1,1,4,0,0,0,2020,Del Reloncaví,Hospital,Hospital de Maullín
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",36,5,2,1,0,0,1,1,0,1,2,1,1,3,2,1,0,1,1,0,3,0,0,3,2,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2020,Del Reloncaví,Hospital,Hospital de Maullín
COVID 19 Sospechoso (U072),241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,2,3,0,1,12,4,3,13,2,7,1,6,9,11,16,15,30,21,24,16,14,10,13,0,2020,Del Reloncaví,Hospital,Hospital de Maullín
COVID 19 Confirmado (U071),21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,2,1,6,6,0,2020,Del Reloncaví,Hospital,Hospital de Maullín
TOTAL CAUSAS SISTEMA CIRCULATORIO,175,20,5,7,2,3,4,4,5,8,6,5,1,3,3,5,6,3,3,7,5,1,0,2,2,0,6,16,2,2,4,4,5,6,3,6,2,3,1,4,1,2020,Del Reloncaví,Hospital,Hospital de Maullín
Infarto agudo miocardio,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Del Reloncaví,Hospital,Hospital de Maullín
Accidente vascular encefálico,23,1,0,0,1,0,0,2,0,1,3,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,2,1,0,1,0,0,0,0,2,1,2020,Del Reloncaví,Hospital,Hospital de Maullín
Crisis hipertensiva,31,1,0,4,0,0,1,0,0,1,0,0,0,0,2,1,0,1,0,3,0,1,0,0,0,0,2,6,0,1,1,0,0,3,0,2,1,0,0,0,0,2020,Del Reloncaví,Hospital,Hospital de Maullín
Arritmia grave,24,7,1,0,0,0,0,2,2,2,1,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,2020,Del Reloncaví,Hospital,Hospital de Maullín
Otras causas circulatorias,94,10,4,3,1,3,3,0,3,4,2,3,1,2,1,2,4,1,1,3,4,0,0,1,1,0,3,10,2,1,3,2,3,3,1,2,1,3,1,2,0,2020,Del Reloncaví,Hospital,Hospital de Maullín
TOTAL TRAUMATISMOS Y ENVENENAMIENTO,1116,172,35,37,29,41,38,37,31,35,31,47,21,18,27,21,17,20,33,24,28,12,13,22,14,9,25,19,28,10,17,23,28,23,20,9,24,28,29,21,0,2020,Del Reloncaví,Hospital,Hospital de Maullín
Accidentes del tránsito,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2020,Del Reloncaví,Hospital,Hospital de Maullín
Otras causas externas,1109,172,35,37,29,41,38,37,31,35,31,47,21,18,23,21,17,20,33,24,28,12,13,22,14,9,24,19,28,10,17,23,28,23,20,9,24,27,29,20,0,2020,Del Reloncaví,Hospital,Hospital de Maullín
DIARREA AGUDA (A00-A09),57,13,4,3,7,1,3,2,0,3,2,2,0,0,0,0,2,1,0,0,5,1,0,1,2,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,2020,Del Reloncaví,Hospital,Hospital de Maullín
TOTAL DEMÁS CAUSAS,3802,443,95,102,87,104,110,110,113,92,70,115,72,56,95,100,112,93,120,101,99,91,93,72,82,82,81,63,86,55,78,84,80,111,81,81,76,73,60,77,7,2020,Del Reloncaví,Hospital,Hospital de Maullín
SECCIÓN 2 TOTAL DE HOSPITALIZACIONES,113,19,6,4,1,3,7,4,7,6,9,9,3,2,3,4,0,1,2,4,0,0,0,1,1,0,2,3,0,1,1,0,3,0,2,1,0,1,2,1,0,2020,Del Reloncaví,Hospital,Hospital de Maullín
- CAUSAS SISTEMA CIRCULATORIO,34,8,2,0,0,1,1,1,6,1,2,2,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,2020,Del Reloncaví,Hospital,Hospital de Maullín
- CAUSAS SISTEMA RESPIRATORIO,41,7,1,3,0,1,3,2,0,2,3,3,1,2,0,2,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,2,0,1,0,0,1,0,1,0,2020,Del Reloncaví,Hospital,Hospital de Maullín
- SOSPECHA CORONAVIRUS (U072),0,-,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Del Reloncaví,Hospital,Hospital de Maullín
- CORONAVIRUS (U071),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Del Reloncaví,Hospital,Hospital de Maullín
- TRAUMATISMOS Y ENVENENAMIENTOS,36,4,3,1,1,1,3,1,1,2,4,4,1,0,2,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,2020,Del Reloncaví,Hospital,Hospital de Maullín
- LAS DEMÁS CAUSAS,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Del Reloncaví,Hospital,Hospital de Maullín
CIRUGÍAS DE URGENCIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Del Reloncaví,Hospital,Hospital de Maullín
