Urgencia,Total,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,19209,-,-,-,-,-,-,-,-,-,-,-,-,0,0,632,1152,882,1141,1072,1038,890,950,814,1054,756,714,584,467,48,63,90,55,38,992,928,990,1254,1062,1392,151,2020,Iquique,Hospital,Hospital Dr. Ernesto Torres Galdames (Iquique)
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,53315,1838,1945,1869,1832,1956,1964,1925,2040,2009,1836,1954,1495,1114,1046,1056,1087,1154,1257,1405,1254,1052,1099,1022,984,944,894,1009,830,1172,1064,1151,1167,1133,1228,1189,1279,1333,1282,1300,147,2020,Iquique,Hospital,Hospital Dr. Ernesto Torres Galdames (Iquique)
TOTAL CAUSAS SISTEMA RESPIRATORIO,2767,102,104,104,80,92,95,72,107,109,108,180,193,158,83,80,76,68,52,68,70,70,69,79,44,24,26,31,35,35,24,28,35,38,32,27,38,41,51,32,7,2020,Iquique,Hospital,Hospital Dr. Ernesto Torres Galdames (Iquique)
IRA Alta (J00-J06),820,36,33,38,24,20,33,28,40,37,43,57,77,52,31,26,27,19,13,20,23,8,9,13,10,7,3,3,6,4,2,5,8,4,4,6,11,18,12,7,3,2020,Iquique,Hospital,Hospital Dr. Ernesto Torres Galdames (Iquique)
Influenza (J09-J11),38,2,0,0,1,0,1,1,1,0,1,5,2,1,1,1,2,4,7,1,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2020,Iquique,Hospital,Hospital Dr. Ernesto Torres Galdames (Iquique)
Neumonía (J12-J18),507,11,13,21,16,12,10,12,13,12,10,17,21,13,11,12,11,9,8,15,7,23,28,28,20,8,14,12,19,11,3,9,12,10,11,9,10,8,11,6,1,2020,Iquique,Hospital,Hospital Dr. Ernesto Torres Galdames (Iquique)
Bronquitis/bronquiolitis aguda (J20-J21),102,6,10,2,5,6,8,2,2,5,6,23,7,6,4,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,2,0,0,1,0,0,2020,Iquique,Hospital,Hospital Dr. Ernesto Torres Galdames (Iquique)
Crisis obstructiva bronquial (J40-J46),711,34,34,41,24,41,31,20,41,38,31,54,67,30,18,28,20,10,6,12,8,10,4,14,5,1,3,6,5,5,6,2,4,10,7,4,6,7,11,13,0,2020,Iquique,Hospital,Hospital Dr. Ernesto Torres Galdames (Iquique)
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",589,13,14,2,10,13,12,9,10,17,17,24,19,56,18,11,16,26,18,19,28,27,28,23,9,8,6,9,5,15,12,12,10,14,9,6,11,8,16,6,3,2020,Iquique,Hospital,Hospital Dr. Ernesto Torres Galdames (Iquique)
COVID 19 Sospechoso (U072),830,-,-,-,-,-,0,0,0,0,0,0,0,16,3,14,19,28,38,26,67,69,100,55,74,74,76,61,44,4,0,0,9,18,7,13,6,9,0,0,0,2020,Iquique,Hospital,Hospital Dr. Ernesto Torres Galdames (Iquique)
COVID 19 Confirmado (U071),847,-,-,-,-,-,0,0,0,0,0,0,0,5,0,1,0,12,0,20,10,0,0,25,0,29,17,5,11,52,83,85,91,66,58,48,51,52,59,60,7,2020,Iquique,Hospital,Hospital Dr. Ernesto Torres Galdames (Iquique)
TOTAL CAUSAS SISTEMA CIRCULATORIO,1683,50,61,54,52,77,55,50,64,54,55,39,46,28,32,40,34,52,31,40,41,34,34,34,34,26,27,33,23,39,50,37,37,45,56,43,44,48,30,47,7,2020,Iquique,Hospital,Hospital Dr. Ernesto Torres Galdames (Iquique)
Infarto agudo miocardio,122,3,3,5,6,7,3,2,2,2,10,1,3,4,3,0,1,2,2,3,3,2,3,2,4,2,3,1,2,3,3,3,2,6,8,4,5,0,1,3,0,2020,Iquique,Hospital,Hospital Dr. Ernesto Torres Galdames (Iquique)
Accidente vascular encefálico,235,4,8,6,6,4,3,5,10,5,2,9,5,2,3,9,5,6,2,4,5,9,6,6,7,4,3,10,5,5,8,5,5,9,10,10,6,9,6,8,1,2020,Iquique,Hospital,Hospital Dr. Ernesto Torres Galdames (Iquique)
Crisis hipertensiva,264,6,10,7,7,9,8,13,8,9,7,5,7,4,8,9,4,9,4,10,7,7,5,5,5,2,7,7,3,6,11,8,5,5,6,3,5,7,4,9,3,2020,Iquique,Hospital,Hospital Dr. Ernesto Torres Galdames (Iquique)
Arritmia grave,207,7,6,5,10,7,3,6,5,10,5,5,6,4,4,1,5,7,1,2,2,5,3,8,5,3,5,4,4,0,10,6,4,11,7,6,8,6,3,7,1,2020,Iquique,Hospital,Hospital Dr. Ernesto Torres Galdames (Iquique)
Otras causas circulatorias,855,30,34,31,23,50,38,24,39,28,31,19,25,14,14,21,19,28,22,21,24,11,17,13,13,15,9,11,9,25,18,15,21,14,25,20,20,26,16,20,2,2020,Iquique,Hospital,Hospital Dr. Ernesto Torres Galdames (Iquique)
TOTAL TRAUMATISMOS Y ENVENENAMIENTO,8232,371,372,373,398,381,385,349,362,357,393,409,257,162,137,148,150,175,225,185,137,95,93,101,123,107,111,100,105,152,111,132,137,134,147,169,155,162,194,157,21,2020,Iquique,Hospital,Hospital Dr. Ernesto Torres Galdames (Iquique)
Accidentes del tránsito,235,10,8,11,13,11,14,6,16,21,17,16,12,8,3,3,1,5,4,4,3,3,2,1,0,0,0,0,2,9,4,3,4,2,1,4,1,9,2,2,0,2020,Iquique,Hospital,Hospital Dr. Ernesto Torres Galdames (Iquique)
Otras causas externas,7997,361,364,362,385,370,371,343,346,336,376,393,245,154,134,145,149,170,221,181,134,92,91,100,123,107,111,100,103,143,107,129,133,132,146,165,154,153,192,155,21,2020,Iquique,Hospital,Hospital Dr. Ernesto Torres Galdames (Iquique)
DIARREA AGUDA (A00-A09),2666,121,129,142,146,171,207,202,237,199,171,180,135,41,33,38,47,37,43,49,27,35,17,12,11,12,14,14,8,17,12,11,16,23,12,11,21,18,24,21,2,2020,Iquique,Hospital,Hospital Dr. Ernesto Torres Galdames (Iquique)
TOTAL DEMÁS CAUSAS,36309,1194,1279,1196,1156,1235,1222,1252,1270,1290,1109,1146,864,720,761,735,761,782,868,1017,902,749,786,716,698,672,623,765,604,873,784,858,842,809,916,878,964,1003,924,983,103,2020,Iquique,Hospital,Hospital Dr. Ernesto Torres Galdames (Iquique)
SECCIÓN 2 TOTAL DE HOSPITALIZACIONES,9668,215,193,267,277,245,203,242,290,265,288,243,222,192,246,239,233,200,223,286,240,239,274,262,235,216,235,234,214,315,266,249,248,282,289,255,256,281,233,261,15,2020,Iquique,Hospital,Hospital Dr. Ernesto Torres Galdames (Iquique)
- CAUSAS SISTEMA CIRCULATORIO,726,14,24,24,21,22,8,16,23,20,22,21,18,12,17,21,15,15,10,19,19,17,17,15,18,11,11,16,10,23,24,15,18,24,30,22,30,28,15,20,1,2020,Iquique,Hospital,Hospital Dr. Ernesto Torres Galdames (Iquique)
- CAUSAS SISTEMA RESPIRATORIO,1032,15,4,17,15,12,6,9,18,22,14,22,27,32,13,17,18,14,16,19,27,53,65,55,38,34,35,35,32,39,40,37,27,48,38,24,27,23,25,19,1,2020,Iquique,Hospital,Hospital Dr. Ernesto Torres Galdames (Iquique)
- SOSPECHA CORONAVIRUS (U072),0,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Iquique,Hospital,Hospital Dr. Ernesto Torres Galdames (Iquique)
- CORONAVIRUS (U071),12,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,2020,Iquique,Hospital,Hospital Dr. Ernesto Torres Galdames (Iquique)
- TRAUMATISMOS Y ENVENENAMIENTOS,850,29,25,45,40,27,28,28,36,28,33,35,22,25,20,43,19,20,22,47,9,13,19,10,16,12,19,7,16,18,10,13,14,16,9,22,19,9,15,10,2,2020,Iquique,Hospital,Hospital Dr. Ernesto Torres Galdames (Iquique)
- LAS DEMÁS CAUSAS,7048,157,140,181,201,184,161,189,213,195,219,165,155,123,196,158,181,151,175,200,185,156,173,182,163,159,170,176,156,235,192,184,189,183,212,187,180,221,178,212,11,2020,Iquique,Hospital,Hospital Dr. Ernesto Torres Galdames (Iquique)
CIRUGÍAS DE URGENCIA,2503,62,27,45,78,55,82,102,66,73,96,56,61,54,87,56,75,62,45,74,64,53,77,82,66,67,63,64,46,51,47,70,48,45,72,66,58,78,64,59,7,2020,Iquique,Hospital,Hospital Dr. Ernesto Torres Galdames (Iquique)
