Urgencia,Total,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,0,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Valparaíso San Antonio,SAPU,SAPU-El Quisco
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,18915,886,1062,975,1119,1061,1230,1076,1288,1064,644,566,304,208,247,227,190,188,205,208,242,243,297,258,263,254,258,293,334,354,349,350,285,298,286,371,350,353,346,351,32,2020,Valparaíso San Antonio,SAPU,SAPU-El Quisco
TOTAL CAUSAS SISTEMA RESPIRATORIO,2778,192,221,170,171,182,192,174,215,173,148,106,115,46,43,36,25,31,23,24,27,26,28,27,23,12,19,16,29,29,16,58,16,17,17,35,34,29,14,19,0,2020,Valparaíso San Antonio,SAPU,SAPU-El Quisco
IRA Alta (J00-J06),2309,174,188,147,155,155,169,154,186,149,133,96,93,33,32,28,16,23,21,19,24,22,28,22,19,10,18,11,18,24,11,20,8,11,8,22,22,20,8,12,0,2020,Valparaíso San Antonio,SAPU,SAPU-El Quisco
Influenza (J09-J11),8,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2020,Valparaíso San Antonio,SAPU,SAPU-El Quisco
Neumonía (J12-J18),74,5,0,5,1,4,7,3,5,5,0,0,3,2,1,2,1,2,0,1,1,0,0,0,0,0,0,1,2,0,0,0,2,3,2,2,7,5,1,1,0,2020,Valparaíso San Antonio,SAPU,SAPU-El Quisco
Bronquitis/bronquiolitis aguda (J20-J21),195,8,23,11,12,12,13,12,19,14,7,7,10,6,9,2,3,1,0,2,1,1,0,0,0,0,0,0,2,0,0,1,2,1,2,1,4,2,1,6,0,2020,Valparaíso San Antonio,SAPU,SAPU-El Quisco
Crisis obstructiva bronquial (J40-J46),89,2,8,5,2,5,1,4,3,5,7,1,1,0,1,2,5,1,0,2,1,3,0,3,1,0,0,2,2,2,3,4,2,2,3,2,1,0,3,0,0,2020,Valparaíso San Antonio,SAPU,SAPU-El Quisco
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",103,1,1,2,1,5,0,1,2,0,1,2,8,5,0,2,0,3,2,0,0,0,0,2,3,2,1,2,5,3,2,33,2,0,1,8,0,2,1,0,0,2020,Valparaíso San Antonio,SAPU,SAPU-El Quisco
COVID 19 Sospechoso (U072),1582,-,-,-,0,0,0,0,0,0,0,1,7,8,11,4,29,35,24,31,49,74,97,74,68,57,56,89,89,139,95,55,46,41,55,60,76,83,79,47,3,2020,Valparaíso San Antonio,SAPU,SAPU-El Quisco
COVID 19 Confirmado (U071),67,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,23,6,9,2,0,6,2,1,5,2,2,3,0,0,1,0,2020,Valparaíso San Antonio,SAPU,SAPU-El Quisco
TOTAL CAUSAS SISTEMA CIRCULATORIO,386,6,7,10,11,8,12,13,10,12,8,10,2,6,3,7,9,12,10,9,12,6,12,6,7,8,11,9,16,13,10,14,8,13,20,12,9,13,13,8,1,2020,Valparaíso San Antonio,SAPU,SAPU-El Quisco
Infarto agudo miocardio,22,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,2,2,2,1,0,0,0,0,0,0,2,1,2,0,0,0,0,0,1,0,2,1,1,0,2020,Valparaíso San Antonio,SAPU,SAPU-El Quisco
Accidente vascular encefálico,37,0,1,4,2,0,1,2,2,3,5,0,1,2,2,0,0,2,0,0,0,0,0,0,1,0,0,0,1,1,2,0,0,2,1,1,0,1,0,0,0,2020,Valparaíso San Antonio,SAPU,SAPU-El Quisco
Crisis hipertensiva,279,6,5,5,8,6,8,10,5,4,3,10,1,3,0,5,8,6,8,7,9,6,11,5,6,5,8,6,13,6,7,13,8,9,18,8,8,8,11,6,0,2020,Valparaíso San Antonio,SAPU,SAPU-El Quisco
