Urgencia,Total,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,0,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Viña Del Mar Quillota,SAPU,SAPU-Artificio
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,5855,333,300,293,298,297,250,298,292,285,301,321,270,119,110,104,94,98,86,94,69,67,76,64,65,86,75,76,62,89,80,44,85,58,99,66,104,113,120,100,14,2020,Viña Del Mar Quillota,SAPU,SAPU-Artificio
TOTAL CAUSAS SISTEMA RESPIRATORIO,1048,78,56,46,50,32,48,55,60,53,74,111,145,35,29,22,16,13,14,15,9,9,7,3,7,2,1,2,6,7,1,1,7,3,3,10,1,7,4,5,1,2020,Viña Del Mar Quillota,SAPU,SAPU-Artificio
IRA Alta (J00-J06),820,48,47,30,38,28,36,47,56,49,63,92,121,29,22,16,13,12,10,10,9,8,5,2,6,1,1,0,0,6,1,1,4,0,1,1,1,1,2,3,0,2020,Viña Del Mar Quillota,SAPU,SAPU-Artificio
Influenza (J09-J11),8,2,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Viña Del Mar Quillota,SAPU,SAPU-Artificio
Neumonía (J12-J18),17,0,0,1,2,0,1,0,0,0,0,5,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,2020,Viña Del Mar Quillota,SAPU,SAPU-Artificio
Bronquitis/bronquiolitis aguda (J20-J21),94,8,4,5,6,2,6,4,2,3,7,10,17,4,5,3,0,0,3,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2020,Viña Del Mar Quillota,SAPU,SAPU-Artificio
Crisis obstructiva bronquial (J40-J46),57,8,5,4,2,1,3,3,1,1,2,4,4,2,0,1,3,1,1,4,0,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,1,1,0,2020,Viña Del Mar Quillota,SAPU,SAPU-Artificio
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",52,12,0,5,1,0,2,0,0,0,2,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,1,9,0,6,1,0,1,2020,Viña Del Mar Quillota,SAPU,SAPU-Artificio
COVID 19 Sospechoso (U072),427,0,-,0,-,0,0,0,0,0,0,0,2,3,0,3,3,0,4,6,5,7,16,8,14,16,32,33,20,37,32,8,14,13,21,9,33,40,26,19,3,2020,Viña Del Mar Quillota,SAPU,SAPU-Artificio
