Urgencia,Total,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,3709,-,-,-,-,-,-,-,-,-,0,-,0,189,171,177,143,160,125,107,106,134,104,108,123,115,134,181,138,160,106,124,113,128,122,133,127,130,156,168,27,2020,Antofagasta,SAPU,SAPU-Corvallis
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,7898,390,348,326,352,328,324,366,326,366,363,441,353,239,169,176,142,160,122,101,102,128,100,104,120,104,115,164,135,148,103,122,107,124,112,127,122,130,148,164,27,2020,Antofagasta,SAPU,SAPU-Corvallis
TOTAL CAUSAS SISTEMA RESPIRATORIO,2017,143,90,84,71,79,76,115,81,117,127,199,214,111,61,52,42,69,38,22,21,18,12,12,12,12,22,25,19,2,8,3,5,5,8,3,10,9,7,10,3,2020,Antofagasta,SAPU,SAPU-Corvallis
IRA Alta (J00-J06),1674,118,70,70,58,56,65,94,62,101,111,173,193,101,56,46,37,59,35,20,17,13,9,8,11,9,11,11,11,0,7,2,5,2,4,3,6,6,5,6,3,2020,Antofagasta,SAPU,SAPU-Corvallis
Influenza (J09-J11),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Antofagasta,SAPU,SAPU-Corvallis
Neumonía (J12-J18),16,2,1,1,0,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2020,Antofagasta,SAPU,SAPU-Corvallis
Bronquitis/bronquiolitis aguda (J20-J21),206,13,14,13,11,20,10,16,14,8,13,22,17,8,3,4,1,6,2,1,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,2020,Antofagasta,SAPU,SAPU-Corvallis
Crisis obstructiva bronquial (J40-J46),9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Antofagasta,SAPU,SAPU-Corvallis
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",112,10,5,0,2,3,1,4,4,7,1,4,4,1,1,0,2,3,1,1,3,1,1,2,1,1,10,14,7,2,1,1,0,2,4,0,2,1,2,3,0,2020,Antofagasta,SAPU,SAPU-Corvallis
COVID 19 Sospechoso (U072),1203,0,-,-,-,0,0,0,0,0,0,0,21,1,1,1,1,6,22,22,18,40,34,37,44,64,67,99,75,97,45,66,50,61,49,70,42,51,43,71,5,2020,Antofagasta,SAPU,SAPU-Corvallis
COVID 19 Confirmado (U071),0,0,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Antofagasta,SAPU,SAPU-Corvallis
TOTAL CAUSAS SISTEMA CIRCULATORIO,20,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,2,1,0,2,1,0,1,2,0,0,0,0,0,0,0,1,0,3,0,0,0,0,2,1,0,2020,Antofagasta,SAPU,SAPU-Corvallis
Infarto agudo miocardio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Antofagasta,SAPU,SAPU-Corvallis
Accidente vascular encefálico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Antofagasta,SAPU,SAPU-Corvallis
Crisis hipertensiva,20,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,2,1,0,2,1,0,1,2,0,0,0,0,0,0,0,1,0,3,0,0,0,0,2,1,0,2020,Antofagasta,SAPU,SAPU-Corvallis
Arritmia grave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Antofagasta,SAPU,SAPU-Corvallis
Otras causas circulatorias,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Antofagasta,SAPU,SAPU-Corvallis
TOTAL TRAUMATISMOS Y ENVENENAMIENTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Antofagasta,SAPU,SAPU-Corvallis
