Urgencia,Total,1,2,3,4,5,6,7,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,13039,1482,1724,1964,2461,2459,1873,1076,2022,Metropolitano Suroriente,SAPU,SAPU Bernardo Leighton
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,12008,1387,1644,1804,2098,2188,1749,1138,2022,Metropolitano Suroriente,SAPU,SAPU Bernardo Leighton
TOTAL CAUSAS SISTEMA RESPIRATORIO,1674,327,294,272,211,228,252,90,2022,Metropolitano Suroriente,SAPU,SAPU Bernardo Leighton
IRA Alta (J00-J06),792,190,151,174,100,61,76,40,2022,Metropolitano Suroriente,SAPU,SAPU Bernardo Leighton
Influenza (J09-J11),4,0,0,0,1,2,1,0,2022,Metropolitano Suroriente,SAPU,SAPU Bernardo Leighton
Neumonía (J12-J18),29,6,5,4,3,2,5,4,2022,Metropolitano Suroriente,SAPU,SAPU Bernardo Leighton
Bronquitis/bronquiolitis aguda (J20-J21),129,27,29,31,13,14,13,2,2022,Metropolitano Suroriente,SAPU,SAPU Bernardo Leighton
Crisis obstructiva bronquial (J40-J46),53,10,14,9,5,5,8,2,2022,Metropolitano Suroriente,SAPU,SAPU Bernardo Leighton
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",667,94,95,54,89,144,149,42,2022,Metropolitano Suroriente,SAPU,SAPU Bernardo Leighton
COVID 19 Sospechoso (U072),5904,371,556,827,1216,1345,894,695,2022,Metropolitano Suroriente,SAPU,SAPU Bernardo Leighton
COVID 19 Confirmado (U071),0,0,0,0,0,0,0,0,2022,Metropolitano Suroriente,SAPU,SAPU Bernardo Leighton
TOTAL CAUSAS SISTEMA CIRCULATORIO,105,12,21,16,20,13,14,9,2022,Metropolitano Suroriente,SAPU,SAPU Bernardo Leighton
Infarto agudo miocardio,0,0,0,0,0,0,0,0,2022,Metropolitano Suroriente,SAPU,SAPU Bernardo Leighton
Accidente vascular encefálico,10,2,2,1,3,1,1,0,2022,Metropolitano Suroriente,SAPU,SAPU Bernardo Leighton
Crisis hipertensiva,20,1,5,4,4,2,1,3,2022,Metropolitano Suroriente,SAPU,SAPU Bernardo Leighton
Arritmia grave,11,1,2,2,2,2,1,1,2022,Metropolitano Suroriente,SAPU,SAPU Bernardo Leighton
Otras causas circulatorias,64,8,12,9,11,8,11,5,2022,Metropolitano Suroriente,SAPU,SAPU Bernardo Leighton
TOTAL TRAUMATISMOS Y ENVENENAMIENTO,119,16,16,19,12,19,19,18,2022,Metropolitano Suroriente,SAPU,SAPU Bernardo Leighton
Accidentes del tránsito,1,0,0,0,0,1,0,0,2022,Metropolitano Suroriente,SAPU,SAPU Bernardo Leighton
Lesiones autoinfligidas intencionalmente (X60-X84),0,0,0,0,0,0,0,0,2022,Metropolitano Suroriente,SAPU,SAPU Bernardo Leighton
Otras causas externas,118,16,16,19,12,18,19,18,2022,Metropolitano Suroriente,SAPU,SAPU Bernardo Leighton
TOTAL CAUSAS DE TRASTORNOS MENTALES (F00-F99),106,11,28,18,15,14,8,12,2022,Metropolitano Suroriente,SAPU,SAPU Bernardo Leighton
Ideación Suicida (R458),0,0,0,0,0,0,0,0,2022,Metropolitano Suroriente,SAPU,SAPU Bernardo Leighton
Trastornos mentales y del comportamiento debidos al uso de sustancias psicoactivas (F10-F19),4,0,1,1,1,1,0,0,2022,Metropolitano Suroriente,SAPU,SAPU Bernardo Leighton
Trastornos del Humor (Afectivos) (F30-F39),2,0,1,0,1,0,0,0,2022,Metropolitano Suroriente,SAPU,SAPU Bernardo Leighton
"Trastornos neuróticos, trastornos relacionados con el estrés y trastornos somatomorfos (F40-F48) Incluído el trastorno de pánico (F410)",95,10,25,16,12,12,8,12,2022,Metropolitano Suroriente,SAPU,SAPU Bernardo Leighton
Otros trastornos mentales no contenidos en las categorías anteriores,5,1,1,1,1,1,0,0,2022,Metropolitano Suroriente,SAPU,SAPU Bernardo Leighton
DIARREA AGUDA (A00-A09),48,8,14,1,12,8,1,4,2022,Metropolitano Suroriente,SAPU,SAPU Bernardo Leighton
TOTAL DEMÁS CAUSAS,4052,642,715,651,612,561,561,310,2022,Metropolitano Suroriente,SAPU,SAPU Bernardo Leighton
SECCIÓN 2 TOTAL DE HOSPITALIZACIONES,0,0,0,0,0,0,0,0,2022,Metropolitano Suroriente,SAPU,SAPU Bernardo Leighton
- CAUSAS SISTEMA RESPIRATORIO,0,0,0,0,0,0,0,0,2022,Metropolitano Suroriente,SAPU,SAPU Bernardo Leighton
- COVID 19 SOSPECHOSO (U072),0,0,0,0,0,0,0,0,2022,Metropolitano Suroriente,SAPU,SAPU Bernardo Leighton
- COVID 19 CONFIRMADO (U071),0,0,0,0,0,0,0,0,2022,Metropolitano Suroriente,SAPU,SAPU Bernardo Leighton
- CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0,0,0,2022,Metropolitano Suroriente,SAPU,SAPU Bernardo Leighton
- TRAUMATISMOS Y ENVENENAMIENTOS,0,0,0,0,0,0,0,0,2022,Metropolitano Suroriente,SAPU,SAPU Bernardo Leighton
- CAUSAS POR TRASTORNOS MENTALES (F00-F99),0,0,0,0,0,0,0,0,2022,Metropolitano Suroriente,SAPU,SAPU Bernardo Leighton
- LAS DEMÁS CAUSAS,0,0,0,0,0,0,0,0,2022,Metropolitano Suroriente,SAPU,SAPU Bernardo Leighton
CIRUGÍAS DE URGENCIA,0,0,0,0,0,0,0,0,2022,Metropolitano Suroriente,SAPU,SAPU Bernardo Leighton
