Urgencia,Total,1,2,3,4,5,6,7,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,3109,292,392,353,519,588,526,439,2022,Del Maule,Hospital,Hospital Dr. Benjamín Pedreros (Chanco)
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,3037,287,381,352,521,554,517,425,2022,Del Maule,Hospital,Hospital Dr. Benjamín Pedreros (Chanco)
TOTAL CAUSAS SISTEMA RESPIRATORIO,187,29,31,26,22,27,30,22,2022,Del Maule,Hospital,Hospital Dr. Benjamín Pedreros (Chanco)
IRA Alta (J00-J06),128,20,23,20,11,22,21,11,2022,Del Maule,Hospital,Hospital Dr. Benjamín Pedreros (Chanco)
Influenza (J09-J11),1,0,1,0,0,0,0,0,2022,Del Maule,Hospital,Hospital Dr. Benjamín Pedreros (Chanco)
Neumonía (J12-J18),9,0,0,0,1,1,3,4,2022,Del Maule,Hospital,Hospital Dr. Benjamín Pedreros (Chanco)
Bronquitis/bronquiolitis aguda (J20-J21),14,5,2,1,1,2,0,3,2022,Del Maule,Hospital,Hospital Dr. Benjamín Pedreros (Chanco)
Crisis obstructiva bronquial (J40-J46),14,2,2,4,4,0,2,0,2022,Del Maule,Hospital,Hospital Dr. Benjamín Pedreros (Chanco)
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",21,2,3,1,5,2,4,4,2022,Del Maule,Hospital,Hospital Dr. Benjamín Pedreros (Chanco)
COVID 19 Sospechoso (U072),854,33,41,46,181,225,176,152,2022,Del Maule,Hospital,Hospital Dr. Benjamín Pedreros (Chanco)
COVID 19 Confirmado (U071),78,0,0,8,7,17,21,25,2022,Del Maule,Hospital,Hospital Dr. Benjamín Pedreros (Chanco)
TOTAL CAUSAS SISTEMA CIRCULATORIO,50,6,6,7,9,8,7,7,2022,Del Maule,Hospital,Hospital Dr. Benjamín Pedreros (Chanco)
Infarto agudo miocardio,1,0,0,0,1,0,0,0,2022,Del Maule,Hospital,Hospital Dr. Benjamín Pedreros (Chanco)
Accidente vascular encefálico,2,0,1,0,0,0,0,1,2022,Del Maule,Hospital,Hospital Dr. Benjamín Pedreros (Chanco)
Crisis hipertensiva,23,2,0,4,4,4,4,5,2022,Del Maule,Hospital,Hospital Dr. Benjamín Pedreros (Chanco)
Arritmia grave,9,1,1,1,0,3,2,1,2022,Del Maule,Hospital,Hospital Dr. Benjamín Pedreros (Chanco)
Otras causas circulatorias,15,3,4,2,4,1,1,0,2022,Del Maule,Hospital,Hospital Dr. Benjamín Pedreros (Chanco)
TOTAL TRAUMATISMOS Y ENVENENAMIENTO,447,56,60,56,81,82,69,43,2022,Del Maule,Hospital,Hospital Dr. Benjamín Pedreros (Chanco)
Accidentes del tránsito,22,8,0,2,0,6,5,1,2022,Del Maule,Hospital,Hospital Dr. Benjamín Pedreros (Chanco)
Lesiones autoinfligidas intencionalmente (X60-X84),0,0,0,0,0,0,0,0,2022,Del Maule,Hospital,Hospital Dr. Benjamín Pedreros (Chanco)
Otras causas externas,425,48,60,54,81,76,64,42,2022,Del Maule,Hospital,Hospital Dr. Benjamín Pedreros (Chanco)
TOTAL CAUSAS DE TRASTORNOS MENTALES (F00-F99),43,7,9,5,6,3,6,7,2022,Del Maule,Hospital,Hospital Dr. Benjamín Pedreros (Chanco)
Ideación Suicida (R458),0,0,0,0,0,0,0,0,2022,Del Maule,Hospital,Hospital Dr. Benjamín Pedreros (Chanco)
Trastornos mentales y del comportamiento debidos al uso de sustancias psicoactivas (F10-F19),4,0,0,0,2,2,0,0,2022,Del Maule,Hospital,Hospital Dr. Benjamín Pedreros (Chanco)
Trastornos del Humor (Afectivos) (F30-F39),2,0,0,0,1,0,1,0,2022,Del Maule,Hospital,Hospital Dr. Benjamín Pedreros (Chanco)
"Trastornos neuróticos, trastornos relacionados con el estrés y trastornos somatomorfos (F40-F48) Incluído el trastorno de pánico (F410)",25,4,7,4,2,1,5,2,2022,Del Maule,Hospital,Hospital Dr. Benjamín Pedreros (Chanco)
Otros trastornos mentales no contenidos en las categorías anteriores,12,3,2,1,1,0,0,5,2022,Del Maule,Hospital,Hospital Dr. Benjamín Pedreros (Chanco)
DIARREA AGUDA (A00-A09),63,4,4,11,11,7,10,16,2022,Del Maule,Hospital,Hospital Dr. Benjamín Pedreros (Chanco)
TOTAL DEMÁS CAUSAS,1315,152,230,193,204,185,198,153,2022,Del Maule,Hospital,Hospital Dr. Benjamín Pedreros (Chanco)
SECCIÓN 2 TOTAL DE HOSPITALIZACIONES,60,6,10,5,10,10,11,8,2022,Del Maule,Hospital,Hospital Dr. Benjamín Pedreros (Chanco)
- CAUSAS SISTEMA RESPIRATORIO,7,0,0,1,2,1,2,1,2022,Del Maule,Hospital,Hospital Dr. Benjamín Pedreros (Chanco)
- COVID 19 SOSPECHOSO (U072),0,0,0,0,0,0,0,0,2022,Del Maule,Hospital,Hospital Dr. Benjamín Pedreros (Chanco)
- COVID 19 CONFIRMADO (U071),2,0,0,0,1,0,0,1,2022,Del Maule,Hospital,Hospital Dr. Benjamín Pedreros (Chanco)
- CAUSAS SISTEMA CIRCULATORIO,4,1,1,0,1,0,1,0,2022,Del Maule,Hospital,Hospital Dr. Benjamín Pedreros (Chanco)
- TRAUMATISMOS Y ENVENENAMIENTOS,3,1,1,1,0,0,0,0,2022,Del Maule,Hospital,Hospital Dr. Benjamín Pedreros (Chanco)
- CAUSAS POR TRASTORNOS MENTALES (F00-F99),7,2,0,0,2,1,0,2,2022,Del Maule,Hospital,Hospital Dr. Benjamín Pedreros (Chanco)
- LAS DEMÁS CAUSAS,37,2,8,3,4,8,8,4,2022,Del Maule,Hospital,Hospital Dr. Benjamín Pedreros (Chanco)
CIRUGÍAS DE URGENCIA,0,0,0,0,0,0,0,0,2022,Del Maule,Hospital,Hospital Dr. Benjamín Pedreros (Chanco)
