Urgencia,Total,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,7455,-,-,-,-,-,-,-,-,-,-,-,0,200,232,281,234,220,210,247,279,268,299,246,293,276,329,376,480,389,276,325,342,353,185,234,244,208,170,251,8,2020,Atacama,SAPU,Centro de Salud Familiar Freirina
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,8426,298,252,267,280,268,248,219,226,256,259,264,269,177,144,182,147,135,143,151,156,165,188,176,181,179,219,278,360,289,180,243,248,245,180,223,203,152,165,176,35,2020,Atacama,SAPU,Centro de Salud Familiar Freirina
TOTAL CAUSAS SISTEMA RESPIRATORIO,1218,74,59,51,57,58,61,58,48,55,58,92,137,69,40,33,31,28,23,11,18,10,20,15,10,23,14,7,9,4,7,13,8,8,1,4,1,1,1,1,0,2020,Atacama,SAPU,Centro de Salud Familiar Freirina
IRA Alta (J00-J06),1119,71,56,51,54,58,61,57,47,55,53,78,134,67,38,31,29,22,23,9,13,7,14,9,7,12,11,6,7,3,7,12,7,4,1,2,1,0,1,1,0,2020,Atacama,SAPU,Centro de Salud Familiar Freirina
Influenza (J09-J11),13,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Atacama,SAPU,Centro de Salud Familiar Freirina
Neumonía (J12-J18),10,0,1,0,1,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2020,Atacama,SAPU,Centro de Salud Familiar Freirina
Bronquitis/bronquiolitis aguda (J20-J21),27,3,2,0,2,0,0,0,0,0,1,1,2,1,1,1,0,1,0,1,0,0,1,4,2,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2020,Atacama,SAPU,Centro de Salud Familiar Freirina
Crisis obstructiva bronquial (J40-J46),6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2020,Atacama,SAPU,Centro de Salud Familiar Freirina
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",43,0,0,0,0,0,0,1,1,0,2,2,1,0,1,1,1,5,0,1,5,3,2,1,1,7,1,0,1,1,0,1,0,2,0,2,0,0,0,0,0,2020,Atacama,SAPU,Centro de Salud Familiar Freirina
COVID 19 Sospechoso (U072),891,-,-,-,-,-,0,0,0,0,0,0,0,2,0,0,0,1,1,2,0,6,3,23,28,14,32,19,64,52,10,19,51,67,80,122,97,69,56,51,22,2020,Atacama,SAPU,Centro de Salud Familiar Freirina
COVID 19 Confirmado (U071),8,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2020,Atacama,SAPU,Centro de Salud Familiar Freirina
TOTAL CAUSAS SISTEMA CIRCULATORIO,139,0,1,0,0,0,0,2,3,1,1,1,1,2,0,4,13,6,7,1,7,6,7,6,10,8,6,12,5,2,3,8,1,5,1,1,4,2,2,0,0,2020,Atacama,SAPU,Centro de Salud Familiar Freirina
Infarto agudo miocardio,8,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2020,Atacama,SAPU,Centro de Salud Familiar Freirina
Accidente vascular encefálico,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,2,1,0,1,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,2020,Atacama,SAPU,Centro de Salud Familiar Freirina
Crisis hipertensiva,80,0,0,0,0,0,0,0,3,1,1,0,1,2,0,2,9,4,5,1,3,5,3,5,6,1,0,3,4,1,1,8,0,4,0,0,4,1,2,0,0,2020,Atacama,SAPU,Centro de Salud Familiar Freirina
Arritmia grave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Atacama,SAPU,Centro de Salud Familiar Freirina
Otras causas circulatorias,36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,2,0,4,0,4,5,6,4,1,1,2,0,1,1,1,0,0,0,0,0,0,2020,Atacama,SAPU,Centro de Salud Familiar Freirina
TOTAL TRAUMATISMOS Y ENVENENAMIENTO,119,0,0,0,0,0,42,38,0,0,0,0,0,0,0,0,0,20,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Atacama,SAPU,Centro de Salud Familiar Freirina
Accidentes del tránsito,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Atacama,SAPU,Centro de Salud Familiar Freirina
Otras causas externas,119,0,0,0,0,0,42,38,0,0,0,0,0,0,0,0,0,20,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Atacama,SAPU,Centro de Salud Familiar Freirina
DIARREA AGUDA (A00-A09),196,0,0,0,0,0,0,12,21,24,21,18,2,6,10,2,4,6,3,4,1,2,5,6,3,3,26,1,3,0,3,4,2,0,2,0,1,1,0,0,0,2020,Atacama,SAPU,Centro de Salud Familiar Freirina
TOTAL DEMÁS CAUSAS,5857,224,192,216,223,210,145,109,154,176,179,153,129,100,94,143,99,74,90,133,130,141,153,126,130,125,140,239,279,231,157,199,186,165,95,96,100,79,106,124,13,2020,Atacama,SAPU,Centro de Salud Familiar Freirina
SECCIÓN 2 TOTAL DE HOSPITALIZACIONES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Atacama,SAPU,Centro de Salud Familiar Freirina
- CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Atacama,SAPU,Centro de Salud Familiar Freirina
- CAUSAS SISTEMA RESPIRATORIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Atacama,SAPU,Centro de Salud Familiar Freirina
- SOSPECHA CORONAVIRUS (U072),0,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Atacama,SAPU,Centro de Salud Familiar Freirina
- CORONAVIRUS (U071),0,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Atacama,SAPU,Centro de Salud Familiar Freirina
- TRAUMATISMOS Y ENVENENAMIENTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Atacama,SAPU,Centro de Salud Familiar Freirina
- LAS DEMÁS CAUSAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Atacama,SAPU,Centro de Salud Familiar Freirina
CIRUGÍAS DE URGENCIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Atacama,SAPU,Centro de Salud Familiar Freirina
