Urgencia,Total,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,9602,-,-,-,-,-,-,-,-,-,-,-,-,0,215,423,335,363,430,513,555,585,455,391,290,318,294,294,249,328,322,315,312,294,343,331,351,408,452,333,103,2020,Metropolitano Oriente,SAPU,SAPU-Lo Hermida
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,19993,972,708,760,804,792,733,721,719,761,752,936,787,522,422,423,335,363,482,520,555,585,455,391,290,318,294,294,278,328,322,315,348,290,337,324,340,402,443,469,103,2020,Metropolitano Oriente,SAPU,SAPU-Lo Hermida
TOTAL CAUSAS SISTEMA RESPIRATORIO,2723,184,129,134,136,101,127,115,115,135,129,208,341,181,90,67,60,44,45,38,37,33,30,27,28,14,13,6,2,2,5,9,11,16,18,12,19,18,11,21,12,2020,Metropolitano Oriente,SAPU,SAPU-Lo Hermida
IRA Alta (J00-J06),2072,150,109,106,117,88,87,90,91,93,116,188,276,136,53,50,43,33,33,31,31,27,26,20,21,8,4,5,1,1,1,4,6,10,1,0,0,6,4,6,0,2020,Metropolitano Oriente,SAPU,SAPU-Lo Hermida
Influenza (J09-J11),7,2,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Metropolitano Oriente,SAPU,SAPU-Lo Hermida
Neumonía (J12-J18),42,2,3,2,1,2,2,1,1,0,2,0,1,1,1,0,0,0,1,2,0,2,0,3,4,3,2,0,0,0,1,0,1,0,0,0,1,0,0,3,0,2020,Metropolitano Oriente,SAPU,SAPU-Lo Hermida
Bronquitis/bronquiolitis aguda (J20-J21),128,6,6,2,5,4,4,4,6,8,6,9,16,12,9,6,2,1,2,1,0,1,1,3,1,0,0,0,0,0,2,0,1,1,4,2,0,2,0,0,1,2020,Metropolitano Oriente,SAPU,SAPU-Lo Hermida
Crisis obstructiva bronquial (J40-J46),40,3,1,0,1,0,0,2,0,1,2,4,1,3,0,1,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,4,0,1,1,2020,Metropolitano Oriente,SAPU,SAPU-Lo Hermida
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",434,21,10,24,12,7,34,18,15,33,3,6,45,29,27,10,13,9,6,2,6,3,3,1,2,3,7,1,1,1,1,5,3,2,13,7,17,6,7,11,10,2020,Metropolitano Oriente,SAPU,SAPU-Lo Hermida
COVID 19 Sospechoso (U072),2180,0,-,-,-,-,0,0,0,0,0,0,3,12,12,38,32,33,95,168,248,248,215,194,111,101,76,55,49,50,31,39,38,37,41,47,44,56,51,52,4,2020,Metropolitano Oriente,SAPU,SAPU-Lo Hermida
COVID 19 Confirmado (U071),236,0,-,-,-,-,0,0,0,0,0,0,0,0,0,0,4,0,1,8,12,25,25,22,14,21,23,20,11,13,6,4,2,2,15,2,0,2,2,2,0,2020,Metropolitano Oriente,SAPU,SAPU-Lo Hermida
