Urgencia,Total,1,2,3,4,5,6,7,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,0,0,0,0,0,0,0,0,2022,Aconcagua,Hospital,Hospital San Francisco (Llaillay)
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,4747,716,731,682,742,692,575,609,2022,Aconcagua,Hospital,Hospital San Francisco (Llaillay)
TOTAL CAUSAS SISTEMA RESPIRATORIO,268,41,41,25,23,28,49,61,2022,Aconcagua,Hospital,Hospital San Francisco (Llaillay)
IRA Alta (J00-J06),164,19,17,9,14,16,42,47,2022,Aconcagua,Hospital,Hospital San Francisco (Llaillay)
Influenza (J09-J11),2,0,0,1,0,0,0,1,2022,Aconcagua,Hospital,Hospital San Francisco (Llaillay)
Neumonía (J12-J18),18,2,1,5,4,2,2,2,2022,Aconcagua,Hospital,Hospital San Francisco (Llaillay)
Bronquitis/bronquiolitis aguda (J20-J21),3,0,1,0,0,0,1,1,2022,Aconcagua,Hospital,Hospital San Francisco (Llaillay)
Crisis obstructiva bronquial (J40-J46),31,4,5,4,4,6,4,4,2022,Aconcagua,Hospital,Hospital San Francisco (Llaillay)
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",50,16,17,6,1,4,0,6,2022,Aconcagua,Hospital,Hospital San Francisco (Llaillay)
COVID 19 Sospechoso (U072),942,75,104,159,227,201,93,83,2022,Aconcagua,Hospital,Hospital San Francisco (Llaillay)
COVID 19 Confirmado (U071),208,0,5,2,5,23,79,94,2022,Aconcagua,Hospital,Hospital San Francisco (Llaillay)
TOTAL CAUSAS SISTEMA CIRCULATORIO,113,10,33,24,13,11,14,8,2022,Aconcagua,Hospital,Hospital San Francisco (Llaillay)
Infarto agudo miocardio,3,1,0,2,0,0,0,0,2022,Aconcagua,Hospital,Hospital San Francisco (Llaillay)
Accidente vascular encefálico,4,1,2,0,0,1,0,0,2022,Aconcagua,Hospital,Hospital San Francisco (Llaillay)
Crisis hipertensiva,32,4,5,7,2,4,8,2,2022,Aconcagua,Hospital,Hospital San Francisco (Llaillay)
Arritmia grave,12,0,1,3,1,3,4,0,2022,Aconcagua,Hospital,Hospital San Francisco (Llaillay)
Otras causas circulatorias,62,4,25,12,10,3,2,6,2022,Aconcagua,Hospital,Hospital San Francisco (Llaillay)
TOTAL TRAUMATISMOS Y ENVENENAMIENTO,604,120,92,99,95,74,60,64,2022,Aconcagua,Hospital,Hospital San Francisco (Llaillay)
Accidentes del tránsito,2,1,0,1,0,0,0,0,2022,Aconcagua,Hospital,Hospital San Francisco (Llaillay)
Lesiones autoinfligidas intencionalmente (X60-X84),1,0,1,0,0,0,0,0,2022,Aconcagua,Hospital,Hospital San Francisco (Llaillay)
Otras causas externas,601,119,91,98,95,74,60,64,2022,Aconcagua,Hospital,Hospital San Francisco (Llaillay)
TOTAL CAUSAS DE TRASTORNOS MENTALES (F00-F99),92,20,11,16,8,20,8,9,2022,Aconcagua,Hospital,Hospital San Francisco (Llaillay)
Ideación Suicida (R458),8,3,0,4,1,0,0,0,2022,Aconcagua,Hospital,Hospital San Francisco (Llaillay)
Trastornos mentales y del comportamiento debidos al uso de sustancias psicoactivas (F10-F19),15,2,3,3,1,2,1,3,2022,Aconcagua,Hospital,Hospital San Francisco (Llaillay)
Trastornos del Humor (Afectivos) (F30-F39),1,0,0,0,1,0,0,0,2022,Aconcagua,Hospital,Hospital San Francisco (Llaillay)
"Trastornos neuróticos, trastornos relacionados con el estrés y trastornos somatomorfos (F40-F48) Incluído el trastorno de pánico (F410)",43,8,6,5,5,8,7,4,2022,Aconcagua,Hospital,Hospital San Francisco (Llaillay)
Otros trastornos mentales no contenidos en las categorías anteriores,25,7,2,4,0,10,0,2,2022,Aconcagua,Hospital,Hospital San Francisco (Llaillay)
DIARREA AGUDA (A00-A09),457,108,48,43,51,111,59,37,2022,Aconcagua,Hospital,Hospital San Francisco (Llaillay)
TOTAL DEMÁS CAUSAS,2063,342,397,314,320,224,213,253,2022,Aconcagua,Hospital,Hospital San Francisco (Llaillay)
SECCIÓN 2 TOTAL DE HOSPITALIZACIONES,122,15,23,23,18,15,14,14,2022,Aconcagua,Hospital,Hospital San Francisco (Llaillay)
- CAUSAS SISTEMA RESPIRATORIO,22,4,2,1,3,5,2,5,2022,Aconcagua,Hospital,Hospital San Francisco (Llaillay)
- COVID 19 SOSPECHOSO (U072),8,1,0,2,2,1,1,1,2022,Aconcagua,Hospital,Hospital San Francisco (Llaillay)
- COVID 19 CONFIRMADO (U071),2,0,1,0,1,0,0,0,2022,Aconcagua,Hospital,Hospital San Francisco (Llaillay)
- CAUSAS SISTEMA CIRCULATORIO,12,1,1,3,2,1,2,2,2022,Aconcagua,Hospital,Hospital San Francisco (Llaillay)
- TRAUMATISMOS Y ENVENENAMIENTOS,5,1,3,0,0,0,1,0,2022,Aconcagua,Hospital,Hospital San Francisco (Llaillay)
- CAUSAS POR TRASTORNOS MENTALES (F00-F99),10,1,2,2,1,1,1,2,2022,Aconcagua,Hospital,Hospital San Francisco (Llaillay)
- LAS DEMÁS CAUSAS,63,7,14,15,9,7,7,4,2022,Aconcagua,Hospital,Hospital San Francisco (Llaillay)
CIRUGÍAS DE URGENCIA,0,0,0,0,0,0,0,0,2022,Aconcagua,Hospital,Hospital San Francisco (Llaillay)
