Urgencia,Total,1,2,3,4,5,6,7,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,7993,1058,833,944,1116,1229,1640,1173,2022,Concepción,SAPU,SAPU-Hualqui
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,7401,1030,804,884,1048,1173,1404,1058,2022,Concepción,SAPU,SAPU-Hualqui
TOTAL CAUSAS SISTEMA RESPIRATORIO,1187,193,173,162,179,227,182,71,2022,Concepción,SAPU,SAPU-Hualqui
IRA Alta (J00-J06),947,148,168,121,158,139,158,55,2022,Concepción,SAPU,SAPU-Hualqui
Influenza (J09-J11),38,17,0,7,0,8,2,4,2022,Concepción,SAPU,SAPU-Hualqui
Neumonía (J12-J18),8,1,1,1,0,0,2,3,2022,Concepción,SAPU,SAPU-Hualqui
Bronquitis/bronquiolitis aguda (J20-J21),67,15,3,6,15,10,15,3,2022,Concepción,SAPU,SAPU-Hualqui
Crisis obstructiva bronquial (J40-J46),24,7,0,1,4,3,5,4,2022,Concepción,SAPU,SAPU-Hualqui
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",103,5,1,26,2,67,0,2,2022,Concepción,SAPU,SAPU-Hualqui
COVID 19 Sospechoso (U072),1345,106,104,106,161,214,338,316,2022,Concepción,SAPU,SAPU-Hualqui
COVID 19 Confirmado (U071),439,13,25,57,120,120,31,73,2022,Concepción,SAPU,SAPU-Hualqui
TOTAL CAUSAS SISTEMA CIRCULATORIO,52,16,7,3,3,9,9,5,2022,Concepción,SAPU,SAPU-Hualqui
Infarto agudo miocardio,1,0,0,0,0,1,0,0,2022,Concepción,SAPU,SAPU-Hualqui
Accidente vascular encefálico,2,1,0,1,0,0,0,0,2022,Concepción,SAPU,SAPU-Hualqui
Crisis hipertensiva,26,6,6,1,3,4,6,0,2022,Concepción,SAPU,SAPU-Hualqui
Arritmia grave,7,3,0,0,0,2,2,0,2022,Concepción,SAPU,SAPU-Hualqui
Otras causas circulatorias,16,6,1,1,0,2,1,5,2022,Concepción,SAPU,SAPU-Hualqui
TOTAL TRAUMATISMOS Y ENVENENAMIENTO,240,73,0,0,0,38,76,53,2022,Concepción,SAPU,SAPU-Hualqui
Accidentes del tránsito,0,0,0,0,0,0,0,0,2022,Concepción,SAPU,SAPU-Hualqui
Lesiones autoinfligidas intencionalmente (X60-X84),0,0,0,0,0,0,0,0,2022,Concepción,SAPU,SAPU-Hualqui
Otras causas externas,240,73,0,0,0,38,76,53,2022,Concepción,SAPU,SAPU-Hualqui
TOTAL CAUSAS DE TRASTORNOS MENTALES (F00-F99),13,2,0,1,2,1,2,5,2022,Concepción,SAPU,SAPU-Hualqui
Ideación Suicida (R458),0,0,0,0,0,0,0,0,2022,Concepción,SAPU,SAPU-Hualqui
Trastornos mentales y del comportamiento debidos al uso de sustancias psicoactivas (F10-F19),2,1,0,0,0,0,0,1,2022,Concepción,SAPU,SAPU-Hualqui
Trastornos del Humor (Afectivos) (F30-F39),0,0,0,0,0,0,0,0,2022,Concepción,SAPU,SAPU-Hualqui
"Trastornos neuróticos, trastornos relacionados con el estrés y trastornos somatomorfos (F40-F48) Incluído el trastorno de pánico (F410)",5,1,0,0,0,0,0,4,2022,Concepción,SAPU,SAPU-Hualqui
Otros trastornos mentales no contenidos en las categorías anteriores,6,0,0,1,2,1,2,0,2022,Concepción,SAPU,SAPU-Hualqui
DIARREA AGUDA (A00-A09),234,42,10,11,7,20,126,18,2022,Concepción,SAPU,SAPU-Hualqui
TOTAL DEMÁS CAUSAS,3891,585,485,544,576,544,640,517,2022,Concepción,SAPU,SAPU-Hualqui
SECCIÓN 2 TOTAL DE HOSPITALIZACIONES,0,0,0,0,0,0,0,0,2022,Concepción,SAPU,SAPU-Hualqui
- CAUSAS SISTEMA RESPIRATORIO,0,0,0,0,0,0,0,0,2022,Concepción,SAPU,SAPU-Hualqui
- COVID 19 SOSPECHOSO (U072),0,0,0,0,0,0,0,0,2022,Concepción,SAPU,SAPU-Hualqui
- COVID 19 CONFIRMADO (U071),0,0,0,0,0,0,0,0,2022,Concepción,SAPU,SAPU-Hualqui
- CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0,0,0,2022,Concepción,SAPU,SAPU-Hualqui
- TRAUMATISMOS Y ENVENENAMIENTOS,0,0,0,0,0,0,0,0,2022,Concepción,SAPU,SAPU-Hualqui
- CAUSAS POR TRASTORNOS MENTALES (F00-F99),0,0,0,0,0,0,0,0,2022,Concepción,SAPU,SAPU-Hualqui
- LAS DEMÁS CAUSAS,0,0,0,0,0,0,0,0,2022,Concepción,SAPU,SAPU-Hualqui
CIRUGÍAS DE URGENCIA,0,0,0,0,0,0,0,0,2022,Concepción,SAPU,SAPU-Hualqui
