Urgencia,Total,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,15342,334,541,446,522,595,558,509,551,500,513,470,324,231,224,223,309,332,373,368,345,282,339,296,314,345,336,336,319,384,397,345,365,367,388,426,434,456,441,457,47,2020,Bíobío,Hospital,Hospital de Laja
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,14363,531,491,471,452,504,454,456,490,447,448,430,299,215,209,204,278,281,324,340,326,275,327,284,304,339,324,328,305,370,364,332,341,348,360,405,392,425,402,441,47,2020,Bíobío,Hospital,Hospital de Laja
TOTAL CAUSAS SISTEMA RESPIRATORIO,782,55,47,26,22,30,32,29,45,36,35,41,102,59,49,24,20,12,13,12,3,6,4,3,1,3,3,8,2,3,3,3,6,4,5,6,5,6,9,10,0,2020,Bíobío,Hospital,Hospital de Laja
IRA Alta (J00-J06),591,38,36,19,16,21,29,23,30,25,26,29,83,44,44,16,16,8,7,8,3,5,4,3,1,3,3,7,2,3,3,1,6,3,3,4,5,5,3,6,0,2020,Bíobío,Hospital,Hospital de Laja
Influenza (J09-J11),16,4,1,1,0,3,0,0,1,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Bíobío,Hospital,Hospital de Laja
Neumonía (J12-J18),40,3,0,0,1,2,1,1,3,1,1,0,3,4,0,2,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,3,3,0,2020,Bíobío,Hospital,Hospital de Laja
Bronquitis/bronquiolitis aguda (J20-J21),39,6,2,1,1,2,1,0,4,4,4,4,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2020,Bíobío,Hospital,Hospital de Laja
Crisis obstructiva bronquial (J40-J46),91,4,8,5,4,2,1,5,7,3,4,6,11,9,3,5,4,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,0,0,2020,Bíobío,Hospital,Hospital de Laja
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Bíobío,Hospital,Hospital de Laja
COVID 19 Sospechoso (U072),1032,0,0,0,0,0,0,0,0,0,1,1,1,15,35,20,29,19,20,36,80,39,39,41,44,65,57,51,27,44,34,48,45,25,27,33,33,45,26,46,6,2020,Bíobío,Hospital,Hospital de Laja
COVID 19 Confirmado (U071),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,2020,Bíobío,Hospital,Hospital de Laja
