Urgencia,Total,1,2,3,4,5,6,7,Fecha,Region,Tipo Establecimiento,Nombre establecimiento
TOTAL DEMANDA,4419,639,653,627,755,675,618,452,2022,Metropolitano Oriente,SAPU,SAPU La Faena
SECCIÓN 1 TOTAL ATENCIONES DE URGENCIA,4001,577,583,574,633,621,593,420,2022,Metropolitano Oriente,SAPU,SAPU La Faena
TOTAL CAUSAS SISTEMA RESPIRATORIO,138,29,20,23,7,25,13,21,2022,Metropolitano Oriente,SAPU,SAPU La Faena
IRA Alta (J00-J06),101,22,17,18,4,17,7,16,2022,Metropolitano Oriente,SAPU,SAPU La Faena
Influenza (J09-J11),6,1,0,2,1,2,0,0,2022,Metropolitano Oriente,SAPU,SAPU La Faena
Neumonía (J12-J18),6,0,0,1,1,1,3,0,2022,Metropolitano Oriente,SAPU,SAPU La Faena
Bronquitis/bronquiolitis aguda (J20-J21),6,2,0,0,1,1,2,0,2022,Metropolitano Oriente,SAPU,SAPU La Faena
Crisis obstructiva bronquial (J40-J46),6,2,1,0,0,0,0,3,2022,Metropolitano Oriente,SAPU,SAPU La Faena
"Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",13,2,2,2,0,4,1,2,2022,Metropolitano Oriente,SAPU,SAPU La Faena
COVID 19 Sospechoso (U072),1026,82,134,170,270,149,162,59,2022,Metropolitano Oriente,SAPU,SAPU La Faena
COVID 19 Confirmado (U071),221,3,5,20,12,81,53,47,2022,Metropolitano Oriente,SAPU,SAPU La Faena
TOTAL CAUSAS SISTEMA CIRCULATORIO,12,1,3,3,4,0,0,1,2022,Metropolitano Oriente,SAPU,SAPU La Faena
Infarto agudo miocardio,1,0,0,0,0,0,0,1,2022,Metropolitano Oriente,SAPU,SAPU La Faena
Accidente vascular encefálico,2,0,1,0,1,0,0,0,2022,Metropolitano Oriente,SAPU,SAPU La Faena
Crisis hipertensiva,8,1,2,2,3,0,0,0,2022,Metropolitano Oriente,SAPU,SAPU La Faena
Arritmia grave,0,0,0,0,0,0,0,0,2022,Metropolitano Oriente,SAPU,SAPU La Faena
Otras causas circulatorias,1,0,0,1,0,0,0,0,2022,Metropolitano Oriente,SAPU,SAPU La Faena
TOTAL TRAUMATISMOS Y ENVENENAMIENTO,61,11,18,4,7,2,12,7,2022,Metropolitano Oriente,SAPU,SAPU La Faena
Accidentes del tránsito,5,0,0,1,1,0,1,2,2022,Metropolitano Oriente,SAPU,SAPU La Faena
Lesiones autoinfligidas intencionalmente (X60-X84),0,0,0,0,0,0,0,0,2022,Metropolitano Oriente,SAPU,SAPU La Faena
Otras causas externas,56,11,18,3,6,2,11,5,2022,Metropolitano Oriente,SAPU,SAPU La Faena
TOTAL CAUSAS DE TRASTORNOS MENTALES (F00-F99),10,4,4,0,1,0,1,0,2022,Metropolitano Oriente,SAPU,SAPU La Faena
Ideación Suicida (R458),2,1,1,0,0,0,0,0,2022,Metropolitano Oriente,SAPU,SAPU La Faena
Trastornos mentales y del comportamiento debidos al uso de sustancias psicoactivas (F10-F19),0,0,0,0,0,0,0,0,2022,Metropolitano Oriente,SAPU,SAPU La Faena
Trastornos del Humor (Afectivos) (F30-F39),0,0,0,0,0,0,0,0,2022,Metropolitano Oriente,SAPU,SAPU La Faena
"Trastornos neuróticos, trastornos relacionados con el estrés y trastornos somatomorfos (F40-F48) Incluído el trastorno de pánico (F410)",0,0,0,0,0,0,0,0,2022,Metropolitano Oriente,SAPU,SAPU La Faena
Otros trastornos mentales no contenidos en las categorías anteriores,8,3,3,0,1,0,1,0,2022,Metropolitano Oriente,SAPU,SAPU La Faena
DIARREA AGUDA (A00-A09),16,0,15,1,0,0,0,0,2022,Metropolitano Oriente,SAPU,SAPU La Faena
TOTAL DEMÁS CAUSAS,2517,447,384,353,332,364,352,285,2022,Metropolitano Oriente,SAPU,SAPU La Faena
SECCIÓN 2 TOTAL DE HOSPITALIZACIONES,0,0,0,0,0,0,0,0,2022,Metropolitano Oriente,SAPU,SAPU La Faena
- CAUSAS SISTEMA RESPIRATORIO,0,0,0,0,0,0,0,0,2022,Metropolitano Oriente,SAPU,SAPU La Faena
- COVID 19 SOSPECHOSO (U072),0,0,0,0,0,0,0,0,2022,Metropolitano Oriente,SAPU,SAPU La Faena
- COVID 19 CONFIRMADO (U071),0,0,0,0,0,0,0,0,2022,Metropolitano Oriente,SAPU,SAPU La Faena
- CAUSAS SISTEMA CIRCULATORIO,0,0,0,0,0,0,0,0,2022,Metropolitano Oriente,SAPU,SAPU La Faena
- TRAUMATISMOS Y ENVENENAMIENTOS,0,0,0,0,0,0,0,0,2022,Metropolitano Oriente,SAPU,SAPU La Faena
- CAUSAS POR TRASTORNOS MENTALES (F00-F99),0,0,0,0,0,0,0,0,2022,Metropolitano Oriente,SAPU,SAPU La Faena
- LAS DEMÁS CAUSAS,0,0,0,0,0,0,0,0,2022,Metropolitano Oriente,SAPU,SAPU La Faena
CIRUGÍAS DE URGENCIA,0,0,0,0,0,0,0,0,2022,Metropolitano Oriente,SAPU,SAPU La Faena
